id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,,C major (0),408,0,0.070
8460,BWV846_Prelude,Bach,lh,,a minor (0),211,10,0.043
8461,BWV846_Fugue,Bach,rh,,a minor (0),487,2,0.923
8461,BWV846_Fugue,Bach,lh,,a minor (0),315,3,0.336
8480,BWV848_Prelude,Bach,rh,(7),b- minor (-5),397,364,0.080
8480,BWV848_Prelude,Bach,lh,(7),b- minor (-5),425,358,0.088
8481,BWV848_Fugue,Bach,rh,(7),b- minor (-5),866,649,2.011
8481,BWV848_Fugue,Bach,lh,(7),b- minor (-5),623,365,0.913
8540,BWV854_Prelude,Bach,rh,,E major (4),287,2,0.384
8540,BWV854_Prelude,Bach,lh,,E major (4),221,1,0.256
8541,BWV854_Fugue,Bach,rh,,c# minor (4),475,0,1.294
8541,BWV854_Fugue,Bach,lh,,c# minor (4),287,1,0.317
8561,BWV856_Fugue,Bach,rh,,d minor (-1),481,0,0.373
8561,BWV856_Fugue,Bach,lh,,d minor (-1),313,1,0.088
8570,BWV857_Prelude,Bach,rh,,f minor (-4),394,1,0.839
8570,BWV857_Prelude,Bach,lh,,f minor (-4),249,4,0.361
8580,BWV858_Prelude,Bach,rh,F# major (6),e- minor (-6),293,159,0.266
8580,BWV858_Prelude,Bach,lh,F# major (6),e- minor (-6),169,123,0.063
8581,BWV858_Fugue,Bach,rh,(6),e- minor (-6),583,132,1.298
8581,BWV858_Fugue,Bach,lh,(6),e- minor (-6),370,308,0.377
8600,BWV860_Prelude,Bach,rh,,G major (1),335,0,0.580
8600,BWV860_Prelude,Bach,lh,G major (1),D major (2),275,0,0.218
8601,BWV860_Fugue,Bach,rh,,e minor (1),1124,2,1.578
8601,BWV860_Fugue,Bach,lh,,G major (1),705,1,0.816
8620,BWV862_Prelude,Bach,rh,,A- major (-4),381,0,0.272
8620,BWV862_Prelude,Bach,lh,,A- major (-4),314,0,0.165
8621,BWV862_Fugue,Bach,rh,,f minor (-4),477,0,0.814
8621,BWV862_Fugue,Bach,lh,,f minor (-4),455,0,0.728
8630,BWV863_Prelude,Bach,rh,,g# minor (5),344,1,0.337
8630,BWV863_Prelude,Bach,lh,,g# minor (5),267,3,0.204
8631,BWV863_Fugue,Bach,rh,,g# minor (5),473,96,0.770
8631,BWV863_Fugue,Bach,lh,,g# minor (5),374,46,0.360
8640,BWV864_Prelude,Bach,rh,,A major (3),361,1,0.983
8640,BWV864_Prelude,Bach,lh,,f# minor (3),280,0,0.405
8641,BWV864_Fugue,Bach,rh,,f# minor (3),813,0,1.974
8641,BWV864_Fugue,Bach,lh,,f# minor (3),487,0,0.534
8650,BWV865_Prelude,Bach,rh,,a minor (0),402,0,0.897
8650,BWV865_Prelude,Bach,lh,,a minor (0),246,0,0.134
8651,BWV865_Fugue,Bach,rh,,a minor (0),1408,5,3.808
8651,BWV865_Fugue,Bach,lh,,a minor (0),1140,1,1.960
8660,BWV866_Prelude,Bach,rh,,B- major (-2),317,0,2.901
8660,BWV866_Prelude,Bach,lh,,B- major (-2),321,2,10.745
8661,BWV866_Fugue,Bach,rh,,g minor (-2),573,1,0.510
8661,BWV866_Fugue,Bach,lh,,g minor (-2),395,0,0.285
8670,BWV867_Prelude,Bach,rh,,b- minor (-5),528,3,2.515
8670,BWV867_Prelude,Bach,lh,,b- minor (-5),279,0,0.400
8671,BWV867_Fugue,Bach,rh,,b- minor (-5),536,53,0.457
8671,BWV867_Fugue,Bach,lh,,b- minor (-5),291,46,0.143
8680,BWV868_Prelude,Bach,rh,,g# minor (5),260,0,0.354
8680,BWV868_Prelude,Bach,lh,,g# minor (5),180,0,0.114
8681,BWV868_Fugue,Bach,rh,,B major (5),466,3,0.809
8681,BWV868_Fugue,Bach,lh,,B major (5),442,0,0.447
8700,BWV870_Prelude,Bach,rh,(0),d minor (-1),584,12,2.696
8700,BWV870_Prelude,Bach,lh,,C major (0),410,3,0.644
8701,BWV870_Fugue,Bach,rh,,a minor (0),682,3,0.482
8701,BWV870_Fugue,Bach,lh,,a minor (0),415,0,0.195
8731,BWV873_Fugue,Bach,rh,,c# minor (4),862,41,1.738
8731,BWV873_Fugue,Bach,lh,,c# minor (4),603,32,0.614
8740,BWV874_Prelude,Bach,rh,,b minor (2),930,0,1.991
8740,BWV874_Prelude,Bach,lh,,b minor (2),620,1,0.991
8741,BWV874_Fugue,Bach,rh,,D major (2),495,1,0.627
8741,BWV874_Fugue,Bach,lh,,b minor (2),471,0,0.464
8750,BWV875_Prelude,Bach,rh,,d minor (-1),581,3,0.360
8750,BWV875_Prelude,Bach,lh,,d minor (-1),510,15,0.248
8751,BWV875_Fugue,Bach,rh,,d minor (-1),487,6,2.588
8751,BWV875_Fugue,Bach,lh,,d minor (-1),344,1,1.018
8760,BWV876_Prelude,Bach,rh,,E- major (-3),561,4,0.493
8760,BWV876_Prelude,Bach,lh,,E- major (-3),384,1,0.152
