 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, rowcost
C major (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
A minor (0), 1, 1, 3, 1, 2, 2, 3, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 1, 1, 2, 0, 1, 4, 3, 1, 1, 3, 1, 2, 2, 3, 0, 1, 2, 4, 4, 6, 1,  ,  , 5, 2, 3, 5, 6, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 3, 1,  , 5, 7, 3, 3, 1, 0, 0, 133
A minor mel (0), 1, 1, 3, 1, 2, 2, 3, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 1, 1, 2, 0, 1, 4, 3, 1, 1, 3, 1, 2, 2, 3, 0, 1, 2, 4, 4, 6, 1,  ,  , 5, 2, 3, 5, 6, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 3, 1,  , 5, 7, 3, 3, 1, 0, 0, 133
C major blues (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
A minor blues (0), 1, 1, 3, 1, 2, 2, 3, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 1, 1, 2, 0, 1, 4, 3, 1, 1, 3, 1, 2, 2, 3, 0, 1, 2, 4, 4, 6, 1,  ,  , 5, 2, 3, 5, 6, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 3, 1,  , 5, 7, 3, 3, 1, 0, 0, 133
C dorian (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
C phrygian (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
C lydian (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
C mixolydian (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
C aeolian (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
C locrian (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
F major (1b), 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 2, 1, 0, 0, 3, 0, 1, 1, 1, 0, 0, 1, 2, 2, 3, 1,  ,  , 2, 1, 2, 3, 4, 2, 3, 0, 4,  , 3, 3, 0, 4, 4, 1, 0,  , 1, 3, 1, 2, 0, 0, 0, 79
G major (1#), 2, 1, 4, 1, 3, 3, 3, 1, 2, 1, 4, 1, 3, 3, 1, 0, 0, 2, 1, 2, 1, 1, 2, 2, 2, 1, 4, 1, 3, 3, 3, 1, 2, 3, 4, 4, 3, 2,  ,  , 5, 3, 4, 5, 6, 4, 3, 0, 0,  , 3, 3, 2, 6, 2, 3, 2,  , 5, 4, 3, 3, 2, 1, 0, 149
D minor (1b), 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 0, 1, 2, 2, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 3, 2, 4, 1,  ,  , 4, 1, 2, 5, 4, 2, 2, 0, 2,  , 2, 3, 0, 4, 4, 1, 0,  , 4, 5, 2, 2, 0, 0, 0, 84
E minor (1#), 2, 2, 4, 1, 3, 3, 4, 1, 3, 2, 4, 1, 3, 3, 2, 0, 0, 1, 1, 3, 1, 1, 3, 2, 2, 2, 4, 1, 3, 3, 4, 1, 2, 5, 6, 5, 5, 2,  ,  , 5, 5, 4, 5, 7, 4, 4, 0, 0,  , 3, 2, 2, 8, 4, 5, 4,  , 5, 6, 6, 4, 4, 1, 0, 183
D minor mel (1b), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
E minor mel (1#), 1, 1, 3, 1, 2, 2, 3, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 1, 1, 2, 0, 1, 4, 3, 1, 1, 3, 1, 2, 2, 3, 0, 1, 2, 4, 4, 6, 1,  ,  , 5, 2, 3, 5, 6, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 3, 1,  , 5, 7, 3, 3, 1, 0, 0, 133
