 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
F major (1b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 2, 2, 0, 0, 0, 83
G major (1#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 4, 1, 4, 4, 4, 3, 1, 4, 1, 2, 2, 5, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 162
D minor (1b), 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 2, 1, 1, 0, 4, 3, 1,  , 0, 1, 0,  , 2, 3, 2, 2, 1, 1, 1,  , 7, 1, 2, 1, 3, 3, 4, 1, 1, 4, 1, 3, 1, 2, 1, 0, 2, 4, 2,  , 2, 2, 1, 2, 2, 3, 1, 1, 1, 120
E minor (1#), 0, 3, 2, 2, 4, 3, 3, 1, 1, 3, 2, 2, 2, 3, 2, 2, 4, 3, 3, 1, 1, 3, 2, 2, 2, 3, 4, 1, 1, 5, 5, 1,  , 4, 4, 1,  , 3, 3, 3, 3, 4, 1, 4,  , 7, 10, 3, 1, 5, 4, 7, 4, 1, 4, 1, 3, 3, 6, 2, 0, 4, 3, 1,  , 3, 4, 2, 3, 2, 2, 3, 2, 0, 196
D minor mel (1b), 1, 2, 0, 0, 2, 2, 4, 1, 4, 3, 0, 1, 1, 2, 0, 0, 2, 2, 4, 1, 4, 3, 0, 1, 1, 3, 2, 1, 0, 5, 4, 1,  , 1, 2, 0,  , 3, 4, 3, 2, 2, 1, 2,  , 8, 2, 2, 1, 4, 4, 5, 1, 1, 5, 2, 4, 2, 3, 2, 0, 3, 4, 2,  , 3, 3, 1, 3, 3, 4, 2, 1, 1, 153
E minor mel (1#), 1, 4, 2, 2, 4, 3, 4, 2, 2, 3, 2, 3, 3, 4, 2, 2, 4, 3, 4, 2, 2, 3, 2, 3, 3, 3, 5, 1, 1, 6, 6, 2,  , 3, 5, 1,  , 3, 3, 3, 4, 4, 2, 5,  , 8, 9, 2, 2, 6, 5, 8, 3, 1, 5, 2, 4, 4, 5, 3, 0, 5, 4, 2,  , 4, 5, 3, 4, 3, 3, 4, 3, 1, 234
F major blues (1b), 0, 3, 0, 0, 2, 3, 3, 1, 4, 4, 1, 0, 0, 3, 0, 0, 2, 3, 3, 1, 4, 4, 1, 0, 0, 4, 2, 2, 0, 3, 4, 2,  , 3, 2, 1,  , 3, 4, 4, 2, 2, 0, 2,  , 7, 5, 2, 1, 4, 4, 4, 1, 1, 3, 2, 4, 2, 5, 2, 0, 3, 3, 1,  , 2, 2, 2, 3, 3, 3, 2, 1, 0, 154
G major blues (1#), 1, 5, 1, 1, 3, 3, 5, 2, 4, 3, 1, 2, 2, 5, 1, 1, 3, 3, 5, 2, 4, 3, 1, 2, 2, 5, 3, 2, 1, 5, 6, 1,  , 3, 3, 1,  , 4, 5, 5, 3, 3, 2, 2,  , 8, 4, 4, 2, 5, 5, 5, 3, 1, 5, 2, 4, 3, 5, 2, 0, 4, 4, 3,  , 4, 4, 2, 3, 3, 5, 3, 2, 1, 215
D minor blues (1b), 0, 3, 0, 0, 3, 3, 3, 1, 4, 3, 1, 0, 0, 3, 0, 0, 3, 3, 3, 1, 4, 3, 1, 0, 0, 4, 2, 2, 0, 4, 4, 2,  , 3, 2, 1,  , 3, 4, 4, 2, 2, 0, 2,  , 7, 5, 3, 1, 4, 4, 5, 2, 1, 4, 2, 4, 2, 6, 2, 0, 3, 4, 1,  , 2, 2, 2, 3, 2, 3, 2, 1, 0, 160
E minor blues (1#), 1, 4, 1, 1, 3, 3, 5, 2, 4, 3, 1, 2, 2, 4, 1, 1, 3, 3, 5, 2, 4, 3, 1, 2, 2, 4, 4, 2, 1, 7, 7, 1,  , 3, 4, 1,  , 4, 4, 4, 3, 3, 2, 5,  , 8, 9, 4, 2, 7, 6, 7, 3, 1, 6, 2, 6, 3, 7, 3, 0, 5, 5, 3,  , 4, 4, 2, 4, 3, 4, 4, 2, 1, 237
F dorian (1b), 0, 2, 0, 0, 2, 2, 3, 0, 3, 4, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 4, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 3, 3, 1, 0, 0, 116
G dorian (1#), 1, 4, 1, 1, 3, 3, 5, 2, 3, 2, 1, 2, 2, 4, 1, 1, 3, 3, 5, 2, 3, 2, 1, 2, 2, 5, 3, 2, 1, 5, 6, 1,  , 2, 3, 1,  , 4, 5, 5, 3, 3, 2, 2,  , 7, 3, 3, 2, 5, 5, 5, 2, 1, 5, 2, 3, 3, 4, 2, 0, 4, 4, 3,  , 4, 4, 2, 2, 2, 5, 3, 2, 1, 200
F phrygian (1b), 0, 3, 0, 0, 2, 1, 1, 1, 4, 3, 1, 0, 0, 3, 0, 0, 2, 1, 1, 1, 4, 3, 1, 0, 0, 3, 0, 0, 0, 1, 3, 1,  , 2, 0, 0,  , 2, 3, 3, 0, 1, 0, 0,  , 5, 3, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 1, 3, 0,  , 1, 1, 1, 1, 2, 1, 0, 0, 0, 82
G phrygian (1#), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 3, 0, 3, 3, 3, 2, 1, 3, 1, 3, 1, 4, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 116
F lydian (1b), 0, 2, 0, 0, 2, 2, 3, 0, 3, 4, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 4, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 3, 3, 1, 0, 0, 116
G lydian (1#), 1, 4, 1, 1, 3, 3, 5, 2, 3, 2, 1, 2, 2, 4, 1, 1, 3, 3, 5, 2, 3, 2, 1, 2, 2, 5, 3, 2, 1, 5, 6, 1,  , 2, 3, 1,  , 4, 5, 5, 3, 3, 2, 2,  , 7, 3, 3, 2, 5, 5, 5, 2, 1, 5, 2, 3, 3, 4, 2, 0, 4, 4, 3,  , 4, 4, 2, 2, 2, 5, 3, 2, 1, 200
F mixolydian (1b), 0, 3, 0, 0, 2, 1, 1, 1, 4, 3, 1, 0, 0, 3, 0, 0, 2, 1, 1, 1, 4, 3, 1, 0, 0, 3, 0, 0, 0, 1, 3, 1,  , 2, 0, 0,  , 2, 3, 3, 0, 1, 0, 0,  , 5, 3, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 1, 3, 0,  , 1, 1, 1, 1, 2, 1, 0, 0, 0, 82
G mixolydian (1#), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 3, 0, 3, 3, 3, 2, 1, 3, 1, 3, 1, 4, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 116
F aeolian (1b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 2, 2, 0, 0, 0, 83
G aeolian (1#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 4, 1, 4, 4, 4, 3, 1, 4, 1, 2, 2, 5, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 162
F locrian (1b), 0, 2, 0, 0, 1, 2, 0, 1, 4, 3, 1, 0, 0, 2, 0, 0, 1, 2, 0, 1, 4, 3, 1, 0, 0, 2, 1, 1, 0, 0, 2, 2,  , 2, 1, 1,  , 1, 2, 2, 1, 0, 0, 1,  , 5, 4, 1, 1, 2, 2, 2, 1, 0, 0, 1, 2, 1, 4, 1, 0, 2, 2, 0,  , 0, 0, 2, 2, 2, 1, 1, 1, 0, 87
G locrian (1#), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 3, 0, 2, 2, 2, 2, 1, 2, 0, 2, 0, 3, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 83
Bb major (2b), 0, 4, 0, 0, 2, 1, 1, 1, 4, 3, 1, 0, 0, 4, 0, 0, 2, 1, 1, 1, 4, 3, 1, 0, 0, 3, 0, 0, 0, 1, 3, 1,  , 2, 0, 0,  , 2, 2, 3, 0, 1, 0, 0,  , 5, 3, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 1, 3, 0,  , 1, 1, 1, 1, 2, 1, 0, 0, 0, 83
D major (2#), 1, 3, 1, 1, 3, 3, 5, 2, 3, 2, 1, 2, 2, 3, 1, 1, 3, 3, 5, 2, 3, 2, 1, 2, 2, 4, 3, 2, 1, 6, 5, 1,  , 2, 3, 1,  , 4, 5, 4, 3, 3, 2, 2,  , 7, 3, 3, 2, 5, 5, 6, 2, 1, 6, 2, 3, 3, 4, 2, 0, 4, 5, 3,  , 4, 4, 2, 2, 2, 5, 3, 2, 1, 199
G minor (2b), 0, 4, 1, 1, 3, 2, 2, 2, 3, 1, 2, 1, 1, 4, 1, 1, 3, 2, 2, 2, 3, 1, 2, 1, 1, 4, 1, 1, 1, 2, 4, 1,  , 3, 1, 1,  , 3, 4, 4, 1, 2, 1, 0,  , 4, 4, 3, 1, 2, 2, 2, 3, 1, 2, 0, 0, 2, 5, 0, 0, 2, 4, 1,  , 2, 2, 2, 0, 0, 2, 1, 1, 0, 128
B minor (2#), 1, 4, 1, 1, 4, 4, 4, 3, 3, 1, 2, 2, 2, 4, 1, 1, 4, 4, 4, 3, 3, 1, 2, 2, 2, 4, 5, 3, 1, 6, 5, 2,  , 2, 5, 2,  , 2, 2, 4, 4, 2, 2, 4,  , 7, 9, 3, 3, 5, 7, 8, 2, 1, 5, 3, 6, 3, 6, 2, 0, 4, 6, 3,  , 3, 3, 4, 2, 1, 4, 5, 3, 1, 227
G minor mel (2b), 0, 4, 1, 1, 3, 2, 3, 1, 2, 1, 1, 1, 1, 4, 1, 1, 3, 2, 3, 1, 2, 1, 1, 1, 1, 4, 1, 2, 1, 3, 4, 0,  , 2, 1, 1,  , 3, 4, 4, 2, 2, 1, 0,  , 5, 3, 4, 1, 3, 3, 3, 3, 1, 3, 0, 1, 1, 4, 0, 0, 2, 3, 2,  , 2, 2, 1, 0, 0, 3, 1, 1, 0, 129
B minor mel (2#), 1, 3, 1, 1, 3, 3, 3, 3, 4, 2, 2, 2, 2, 3, 1, 1, 3, 3, 3, 3, 4, 2, 2, 2, 2, 5, 5, 4, 1, 5, 4, 2,  , 3, 5, 3,  , 1, 1, 3, 5, 3, 2, 4,  , 8, 10, 3, 3, 6, 7, 9, 2, 0, 4, 3, 7, 3, 7, 2, 1, 5, 5, 4,  , 2, 2, 4, 3, 2, 4, 5, 4, 1, 231
Bb major blues (2b), 0, 5, 1, 1, 3, 2, 2, 1, 4, 4, 2, 1, 1, 5, 1, 1, 3, 2, 2, 1, 4, 4, 2, 1, 1, 3, 2, 2, 0, 3, 3, 3,  , 3, 2, 1,  , 2, 2, 3, 3, 2, 0, 1,  , 7, 4, 2, 1, 4, 4, 4, 2, 1, 2, 1, 4, 2, 4, 1, 0, 2, 3, 1,  , 1, 2, 3, 3, 3, 2, 1, 2, 0, 155
D major blues (2#), 1, 3, 1, 1, 3, 3, 5, 2, 5, 4, 1, 2, 2, 3, 1, 1, 3, 3, 5, 2, 5, 4, 1, 2, 2, 5, 3, 3, 1, 6, 5, 1,  , 4, 3, 2,  , 4, 5, 4, 4, 4, 2, 2,  , 9, 5, 4, 2, 6, 5, 7, 3, 1, 6, 2, 5, 3, 6, 2, 1, 5, 5, 4,  , 4, 4, 2, 4, 4, 5, 3, 3, 1, 234
G minor blues (2b), 0, 4, 1, 1, 3, 2, 2, 1, 4, 3, 2, 1, 1, 4, 1, 1, 3, 2, 2, 1, 4, 3, 2, 1, 1, 3, 2, 2, 0, 3, 3, 3,  , 3, 2, 1,  , 2, 3, 3, 3, 2, 0, 1,  , 7, 5, 3, 1, 4, 4, 4, 3, 1, 2, 1, 4, 2, 5, 1, 0, 2, 3, 1,  , 1, 2, 3, 3, 2, 2, 1, 2, 0, 155
B minor blues (2#), 1, 3, 1, 1, 3, 3, 5, 3, 5, 4, 2, 2, 2, 3, 1, 1, 3, 3, 5, 3, 5, 4, 2, 2, 2, 4, 4, 3, 1, 7, 6, 1,  , 5, 4, 2,  , 3, 3, 3, 4, 4, 2, 5,  , 10, 12, 4, 2, 8, 6, 8, 3, 1, 6, 2, 7, 4, 9, 3, 1, 6, 6, 4,  , 4, 4, 3, 5, 4, 5, 4, 3, 1, 265
Bb dorian (2b), 0, 4, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 4, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 2, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 2, 2, 0, 0, 0, 84
D dorian (2#), 1, 2, 1, 1, 2, 2, 4, 2, 4, 3, 1, 2, 2, 2, 1, 1, 2, 2, 4, 2, 4, 3, 1, 2, 2, 5, 3, 3, 1, 5, 4, 1,  , 3, 3, 2,  , 3, 4, 3, 4, 4, 2, 2,  , 8, 4, 3, 2, 6, 5, 7, 2, 0, 5, 2, 4, 3, 5, 2, 1, 5, 4, 4,  , 3, 3, 2, 3, 3, 5, 3, 3, 1, 203
Bb phrygian (2b), 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 4, 1, 2, 0, 4, 2, 0,  , 3, 1, 1,  , 2, 3, 2, 2, 3, 0, 1,  , 8, 4, 3, 0, 5, 4, 5, 2, 0, 3, 1, 5, 1, 5, 1, 1, 3, 2, 2,  , 1, 1, 0, 3, 3, 2, 1, 1, 0, 122
D phrygian (2#), 0, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 5, 2, 3, 1, 5, 3, 0,  , 4, 2, 2,  , 3, 4, 3, 3, 4, 1, 1,  , 7, 5, 4, 1, 6, 5, 6, 3, 0, 4, 1, 4, 2, 6, 1, 1, 4, 3, 3,  , 2, 2, 1, 2, 2, 3, 2, 2, 0, 168
Bb lydian (2b), 0, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 5, 2, 2, 1, 4, 5, 1,  , 4, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 7, 5, 3, 1, 4, 4, 4, 2, 1, 4, 1, 3, 3, 5, 1, 0, 3, 4, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 182
D lydian (2#), 0, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 2, 2, 1, 6, 4, 1,  , 4, 2, 1,  , 4, 5, 4, 2, 3, 1, 1,  , 8, 5, 4, 1, 5, 5, 5, 3, 1, 5, 1, 4, 3, 6, 1, 0, 3, 5, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 189
Bb mixolydian (2b), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
D mixolydian (2#), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
Bb aeolian (2b), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
D aeolian (2#), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
Bb locrian (2b), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 113
D locrian (2#), 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 0, 1, 3, 1,  , 2, 0, 0,  , 2, 3, 3, 0, 1, 0, 0,  , 5, 3, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 1, 3, 0,  , 1, 1, 1, 1, 1, 1, 0, 0, 0, 79
Eb major (3b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 2, 2, 0, 0, 0, 83
A major (3#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 4, 1, 4, 4, 4, 3, 1, 4, 1, 2, 2, 5, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 162
C minor (3b), 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 2, 1, 1, 0, 4, 3, 1,  , 0, 1, 0,  , 2, 3, 2, 2, 1, 1, 1,  , 7, 1, 2, 1, 3, 3, 4, 1, 1, 4, 1, 3, 1, 2, 1, 0, 2, 4, 2,  , 2, 2, 1, 2, 2, 3, 1, 1, 1, 120
F# minor (3#), 0, 3, 2, 2, 4, 3, 3, 1, 1, 3, 2, 2, 2, 3, 2, 2, 4, 3, 3, 1, 1, 3, 2, 2, 2, 3, 4, 1, 1, 5, 5, 1,  , 4, 4, 1,  , 3, 3, 3, 3, 4, 1, 4,  , 7, 10, 3, 1, 5, 4, 7, 4, 1, 4, 1, 3, 3, 6, 2, 0, 4, 3, 1,  , 3, 4, 2, 3, 2, 2, 3, 2, 0, 196
