 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
C major (0), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
A minor (0), 0, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 2, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 1, 0, 4, 2, 0, 1, 2, 2, 3, 0, 8, 0, 1, 2, 2, 7, 1, 3, 1, 2, 2, 1, 5, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 5, 0, 1, 0, 105
A minor mel (0), 0, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 2, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 1, 0, 4, 2, 0, 1, 2, 2, 3, 0, 8, 0, 1, 2, 2, 7, 1, 3, 1, 2, 2, 1, 5, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 5, 0, 1, 0, 105
C major blues (0), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
A minor blues (0), 0, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 2, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 1, 0, 4, 2, 0, 1, 2, 2, 3, 0, 8, 0, 1, 2, 2, 7, 1, 3, 1, 2, 2, 1, 5, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 5, 0, 1, 0, 105
C dorian (0), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
C phrygian (0), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
C lydian (0), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
C mixolydian (0), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
C aeolian (0), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
C locrian (0), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
F major (1b), 0, 0, 1, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 0, 1, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 1, 3, 2, 0, 1, 1, 2, 3, 0, 4, 1, 2, 2, 1, 6, 0, 1, 0, 2, 3, 1, 3, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 87
G major (1#), 0, 1, 3, 0, 5, 1, 2, 0, 2, 1, 2, 2, 2, 1, 3, 0, 5, 1, 2, 0, 2, 1, 2, 2, 2, 1, 5, 4, 0, 2, 3, 3, 5, 0, 7, 1, 0, 3, 3, 6, 1, 2, 2, 3, 2, 2, 6, 1, 1, 1, 4, 6, 2, 3, 0, 3, 2, 1, 2, 1, 2, 0, 132
D minor (1b), 0, 0, 2, 0, 4, 1, 3, 0, 0, 1, 1, 2, 3, 0, 2, 0, 4, 1, 3, 0, 0, 1, 1, 2, 2, 1, 3, 2, 0, 1, 1, 2, 2, 0, 6, 1, 2, 1, 1, 6, 0, 1, 0, 2, 3, 1, 4, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 6, 1, 2, 0, 97
E minor (1#), 0, 1, 3, 0, 5, 2, 3, 0, 3, 1, 2, 1, 3, 1, 3, 0, 5, 2, 3, 0, 3, 1, 2, 1, 2, 1, 6, 3, 0, 2, 4, 3, 5, 0, 10, 1, 0, 3, 4, 6, 1, 3, 2, 3, 2, 2, 6, 1, 1, 1, 4, 6, 4, 4, 0, 3, 3, 1, 6, 1, 2, 0, 151
D minor mel (1b), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
E minor mel (1#), 0, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 2, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 1, 0, 4, 2, 0, 1, 2, 2, 3, 0, 8, 0, 1, 2, 2, 7, 1, 3, 1, 2, 2, 1, 5, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 5, 0, 1, 0, 105
F major blues (1b), 0, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 2, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 1, 0, 4, 2, 0, 1, 2, 2, 3, 0, 8, 0, 1, 2, 2, 7, 1, 3, 1, 2, 2, 1, 5, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 5, 0, 1, 0, 105
G major blues (1#), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
D minor blues (1b), 0, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 2, 0, 2, 0, 5, 2, 3, 0, 1, 0, 1, 1, 1, 0, 4, 2, 0, 1, 2, 2, 3, 0, 8, 0, 1, 2, 2, 7, 1, 3, 1, 2, 2, 1, 5, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 5, 0, 1, 0, 105
E minor blues (1#), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
F dorian (1b), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
