id,title,composer,KSgt,KSest,notes,err,time
231,231-Duparc-elegie,,,F major (-1),47,2,0.012
232,232-Beethoven-sonateop22,,,E- major (-3),70,0,0.098
233,233-Debussy-cloches,,,E major (4),64,0,0.026
234,234-Beethoven-symphonie2op36,,,A major (3),74,0,0.020
235,235-Schumann-quatuor1op41,,,C major (0),142,1,0.095
236,236-Schubert-scherzo,,,G major (1),82,0,0.045
237,237-Beethoven-symphonie6,,,B- major (-2),122,0,0.143
239,239-Beethoven-themavar,,,G major (1),71,0,0.027
240,240-Haydn-sonate5,,,C major (0),124,0,0.048
241,241-Haendel-sicilianaconcertogrosso8,,,E- major (-3),116,0,0.095
243,243-Strauss-melodie1op56,,(-1),E- major (-3),87,9,0.052
244,244-Bach-concerto1violon,,C major (0),G major (1),129,0,0.815
245,245-Debussy-Arabesque2,,,G major (1),184,0,0.185
246,246-Mozart-marcheflute,,,F major (-1),97,0,0.039
247,247-Schubert-Benedictus,,,G major (1),41,0,0.015
248,248-Mozart-sonateKV280,,,A- major (-4),97,0,0.045
249,249-Mozart-andateKV9b,,,B- major (-2),128,4,0.107
250,250-Cliquet-Pleyel,,,C major (0),99,2,0.037
251,251-Schumann-Myrthen10op25,,,E- major (-3),67,0,0.017
252,252-Kuhlau-sonatine2op60,,,A major (3),68,1,0.032
253,253-Schubert-gloria,,,D major (2),50,0,0.014
254,254-Haydn-quatuor5op76,,,D major (2),111,1,0.111
255,255-Mozart-sonateDomKV457,,,E- major (-3),174,6,5.478
256,256-Mozart-sonataKV309,,,F major (-1),138,2,0.192
257,257-Mozart-quintetteDomKV309,,E- major (-3),B- major (-2),112,1,0.209
258,258-Schumann-quatuor2FaMop41,,,F major (-1),105,5,0.040
260,260-Monteverdi-Orfeo,,(0),D major (2),84,5,0.028
262,262-Schumann-Myrthen23op25,,,D major (2),82,0,0.036
263,263-Clergue-Tom,,,F major (-1),70,0,0.032
265,265-Mozart-Aria15,,,E major (4),119,0,0.076
266,266-Debussy-Berger,,,A major (3),72,0,0.066
267,267-Lalo-RoidYs,,,F major (-1),52,1,0.018
268,268-Scarlatti-sonatepastorale,,,G major (1),115,0,0.074
269,269-Beethoven-quatuor1op18,,,F major (-1),132,0,0.044
271,271-Duparc-elegie,,(-1),C major (0),64,0,0.019
272,272-Bach-cantate140duetto,,,E- major (-3),184,9,9.280
273,273-Haendel-concerto2,,,F major (-1),115,0,0.128
274,274-Wolf-melodieespagnole6,,(3),D major (2),123,6,0.078
275,275-Bartok-danceRoumaine1,,(0),G major (1),120,0,0.035
276,276-Bach-AnnaMagdalena,,,E- major (-3),69,0,0.061
277,277-Debussy-quatuorSolmop10,,(-2),E- major (-3),77,1,0.052
278,278-SaintSaens-Cygne,,,G major (1),122,1,0.078
302,302-Chopin-nocturne3op9,,,D major (2),60,7,0.030
303,303-Bach-partita2sinfonia,,,E- major (-3),59,1,0.114
304,304-Bach-polonaise,,,F major (-1),136,0,0.111
306,306-Haendel-concertogrosso3-4mvt,,,G major (1),102,0,0.056
307,307-Mozart-fantaisiekv475,,,B- major (-2),78,0,0.089
308,308-Beethoven-sonateop81,,E- major (-3),B- major (-2),109,1,0.205
309,309-Poulenc-improvisation6,,(-2),F major (-1),129,5,0.057
311,311-Mozart-ariaCosifantutte,,,A major (3),91,2,0.040
312,312-Kuhlau-sonatineop20,,,F major (-1),105,3,0.314
313,313-Schumann-trio1,,,C major (0),72,2,0.420
314,314-Couperin-intime,,,G major (1),60,2,0.026
315,315-Ibert-symphonieconcertante,,C major (0),B- major (-2),147,13,0.196
316,316-Bach-courantesuite3,,(2),A major (3),80,1,0.063
317,317-Mozart-sonateKV333,,,B- major (-2),191,3,0.205
319,319-Haydn-symphonie88,,(1),D major (2),101,2,0.084
320,320-Kuhlau-sonatine2op60,,,C major (0),135,1,0.104
321,321-Debussy-Pelleas,,E major (4),C major (0),62,3,0.034
323,323-Bartok-images,,A major (3),D major (2),55,0,0.093
325,325-Chopin-concertoop21,,,A- major (-4),238,5,0.146
326,326-Mozart-ariaflute,,,E- major (-3),127,0,0.086
327,327-Mendelssohn-romancesp8op30,,,D- major (-5),75,0,0.027
328,328-Bartok-sonatine,,D major (2),A major (3),80,0,0.054
329,329-Debussy-sonateviolon,,,B- major (-2),78,4,0.026
331,331-Beethoven-sonateop26,,,A- major (-4),89,0,0.050
332,332-Milhaud-boeuf,,C major (0),E major (4),88,48,0.033
333,333-Mazas-romance1op36,,,E major (4),150,0,0.220
334,334-Haydn-concertosol,,C major (0),G major (1),166,1,0.218
335,335-Berlioz-BenvenutoCelliniop23,,,G major (1),104,4,0.061
337,337-Beethoven-sonate2op10,,(-1),C major (0),93,0,0.053
338,338-Haendel-sonateV,,,A major (3),155,0,0.564
339,339-Mozart-air17flute,,,B- major (-2),105,2,0.734
340,340-Kuhlau-sonatine4op88,,,A major (3),119,1,0.069
341,341-Mozart-concertolaKV219,,,E major (4),179,5,0.349
343,343-Bach-allemandePartita6,,,G major (1),134,2,4.800
344,344-Mozart-quintettemibK614,,,B- major (-2),79,1,0.049
345,345-Debussy-PelleasII4,,E major (4),D major (2),48,1,0.038
346,346-Chopin-fantaisie,,,A major (3),60,0,0.029
347,347-Haendel-concertogrosso7,,,B- major (-2),111,0,0.224
348,348-Mozart-flutemarche,,,C major (0),102,0,0.255
349,349-Haydn-quatuor5op76,,,F# major (6),98,1,0.050
351,351-Jones,,,C major (0),145,0,0.171
352,352-Scarlatti-sonateutK502,,,C major (0),86,0,0.031
353,353-Mendelssohn-romancesspop67,,,A major (3),31,0,0.019
354,354-Mozart-sonatefaKV332,,(-2),E- major (-3),147,1,0.740
355,355-Mozart-sonatereKV311,,,G major (1),144,2,0.089
356,356-Chopin-nocturne1op27,,(4),A major (3),68,5,0.040
357,357-Bach-ariaGoldbergBWV988,,G major (1),D major (2),137,0,0.107
359,359-Mozart-romance,,,C major (0),157,0,0.210
360,360-Soulage,,(2),A major (3),115,0,0.038
361,361-Beethoven-sonate2op14,,(1),D major (2),144,2,0.234
363,363-Debussy-clairdelune,,,D- major (-5),149,0,0.090
366,366-Bach-andante,,(-1),C major (0),137,1,0.208
367,367-Bach-suite5,,,G major (1),99,0,0.093
369,369-Bach-solocembalo,,(-3),B- major (-2),299,3,0.304
370,370-Beethoven-quatuor3op59,,,C major (0),148,0,0.136
371,371-Haydn-concertoreop21,,,A major (3),120,4,0.512
374,374-Bizet-seguedille,,,D major (2),170,3,0.056
375,375-Beethoven-sonate21op53,,,F major (-1),70,8,0.062
376,376-Clementi-sonate2op26,,,D major (2),65,3,0.030
378,378-Beethoven-quintetteop29,,,F major (-1),168,1,0.473
380,380-Bartok-Bulgare,,,C major (0),59,1,0.019
401,401-Mozart-sonateKV282,,(-3),B- major (-2),180,1,10.318
403,403-Bach-allemandePartita4,,(2),A major (3),394,12,5.586
404,404-Rode-caprice6,,,D major (2),188,2,0.954
405,405-Bach-prelude13,,(6),G- major (-6),102,101,0.215
407,407-Beethoven-sonate1op10,,,A- major (-4),121,4,0.087
408,408-Bach-sarabande-Partita4,,(2),A major (3),153,0,0.545
409,409-Beethoven-quatuor1op18,,(-1),D major (2),153,3,1.813
410,410-Mozart-sonateKV309,,,F major (-1),187,3,1.156
413,413-Beethoven-quintetteop16,,,E- major (-3),131,6,0.286
414,414-Bach-laudamus-te,,,A major (3),220,1,4.926
415,415-Mozart-donGiovaniI2,,,B- major (-2),132,4,0.088
416,416-Bach-aria-Goldberg,,,G major (1),98,1,0.287
418,418-Bach-courante-partita4,,,D major (2),174,0,0.555
419,419-Beethoven-variation23,,,D major (2),158,6,2.094
420,420-Bach-prelude6,,,D major (2),167,1,0.430
423,423-Bach-adagio-Goldberg25,,,B- major (-2),98,5,4.512
424,424-Bach-prelude4,,,E major (4),125,1,0.106
425,425-Beethoven-sonateop7,,,C major (0),133,2,0.349
426,426-Bach-suiteanglaise1,,,A major (3),94,0,0.133
427,427-Bach-rondo-partita2,,,E- major (-3),69,0,0.027
428,428-Beethoven-sonate3op10,,(-1),C major (0),97,2,0.259
429,429-Mozart-sonateKV283,,,C major (0),161,1,2.028
431,431-Bach-sinfonia-partita2,,,E- major (-3),342,4,10.513
434,434-Bach-concertoitalien,,,F major (-1),340,5,5.023
435,435-Wolf-nein,,,G major (1),71,4,0.024
436,436-Bach-ouverture-partita4,,,D major (2),171,2,1.679
437,437-Bach-courante-partita2,,(-3),B- major (-2),112,0,0.246
438,438-Mozart-sonateKV457,,,E- major (-3),214,14,14.179
440,440-Bach-prelude10,,,G major (1),176,1,0.229
442,442-Mozart-dongiovaniII7,,,E- major (-3),114,0,0.050
443,443-Ibert-escales,,,F# major (6),172,46,3.733
444,444-Bach-invention,,,E major (4),320,13,0.255
445,445-Beethoven-sonateop110,,(-6),B major (5),92,86,0.096
446,446-Mozart-sonateKV330,,,C major (0),268,4,0.378
448,448-Bach-concertoclavecin1,,,B- major (-2),203,3,1.227
449,449-Clementi-gradus,,F major (-1),G major (1),150,1,0.517
450,450-Bach-toccata-solm,,(-2),C major (0),101,2,0.303
451,451-Bach-sarabande,,,B- major (-2),221,4,0.606
453,453-Mozart-sonateKV310,,,F major (-1),192,0,0.593
456,456-Haendel-sonate4,,,D major (2),156,0,0.551
457,457-Bach-prelude8,,,G- major (-6),109,0,0.195
458,458-Liszt-rhapsodiehongroise12,,,E major (4),83,2,0.109
459,459-Bach-courantepartita6,,,G major (1),153,2,0.110
460,460-Spohr-duoconcertant1op3,,,E- major (-3),127,2,3.482
461,461-Bach-allemande-partita1,,,D major (2),511,18,18.884
465,465-Clementi-sonateop12,,,F major (-1),231,8,2.603
467,467-Schubert-MatchenTod,,,B- major (-2),167,4,0.176
468,468-Scarlatti-sonateK502,,,C major (0),260,1,0.127
