id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,,C major (0),408,0,0.090
8460,BWV846_Prelude,Bach,lh,,a minor (0),211,6,0.059
8461,BWV846_Fugue,Bach,rh,,a minor (0),487,2,1.754
8461,BWV846_Fugue,Bach,lh,,a minor (0),315,2,0.491
8480,BWV848_Prelude,Bach,rh,,a# minor (7),397,25,0.110
8480,BWV848_Prelude,Bach,lh,,a# minor (7),425,32,0.114
8481,BWV848_Fugue,Bach,rh,,a# minor (7),866,60,2.200
8481,BWV848_Fugue,Bach,lh,,a# minor (7),623,55,1.031
8540,BWV854_Prelude,Bach,rh,,c# minor (4),287,6,0.502
8540,BWV854_Prelude,Bach,lh,,c# minor (4),221,1,0.339
8541,BWV854_Fugue,Bach,rh,,c# minor (4),475,0,1.533
8541,BWV854_Fugue,Bach,lh,,c# minor (4),287,1,0.369
8561,BWV856_Fugue,Bach,rh,,d minor (-1),481,0,0.602
8561,BWV856_Fugue,Bach,lh,,d minor (-1),313,1,0.123
8570,BWV857_Prelude,Bach,rh,,f minor (-4),394,1,0.956
8570,BWV857_Prelude,Bach,lh,,f minor (-4),249,1,0.415
8580,BWV858_Prelude,Bach,rh,,d# minor (6),293,10,0.298
8580,BWV858_Prelude,Bach,lh,,d# minor (6),169,3,0.069
8581,BWV858_Fugue,Bach,rh,,d# minor (6),583,1,1.271
8581,BWV858_Fugue,Bach,lh,,d# minor (6),370,3,0.365
8600,BWV860_Prelude,Bach,rh,,e minor (1),335,0,0.981
8600,BWV860_Prelude,Bach,lh,,e minor (1),275,0,0.308
8601,BWV860_Fugue,Bach,rh,,e minor (1),1124,2,2.593
8601,BWV860_Fugue,Bach,lh,,e minor (1),705,3,1.184
8620,BWV862_Prelude,Bach,rh,,A- major (-4),381,0,0.297
8620,BWV862_Prelude,Bach,lh,,A- major (-4),314,0,0.180
8621,BWV862_Fugue,Bach,rh,,f minor (-4),477,0,0.863
8621,BWV862_Fugue,Bach,lh,,f minor (-4),455,0,0.794
8630,BWV863_Prelude,Bach,rh,,g# minor (5),344,3,0.421
8630,BWV863_Prelude,Bach,lh,,g# minor (5),267,9,0.260
8631,BWV863_Fugue,Bach,rh,,g# minor (5),473,35,1.139
8631,BWV863_Fugue,Bach,lh,,g# minor (5),374,28,0.447
8640,BWV864_Prelude,Bach,rh,,f# minor (3),361,1,1.244
8640,BWV864_Prelude,Bach,lh,,f# minor (3),280,1,0.487
8641,BWV864_Fugue,Bach,rh,,f# minor (3),813,0,2.421
8641,BWV864_Fugue,Bach,lh,,f# minor (3),487,0,0.692
8650,BWV865_Prelude,Bach,rh,,a minor (0),402,0,1.676
8650,BWV865_Prelude,Bach,lh,,a minor (0),246,0,0.200
8651,BWV865_Fugue,Bach,rh,,a minor (0),1408,6,5.535
8651,BWV865_Fugue,Bach,lh,,a minor (0),1140,1,3.293
8660,BWV866_Prelude,Bach,rh,,g minor (-2),317,1,3.363
8660,BWV866_Prelude,Bach,lh,,g minor (-2),321,2,12.332
8661,BWV866_Fugue,Bach,rh,,g minor (-2),573,0,0.610
8661,BWV866_Fugue,Bach,lh,,g minor (-2),395,0,0.337
8670,BWV867_Prelude,Bach,rh,,b- minor (-5),528,1,2.854
8670,BWV867_Prelude,Bach,lh,,b- minor (-5),279,0,0.471
8671,BWV867_Fugue,Bach,rh,,b- minor (-5),536,2,0.528
8671,BWV867_Fugue,Bach,lh,,b- minor (-5),291,4,0.157
8680,BWV868_Prelude,Bach,rh,,g# minor (5),260,0,0.417
8680,BWV868_Prelude,Bach,lh,,g# minor (5),180,0,0.128
8681,BWV868_Fugue,Bach,rh,,g# minor (5),466,4,0.919
8681,BWV868_Fugue,Bach,lh,,g# minor (5),442,2,0.495
8700,BWV870_Prelude,Bach,rh,(0),d minor (-1),584,7,4.261
8700,BWV870_Prelude,Bach,lh,,a minor (0),410,3,0.953
8701,BWV870_Fugue,Bach,rh,,a minor (0),682,3,0.722
8701,BWV870_Fugue,Bach,lh,,a minor (0),415,0,0.294
8731,BWV873_Fugue,Bach,rh,,c# minor (4),862,32,2.401
8731,BWV873_Fugue,Bach,lh,,c# minor (4),603,20,0.779
8740,BWV874_Prelude,Bach,rh,,b minor (2),930,0,3.434
8740,BWV874_Prelude,Bach,lh,,b minor (2),620,1,1.453
8741,BWV874_Fugue,Bach,rh,,b minor (2),495,1,0.861
8741,BWV874_Fugue,Bach,lh,,b minor (2),471,0,0.653
8750,BWV875_Prelude,Bach,rh,,d minor (-1),581,1,0.458
8750,BWV875_Prelude,Bach,lh,,d minor (-1),510,1,0.343
8751,BWV875_Fugue,Bach,rh,,d minor (-1),487,9,3.822
8751,BWV875_Fugue,Bach,lh,,d minor (-1),344,3,1.287
8760,BWV876_Prelude,Bach,rh,,c minor (-3),561,3,0.595
8760,BWV876_Prelude,Bach,lh,,c minor (-3),384,0,0.184
8761,BWV876_Fugue,Bach,rh,,c minor (-3),377,0,0.224
8761,BWV876_Fugue,Bach,lh,,E- major (-3),373,0,0.196
8800,BWV880_Prelude,Bach,rh,,d minor (-1),799,1,1.299
8800,BWV880_Prelude,Bach,lh,,d minor (-1),677,2,0.928
8801,BWV880_Fugue,Bach,rh,,d minor (-1),688,7,0.569
8801,BWV880_Fugue,Bach,lh,,d minor (-1),416,6,0.185
8830,BWV883_Prelude,Bach,rh,,f# minor (3),524,6,0.730
8830,BWV883_Prelude,Bach,lh,,f# minor (3),414,1,0.403
8831,BWV883_Fugue,Bach,rh,,f# minor (3),809,5,2.125
8831,BWV883_Fugue,Bach,lh,,f# minor (3),688,3,1.027
8840,BWV884_Prelude,Bach,rh,,e minor (1),484,2,0.434
8840,BWV884_Prelude,Bach,lh,,e minor (1),422,0,0.267
8841,BWV884_Fugue,Bach,rh,,e minor (1),421,0,0.203
8841,BWV884_Fugue,Bach,lh,,e minor (1),321,4,0.156
8850,BWV885_Prelude,Bach,rh,,g minor (-2),355,3,1.271
8850,BWV885_Prelude,Bach,lh,,g minor (-2),237,1,0.764
8851,BWV885_Fugue,Bach,rh,,g minor (-2),884,4,1.542
8851,BWV885_Fugue,Bach,lh,,g minor (-2),851,4,1.424
8870,BWV887_Prelude,Bach,rh,,g# minor (5),672,57,2.373
8870,BWV887_Prelude,Bach,lh,,g# minor (5),646,73,1.436
8871,BWV887_Fugue,Bach,rh,,g# minor (5),1045,72,0.992
8871,BWV887_Fugue,Bach,lh,,g# minor (5),647,61,0.323
8880,BWV888_Prelude,Bach,rh,,f# minor (3),502,1,1.347
8880,BWV888_Prelude,Bach,lh,,f# minor (3),276,0,0.216
8881,BWV888_Fugue,Bach,rh,,f# minor (3),467,0,2.249
8881,BWV888_Fugue,Bach,lh,,f# minor (3),337,2,0.487
8890,BWV889_Prelude,Bach,rh,,a minor (0),441,8,5.707
8890,BWV889_Prelude,Bach,lh,,a minor (0),407,17,4.337
8891,BWV889_Fugue,Bach,rh,,a minor (0),396,1,2.487
8891,BWV889_Fugue,Bach,lh,,a minor (0),366,0,0.904
8910,BWV891_Prelude,Bach,rh,,b- minor (-5),730,1,0.761
8910,BWV891_Prelude,Bach,lh,,b- minor (-5),498,3,0.260
8911,BWV891_Fugue,Bach,rh,,b- minor (-5),950,9,1.536
8911,BWV891_Fugue,Bach,lh,,b- minor (-5),879,13,1.361
8920,BWV892_Prelude,Bach,rh,,g# minor (5),589,15,0.683
8920,BWV892_Prelude,Bach,lh,,g# minor (5),476,12,0.464
8921,BWV892_Fugue,Bach,rh,,g# minor (5),764,19,0.639
8921,BWV892_Fugue,Bach,lh,,g# minor (5),702,11,0.478
8930,BWV893_Prelude,Bach,rh,,b minor (2),553,10,0.364
8930,BWV893_Prelude,Bach,lh,,b minor (2),364,12,0.149
8931,BWV893_Fugue,Bach,rh,,b minor (2),575,3,0.345
8931,BWV893_Fugue,Bach,lh,,b minor (2),466,0,0.209
