 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
A minor (0), 2, 3, 2, 3, 2, 3, 0, 1, 2, 2, 1, 1, 2, 3, 2, 3, 2, 3, 0, 1, 2, 2, 1, 1, 1, 1, 0, 7, 3,  , 1, 5, 8, 5, 4, 1, 0, 1, 1, 3, 0, 2, 0, 4, 4, 1, 2, 0, 0, 98
A minor mel (0), 2, 3, 3, 4, 3, 4, 0, 1, 3, 2, 2, 2, 2, 3, 3, 4, 3, 4, 0, 1, 3, 2, 2, 2, 2, 2, 1, 7, 4,  , 2, 4, 7, 6, 5, 1, 1, 2, 2, 3, 1, 3, 1, 3, 3, 1, 2, 0, 0, 121
C major blues (0), 1, 2, 3, 3, 2, 3, 0, 1, 2, 1, 2, 2, 1, 2, 3, 3, 2, 3, 0, 1, 2, 1, 2, 2, 2, 4, 1, 4, 3,  , 3, 3, 7, 6, 5, 1, 1, 2, 3, 1, 1, 5, 5, 5, 4, 3, 1, 2, 0, 116
A minor blues (0), 1, 2, 3, 4, 2, 3, 0, 1, 2, 1, 2, 2, 1, 2, 3, 4, 2, 3, 0, 1, 2, 1, 2, 2, 2, 4, 1, 6, 3,  , 3, 4, 8, 6, 5, 1, 1, 2, 3, 2, 1, 5, 2, 5, 4, 3, 1, 1, 0, 119
C dorian (0), 1, 2, 2, 3, 2, 3, 0, 1, 2, 1, 1, 1, 1, 2, 2, 3, 2, 3, 0, 1, 2, 1, 1, 1, 2, 3, 1, 4, 3,  , 2, 2, 6, 5, 4, 1, 1, 1, 2, 1, 1, 4, 5, 2, 2, 2, 1, 2, 0, 95
C phrygian (0), 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1,  , 0, 2, 6, 3, 2, 0, 0, 0, 2, 1, 0, 4, 4, 4, 2, 1, 1, 2, 0, 49
C lydian (0), 1, 2, 2, 3, 2, 3, 0, 1, 2, 1, 1, 1, 1, 2, 2, 3, 2, 3, 0, 1, 2, 1, 1, 1, 2, 3, 1, 4, 3,  , 2, 2, 6, 5, 4, 1, 1, 1, 2, 1, 1, 4, 5, 2, 2, 2, 1, 2, 0, 95
C mixolydian (0), 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1,  , 0, 2, 6, 3, 2, 0, 0, 0, 2, 1, 0, 4, 4, 4, 2, 1, 1, 2, 0, 49
C aeolian (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
