 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, rowcost
C locrian (0), 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 1, 0, 0, 2, 2, 1, 3, 4, 2, 3, 4, 2, 1, 0, 2, 0, 1, 0, 0, 2, 2, 1, 3, 0, 1, 3, 2, 1, 1, 1, 1, 1, 2, 2, 0, 2, 0,  , 3, 6, 4, 0, 1, 4, 1, 1, 0, 0, 4, 4, 2, 2, 3, 1, 98
F major (1b), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 4, 3, 1, 3, 3, 2, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0,  , 2, 4, 3, 0, 0, 3, 0, 0, 0, 0, 5, 5, 1, 2, 3, 2, 79
G major (1#), 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 2, 1, 4, 5, 3, 2, 3, 1, 2, 4, 2, 0, 3, 2,  , 1, 3, 2, 0, 1, 2, 2, 2, 2, 1, 4, 5, 3, 4, 5, 2, 127
D minor (1b), 2, 1, 0, 0, 1, 1, 2, 1, 2, 1, 0, 0, 1, 1, 2, 1, 1, 2, 1, 3, 3, 1, 1, 1, 2, 1, 0, 0, 1, 1, 2, 1, 3, 1, 0, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1,  , 1, 4, 2, 0, 1, 0, 0, 1, 1, 0, 5, 6, 2, 3, 3, 3, 91
E minor (1#), 4, 2, 5, 2, 1, 2, 3, 1, 4, 2, 5, 2, 1, 2, 3, 1, 2, 2, 0, 3, 3, 2, 5, 2, 4, 2, 5, 2, 1, 2, 3, 1, 3, 4, 2, 5, 6, 3, 4, 3, 2, 5, 5, 2, 0, 3, 4,  , 2, 2, 3, 1, 2, 3, 5, 4, 2, 1, 3, 5, 4, 4, 6, 5, 182
D minor mel (1b), 3, 2, 1, 1, 1, 2, 3, 2, 3, 2, 1, 1, 1, 2, 3, 1, 1, 1, 0, 2, 2, 2, 2, 2, 3, 2, 1, 1, 1, 2, 3, 1, 4, 2, 0, 2, 5, 2, 3, 2, 2, 2, 2, 1, 1, 3, 2,  , 0, 3, 1, 0, 1, 0, 1, 2, 2, 1, 4, 7, 3, 4, 4, 4, 125
E minor mel (1#), 4, 3, 4, 2, 2, 2, 4, 2, 4, 3, 4, 2, 2, 2, 4, 2, 1, 1, 0, 2, 4, 2, 6, 3, 4, 3, 4, 2, 2, 2, 4, 2, 4, 5, 2, 4, 7, 3, 4, 3, 2, 6, 4, 2, 1, 3, 5,  , 1, 1, 2, 1, 3, 2, 5, 5, 3, 1, 2, 5, 5, 5, 7, 6, 197
F major blues (1b), 4, 2, 3, 2, 1, 4, 4, 2, 4, 2, 3, 2, 1, 4, 4, 1, 5, 5, 3, 4, 5, 5, 3, 2, 4, 2, 3, 2, 1, 4, 4, 1, 4, 2, 2, 4, 4, 2, 1, 2, 3, 3, 4, 2, 1, 4, 2,  , 4, 5, 5, 0, 2, 4, 3, 3, 2, 1, 5, 6, 4, 4, 4, 4, 192
G major blues (1#), 3, 2, 3, 1, 2, 2, 4, 2, 3, 2, 3, 1, 2, 2, 4, 2, 2, 3, 1, 4, 4, 2, 3, 2, 3, 2, 3, 1, 2, 2, 4, 2, 4, 3, 1, 4, 6, 3, 2, 3, 2, 3, 4, 2, 1, 3, 3,  , 2, 5, 3, 0, 2, 2, 2, 3, 3, 1, 6, 6, 4, 5, 6, 4, 176
D minor blues (1b), 4, 2, 3, 2, 1, 4, 3, 2, 4, 2, 3, 2, 1, 4, 3, 1, 3, 5, 3, 5, 4, 4, 3, 2, 4, 2, 3, 2, 1, 4, 3, 1, 4, 2, 2, 4, 5, 2, 3, 2, 2, 3, 5, 2, 1, 4, 2,  , 4, 6, 5, 0, 2, 2, 3, 3, 2, 1, 6, 7, 4, 4, 4, 4, 190
E minor blues (1#), 4, 3, 4, 2, 2, 2, 4, 2, 4, 3, 4, 2, 2, 2, 4, 2, 2, 3, 1, 4, 4, 2, 5, 2, 4, 3, 4, 2, 2, 2, 4, 2, 4, 4, 1, 4, 7, 3, 4, 3, 2, 5, 5, 3, 1, 3, 4,  , 2, 5, 3, 0, 2, 2, 4, 4, 3, 1, 6, 7, 5, 5, 6, 6, 206
F dorian (1b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 4, 2, 0, 2, 2, 3, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 3, 1, 2, 1, 0, 3, 1,  , 1, 3, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 113
G dorian (1#), 2, 2, 2, 1, 2, 2, 4, 2, 2, 2, 2, 1, 2, 2, 4, 2, 0, 0, 0, 1, 3, 1, 3, 2, 2, 2, 2, 1, 2, 2, 4, 2, 3, 3, 1, 3, 6, 3, 2, 3, 1, 3, 3, 2, 1, 3, 3,  , 0, 2, 1, 0, 2, 1, 2, 3, 3, 1, 3, 5, 4, 5, 6, 3, 142
F phrygian (1b), 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 1, 0, 0, 2, 2, 1, 5, 4, 2, 3, 4, 3, 1, 0, 2, 0, 1, 0, 0, 2, 2, 1, 3, 0, 1, 3, 2, 1, 1, 1, 2, 1, 2, 2, 0, 2, 0,  , 3, 5, 4, 0, 1, 4, 1, 1, 0, 0, 4, 4, 2, 2, 3, 1, 101
G phrygian (1#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 3, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 4, 2, 1, 2, 2, 1, 3, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 1, 1, 1, 1, 1, 5, 6, 2, 3, 4, 3, 111
F lydian (1b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 4, 2, 0, 2, 2, 3, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 3, 1, 2, 1, 0, 3, 1,  , 1, 3, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 113
G lydian (1#), 2, 2, 2, 1, 2, 2, 4, 2, 2, 2, 2, 1, 2, 2, 4, 2, 0, 0, 0, 1, 3, 1, 3, 2, 2, 2, 2, 1, 2, 2, 4, 2, 3, 3, 1, 3, 6, 3, 2, 3, 1, 3, 3, 2, 1, 3, 3,  , 0, 2, 1, 0, 2, 1, 2, 3, 3, 1, 3, 5, 4, 5, 6, 3, 142
F mixolydian (1b), 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 1, 0, 0, 2, 2, 1, 5, 4, 2, 3, 4, 3, 1, 0, 2, 0, 1, 0, 0, 2, 2, 1, 3, 0, 1, 3, 2, 1, 1, 1, 2, 1, 2, 2, 0, 2, 0,  , 3, 5, 4, 0, 1, 4, 1, 1, 0, 0, 4, 4, 2, 2, 3, 1, 101
G mixolydian (1#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 3, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 4, 2, 1, 2, 2, 1, 3, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 1, 1, 1, 1, 1, 5, 6, 2, 3, 4, 3, 111
F aeolian (1b), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 4, 3, 1, 3, 3, 2, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0,  , 2, 4, 3, 0, 0, 3, 0, 0, 0, 0, 5, 5, 1, 2, 3, 2, 79
G aeolian (1#), 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 2, 1, 4, 5, 3, 2, 3, 1, 2, 4, 2, 0, 3, 2,  , 1, 3, 2, 0, 1, 2, 2, 2, 2, 1, 4, 5, 3, 4, 5, 2, 127
F locrian (1b), 3, 1, 2, 1, 1, 3, 3, 1, 3, 1, 2, 1, 1, 3, 3, 1, 5, 5, 3, 4, 5, 4, 2, 1, 3, 1, 2, 1, 1, 3, 3, 1, 3, 1, 2, 2, 3, 0, 0, 0, 2, 2, 3, 2, 1, 3, 1,  , 4, 5, 5, 0, 2, 4, 2, 2, 1, 0, 4, 3, 3, 3, 2, 2, 141
G locrian (1#), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 3, 1, 4, 2, 1, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 3, 1, 1, 1, 1, 0, 2, 1, 0, 2, 0,  , 2, 5, 3, 0, 0, 1, 0, 0, 0, 0, 6, 5, 1, 2, 3, 2, 77
Bb major (2b), 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 1, 0, 0, 2, 2, 1, 5, 4, 2, 3, 5, 3, 1, 0, 2, 0, 1, 0, 0, 2, 2, 1, 3, 0, 1, 3, 2, 1, 1, 1, 2, 1, 2, 2, 0, 2, 0,  , 3, 5, 4, 0, 1, 4, 1, 1, 0, 0, 3, 4, 2, 2, 3, 1, 101
D major (2#), 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 0, 0, 0, 1, 3, 1, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 3, 3, 1, 3, 6, 3, 4, 3, 1, 3, 3, 2, 1, 3, 3,  , 0, 2, 1, 0, 2, 1, 2, 3, 3, 1, 3, 6, 4, 5, 5, 3, 141
G minor (2b), 1, 0, 2, 0, 1, 2, 2, 0, 1, 0, 2, 0, 1, 2, 2, 2, 2, 3, 2, 3, 4, 1, 2, 0, 1, 0, 2, 0, 1, 2, 2, 2, 2, 1, 2, 4, 4, 2, 2, 2, 0, 2, 4, 3, 0, 2, 1,  , 3, 5, 4, 0, 2, 3, 2, 2, 1, 0, 4, 3, 3, 3, 4, 0, 115
B minor (2#), 2, 2, 2, 3, 3, 2, 5, 3, 2, 2, 2, 3, 3, 2, 5, 4, 0, 1, 1, 2, 5, 2, 7, 3, 2, 2, 2, 3, 3, 2, 5, 4, 3, 3, 3, 3, 5, 2, 4, 2, 0, 7, 3, 6, 2, 3, 3,  , 1, 3, 2, 0, 3, 2, 4, 6, 4, 0, 2, 6, 4, 5, 5, 4, 189
G minor mel (2b), 1, 0, 2, 0, 1, 1, 2, 0, 1, 0, 2, 0, 1, 1, 2, 1, 1, 2, 1, 3, 3, 0, 1, 0, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 1, 3, 4, 2, 2, 2, 0, 1, 3, 2, 0, 2, 1,  , 2, 4, 3, 0, 1, 2, 1, 1, 1, 0, 5, 4, 2, 3, 4, 1, 93
B minor mel (2#), 3, 3, 3, 3, 4, 2, 4, 3, 3, 3, 3, 3, 4, 2, 4, 4, 1, 2, 2, 3, 6, 3, 8, 4, 3, 3, 3, 3, 4, 2, 4, 4, 4, 3, 4, 4, 5, 3, 3, 1, 1, 8, 4, 7, 2, 4, 4,  , 2, 4, 3, 0, 4, 3, 5, 7, 5, 0, 2, 5, 5, 5, 6, 5, 224
Bb major blues (2b), 4, 1, 3, 1, 1, 4, 3, 1, 4, 1, 3, 1, 1, 4, 3, 1, 6, 6, 3, 5, 7, 5, 3, 2, 4, 1, 3, 1, 1, 4, 3, 1, 4, 2, 3, 4, 4, 1, 1, 1, 3, 3, 3, 3, 1, 4, 2,  , 5, 5, 6, 1, 3, 4, 3, 3, 1, 0, 4, 6, 3, 4, 4, 4, 186
D major blues (2#), 4, 3, 4, 1, 3, 2, 3, 2, 4, 3, 4, 1, 3, 2, 3, 2, 3, 3, 1, 4, 4, 3, 4, 3, 4, 3, 4, 1, 3, 2, 3, 2, 5, 3, 2, 5, 6, 4, 4, 3, 3, 4, 5, 3, 1, 4, 4,  , 2, 5, 3, 0, 3, 3, 3, 4, 4, 1, 5, 7, 5, 5, 6, 5, 208
G minor blues (2b), 4, 1, 3, 1, 1, 4, 3, 1, 4, 1, 3, 1, 1, 4, 3, 1, 4, 6, 3, 6, 5, 4, 3, 2, 4, 1, 3, 1, 1, 4, 3, 1, 4, 2, 3, 4, 5, 1, 1, 1, 2, 3, 4, 3, 1, 4, 2,  , 5, 6, 6, 1, 3, 3, 3, 3, 1, 0, 6, 6, 3, 4, 4, 4, 185
B minor blues (2#), 5, 4, 5, 2, 3, 1, 4, 2, 5, 4, 5, 2, 3, 1, 4, 4, 3, 3, 1, 4, 5, 3, 9, 3, 5, 4, 5, 2, 3, 1, 4, 4, 6, 4, 3, 6, 6, 4, 4, 3, 3, 9, 6, 7, 1, 3, 5,  , 2, 6, 3, 0, 3, 4, 6, 6, 4, 1, 5, 8, 6, 4, 7, 7, 255
Bb dorian (2b), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 4, 3, 1, 3, 4, 2, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0,  , 2, 4, 3, 0, 0, 3, 0, 0, 0, 0, 4, 5, 1, 2, 3, 2, 79
D dorian (2#), 3, 3, 3, 1, 3, 2, 2, 2, 3, 3, 3, 1, 3, 2, 2, 2, 1, 1, 1, 2, 4, 2, 4, 3, 3, 3, 3, 1, 3, 2, 2, 2, 4, 3, 2, 4, 6, 4, 3, 2, 2, 4, 4, 3, 1, 4, 4,  , 1, 3, 2, 0, 3, 2, 3, 4, 4, 1, 3, 5, 5, 5, 6, 4, 176
Bb phrygian (2b), 4, 2, 3, 1, 1, 2, 1, 1, 4, 2, 3, 1, 1, 2, 1, 0, 3, 3, 1, 4, 2, 3, 2, 2, 4, 2, 3, 1, 1, 2, 1, 0, 4, 1, 1, 4, 4, 3, 2, 1, 3, 2, 4, 3, 0, 4, 2,  , 2, 5, 3, 0, 1, 2, 2, 2, 2, 1, 5, 6, 3, 3, 4, 5, 147
D phrygian (2#), 3, 2, 4, 1, 2, 2, 1, 1, 3, 2, 4, 1, 2, 2, 1, 1, 2, 2, 1, 3, 3, 2, 3, 2, 3, 2, 4, 1, 2, 2, 1, 1, 3, 2, 2, 5, 5, 4, 3, 2, 2, 3, 5, 4, 0, 4, 3,  , 2, 4, 3, 0, 2, 3, 3, 3, 3, 1, 4, 5, 4, 4, 5, 4, 163
Bb lydian (2b), 3, 1, 3, 1, 1, 3, 3, 1, 3, 1, 3, 1, 1, 3, 3, 2, 3, 4, 2, 3, 5, 3, 3, 1, 3, 1, 3, 1, 1, 3, 3, 2, 4, 2, 2, 5, 4, 3, 2, 3, 2, 3, 4, 3, 0, 3, 2,  , 3, 6, 4, 0, 2, 5, 3, 3, 2, 1, 5, 6, 4, 4, 5, 3, 172
D lydian (2#), 3, 1, 3, 1, 1, 3, 2, 1, 3, 1, 3, 1, 1, 3, 2, 2, 3, 4, 2, 4, 4, 3, 3, 1, 3, 1, 3, 1, 1, 3, 2, 2, 4, 2, 2, 5, 5, 3, 4, 3, 2, 3, 5, 4, 0, 3, 2,  , 3, 6, 4, 0, 2, 3, 3, 3, 2, 1, 6, 8, 4, 4, 4, 4, 175
Bb mixolydian (2b), 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 0, 1, 3, 1, 2, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 2, 1, 4, 4, 3, 2, 3, 1, 2, 3, 2, 0, 3, 2,  , 1, 3, 2, 0, 1, 4, 2, 2, 2, 1, 3, 5, 3, 4, 5, 2, 126
D mixolydian (2#), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 3, 1, 3, 3, 1, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0,  , 2, 5, 3, 0, 0, 3, 0, 0, 0, 0, 5, 5, 1, 2, 3, 2, 76
Bb aeolian (2b), 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 0, 1, 3, 1, 2, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 2, 1, 4, 4, 3, 2, 3, 1, 2, 3, 2, 0, 3, 2,  , 1, 3, 2, 0, 1, 4, 2, 2, 2, 1, 3, 5, 3, 4, 5, 2, 126
D aeolian (2#), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 3, 1, 3, 3, 1, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0,  , 2, 5, 3, 0, 0, 3, 0, 0, 0, 0, 5, 5, 1, 2, 3, 2, 76
Bb locrian (2b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
D locrian (2#), 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 1, 0, 0, 2, 2, 1, 3, 4, 2, 3, 4, 2, 1, 0, 2, 0, 1, 0, 0, 2, 2, 1, 3, 0, 1, 3, 2, 1, 1, 1, 1, 1, 2, 2, 0, 2, 0,  , 3, 6, 4, 0, 1, 4, 1, 1, 0, 0, 4, 4, 2, 2, 3, 1, 98
Eb major (3b), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 4, 3, 1, 3, 3, 2, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0,  , 2, 4, 3, 0, 0, 3, 0, 0, 0, 0, 5, 5, 1, 2, 3, 2, 79
A major (3#), 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 2, 1, 4, 5, 3, 2, 3, 1, 2, 4, 2, 0, 3, 2,  , 1, 3, 2, 0, 1, 2, 2, 2, 2, 1, 4, 5, 3, 4, 5, 2, 127
C minor (3b), 2, 1, 0, 0, 1, 1, 2, 1, 2, 1, 0, 0, 1, 1, 2, 1, 1, 2, 1, 3, 3, 1, 1, 1, 2, 1, 0, 0, 1, 1, 2, 1, 3, 1, 0, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1,  , 1, 4, 2, 0, 1, 0, 0, 1, 1, 0, 5, 6, 2, 3, 3, 3, 91
F# minor (3#), 4, 2, 5, 2, 1, 2, 3, 1, 4, 2, 5, 2, 1, 2, 3, 1, 2, 2, 0, 3, 3, 2, 5, 2, 4, 2, 5, 2, 1, 2, 3, 1, 3, 4, 2, 5, 6, 3, 4, 3, 2, 5, 5, 2, 0, 3, 4,  , 2, 2, 3, 1, 2, 3, 5, 4, 2, 1, 3, 5, 4, 4, 6, 5, 182
C minor mel (3b), 3, 1, 2, 1, 0, 3, 3, 1, 3, 1, 2, 1, 0, 3, 3, 1, 3, 3, 1, 2, 3, 3, 2, 1, 3, 1, 2, 1, 0, 3, 3, 1, 4, 1, 1, 4, 3, 2, 1, 2, 2, 2, 3, 2, 0, 3, 1,  , 2, 5, 3, 0, 1, 4, 2, 2, 1, 1, 3, 5, 3, 3, 4, 2, 132
F# minor mel (3#), 4, 4, 4, 2, 2, 3, 3, 2, 4, 4, 4, 2, 2, 3, 3, 3, 3, 3, 2, 4, 6, 4, 9, 4, 4, 4, 4, 2, 2, 3, 3, 3, 5, 4, 5, 5, 5, 3, 2, 1, 3, 9, 6, 5, 1, 4, 5,  , 3, 4, 5, 1, 5, 5, 6, 6, 3, 1, 3, 6, 6, 4, 6, 7, 243
Eb major blues (3b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
A major blues (3#), 4, 2, 3, 1, 1, 2, 1, 1, 4, 2, 3, 1, 1, 2, 1, 0, 3, 3, 1, 4, 2, 3, 2, 2, 4, 2, 3, 1, 1, 2, 1, 0, 4, 1, 1, 4, 4, 3, 2, 1, 3, 2, 4, 3, 0, 4, 2,  , 2, 5, 3, 0, 1, 2, 2, 2, 2, 1, 5, 6, 3, 3, 4, 5, 147
C minor blues (3b), 3, 2, 4, 1, 2, 2, 1, 1, 3, 2, 4, 1, 2, 2, 1, 1, 2, 2, 1, 3, 3, 2, 3, 2, 3, 2, 4, 1, 2, 2, 1, 1, 3, 2, 2, 5, 5, 4, 3, 2, 2, 3, 5, 4, 0, 4, 3,  , 2, 4, 3, 0, 2, 3, 3, 3, 3, 1, 4, 5, 4, 4, 5, 4, 163
F# minor blues (3#), 3, 1, 3, 1, 1, 3, 3, 1, 3, 1, 3, 1, 1, 3, 3, 2, 3, 4, 2, 3, 5, 3, 3, 1, 3, 1, 3, 1, 1, 3, 3, 2, 4, 2, 2, 5, 4, 3, 2, 3, 2, 3, 4, 3, 0, 3, 2,  , 3, 6, 4, 0, 2, 5, 3, 3, 2, 1, 5, 6, 4, 4, 5, 3, 172
Eb dorian (3b), 3, 1, 3, 1, 1, 3, 2, 1, 3, 1, 3, 1, 1, 3, 2, 2, 3, 4, 2, 4, 4, 3, 3, 1, 3, 1, 3, 1, 1, 3, 2, 2, 4, 2, 2, 5, 5, 3, 4, 3, 2, 3, 5, 4, 0, 3, 2,  , 3, 6, 4, 0, 2, 3, 3, 3, 2, 1, 6, 8, 4, 4, 4, 4, 175
A dorian (3#), 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 0, 1, 3, 1, 2, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 2, 1, 4, 4, 3, 2, 3, 1, 2, 3, 2, 0, 3, 2,  , 1, 3, 2, 0, 1, 4, 2, 2, 2, 1, 3, 5, 3, 4, 5, 2, 126
