 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
A minor (0), 0, 2, 0, 4, 3, 5, 0, 4, 1, 2, 0, 1, 2, 3, 1, 0, 3, 4, 1, 3, 1, 9, 3, 0, 2, 3, 2, 1, 2, 2, 1, 5, 5, 7, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 4, 4, 1, 3, 0, 105
A minor mel (0), 0, 2, 0, 4, 3, 5, 0, 4, 1, 2, 0, 1, 2, 3, 1, 0, 3, 4, 1, 3, 1, 9, 3, 0, 2, 3, 2, 1, 2, 2, 1, 5, 5, 7, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 4, 4, 1, 3, 0, 105
C major blues (0), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
A minor blues (0), 0, 2, 0, 4, 3, 5, 0, 4, 1, 2, 0, 1, 2, 3, 1, 0, 3, 4, 1, 3, 1, 9, 3, 0, 2, 3, 2, 1, 2, 2, 1, 5, 5, 7, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 4, 4, 1, 3, 0, 105
C dorian (0), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
C phrygian (0), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
C lydian (0), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
C mixolydian (0), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
C aeolian (0), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
C locrian (0), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
F major (1b), 0, 3, 0, 2, 1, 3, 0, 5, 0, 1, 0, 0, 1, 3, 1, 0, 4, 2, 1, 3, 0, 8, 1, 0, 3, 1, 2, 1, 1, 1, 0, 6, 4, 3, 0, 0, 0, 1, 2, 1, 2, 3, 0,  , 5, 3, 0, 1, 0, 79
G major (1#), 1, 2, 1, 4, 3, 6, 0, 3, 2, 2, 1, 1, 3, 4, 1, 1, 4, 4, 2, 2, 1, 8, 4, 0, 3, 4, 3, 2, 3, 3, 1, 4, 4, 8, 2, 0, 1, 3, 3, 1, 4, 3, 0,  , 6, 5, 2, 4, 1, 130
D minor (1b), 0, 3, 0, 2, 2, 4, 0, 5, 0, 1, 0, 0, 1, 4, 1, 0, 4, 3, 1, 2, 0, 8, 2, 0, 2, 2, 2, 1, 1, 1, 0, 6, 4, 6, 0, 0, 0, 1, 2, 1, 2, 3, 0,  , 5, 3, 0, 2, 0, 87
E minor (1#), 1, 3, 1, 5, 4, 6, 0, 3, 2, 2, 1, 2, 2, 5, 1, 1, 2, 5, 2, 3, 2, 8, 6, 0, 3, 5, 3, 2, 3, 3, 1, 4, 4, 7, 3, 0, 1, 4, 3, 1, 4, 3, 0,  , 2, 6, 3, 5, 1, 138
D minor mel (1b), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
E minor mel (1#), 0, 2, 0, 4, 3, 5, 0, 4, 1, 2, 0, 1, 2, 3, 1, 0, 3, 4, 1, 3, 1, 9, 3, 0, 2, 3, 2, 1, 2, 2, 1, 5, 5, 7, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 4, 4, 1, 3, 0, 105
F major blues (1b), 0, 2, 0, 4, 3, 5, 0, 4, 1, 2, 0, 1, 2, 3, 1, 0, 3, 4, 1, 3, 1, 9, 3, 0, 2, 3, 2, 1, 2, 2, 1, 5, 5, 7, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 4, 4, 1, 3, 0, 105
G major blues (1#), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
D minor blues (1b), 0, 2, 0, 4, 3, 5, 0, 4, 1, 2, 0, 1, 2, 3, 1, 0, 3, 4, 1, 3, 1, 9, 3, 0, 2, 3, 2, 1, 2, 2, 1, 5, 5, 7, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 4, 4, 1, 3, 0, 105
E minor blues (1#), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
F dorian (1b), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
G dorian (1#), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
F phrygian (1b), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
G phrygian (1#), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
F lydian (1b), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
G lydian (1#), 0, 3, 0, 2, 1, 3, 0, 5, 0, 1, 0, 0, 1, 3, 1, 0, 4, 2, 1, 3, 0, 8, 1, 0, 3, 1, 2, 1, 1, 1, 0, 6, 4, 3, 0, 0, 0, 1, 2, 1, 2, 3, 0,  , 5, 3, 0, 1, 0, 79
F mixolydian (1b), 1, 2, 1, 4, 3, 6, 0, 3, 2, 2, 1, 1, 3, 4, 1, 1, 4, 4, 2, 2, 1, 8, 4, 0, 3, 4, 3, 2, 3, 3, 1, 4, 4, 8, 2, 0, 1, 3, 3, 1, 4, 3, 0,  , 6, 5, 2, 4, 1, 130
G mixolydian (1#), 0, 3, 0, 2, 2, 4, 0, 5, 0, 1, 0, 0, 1, 4, 1, 0, 4, 3, 1, 2, 0, 8, 2, 0, 2, 2, 2, 1, 1, 1, 0, 6, 4, 6, 0, 0, 0, 1, 2, 1, 2, 3, 0,  , 5, 3, 0, 2, 0, 87
F aeolian (1b), 1, 3, 1, 5, 4, 6, 0, 3, 2, 2, 1, 2, 2, 5, 1, 1, 2, 5, 2, 3, 2, 8, 6, 0, 3, 5, 3, 2, 3, 3, 1, 4, 4, 7, 3, 0, 1, 4, 3, 1, 4, 3, 0,  , 2, 6, 3, 5, 1, 138
G aeolian (1#), 0, 2, 0, 3, 2, 4, 0, 4, 1, 2, 0, 1, 2, 2, 1, 0, 3, 3, 1, 3, 1, 9, 2, 0, 2, 2, 2, 1, 2, 2, 1, 5, 5, 4, 1, 0, 0, 2, 2, 1, 3, 2, 0,  , 6, 4, 1, 2, 0, 96
