 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
C locrian (0), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 6, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 2, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
F major (1b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
G major (1#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
D minor (1b), 1, 0, 2, 1, 2, 1, 2, 2, 3, 0, 2, 3, 2, 1, 3, 0, 2, 2, 4, 0, 5, 2, 5, 2,  , 1, 5, 3, 1, 1, 1, 1, 2, 1, 4, 0, 0, 1, 2, 4, 2, 4, 2, 1, 5, 1, 1, 1, 2, 1, 4, 4, 1, 2, 1, 2, 1, 1, 1, 2, 4, 1, 118
E minor (1#), 0, 1, 2, 2, 2, 2, 0, 2, 3, 2, 2, 2, 0, 1, 1, 2, 2, 3, 1, 1, 4, 5, 11, 2,  , 0, 2, 2, 3, 1, 0, 0, 1, 0, 7, 1, 0, 1, 5, 5, 4, 5, 1, 0, 1, 2, 2, 0, 0, 2, 2, 1, 3, 2, 0, 1, 5, 2, 1, 1, 5, 1, 122
D minor mel (1b), 0, 0, 2, 2, 3, 1, 2, 2, 2, 0, 2, 2, 1, 1, 3, 1, 2, 2, 4, 0, 4, 2, 6, 1,  , 1, 4, 2, 2, 1, 0, 0, 1, 0, 4, 0, 0, 1, 3, 3, 3, 4, 2, 0, 4, 1, 1, 1, 2, 1, 3, 3, 2, 2, 0, 1, 2, 1, 1, 1, 3, 1, 106
E minor mel (1#), 0, 1, 3, 3, 3, 3, 1, 3, 3, 2, 3, 3, 1, 2, 2, 2, 3, 4, 2, 1, 5, 4, 10, 3,  , 1, 3, 3, 4, 2, 0, 0, 2, 0, 6, 1, 0, 2, 6, 5, 5, 6, 2, 0, 1, 3, 3, 1, 1, 3, 2, 2, 4, 3, 0, 2, 4, 3, 2, 2, 5, 1, 157
F major blues (1b), 1, 1, 2, 3, 3, 2, 2, 2, 5, 1, 3, 4, 2, 1, 3, 2, 2, 2, 3, 0, 4, 5, 7, 3,  , 1, 7, 3, 2, 2, 1, 2, 3, 2, 4, 1, 0, 2, 4, 4, 4, 4, 1, 2, 6, 2, 2, 2, 3, 1, 6, 5, 3, 1, 1, 2, 4, 1, 2, 3, 4, 2, 162
G major blues (1#), 1, 0, 2, 2, 3, 2, 2, 2, 4, 1, 2, 3, 2, 1, 4, 1, 3, 3, 4, 0, 6, 4, 8, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 3, 0, 0, 2, 4, 4, 4, 5, 2, 1, 5, 2, 2, 1, 2, 2, 4, 5, 3, 2, 1, 3, 3, 2, 2, 2, 4, 2, 155
D minor blues (1b), 1, 1, 2, 3, 3, 2, 2, 2, 4, 1, 3, 3, 2, 1, 3, 2, 2, 2, 3, 0, 4, 5, 9, 3,  , 1, 6, 3, 2, 2, 1, 2, 3, 2, 6, 1, 0, 2, 4, 5, 3, 5, 1, 2, 6, 2, 2, 2, 2, 1, 6, 5, 3, 1, 1, 2, 5, 1, 2, 3, 5, 2, 165
E minor blues (1#), 1, 0, 2, 2, 3, 2, 2, 2, 4, 1, 2, 3, 2, 1, 3, 1, 4, 3, 4, 0, 5, 4, 10, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 6, 0, 0, 2, 5, 5, 4, 5, 3, 1, 4, 2, 2, 1, 2, 2, 5, 4, 4, 2, 1, 3, 4, 2, 2, 2, 5, 1, 163
F dorian (1b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 5, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 2, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
G dorian (1#), 0, 0, 2, 2, 3, 2, 2, 2, 3, 1, 2, 2, 1, 1, 4, 1, 3, 3, 3, 0, 5, 3, 7, 2,  , 1, 4, 2, 3, 2, 0, 0, 1, 0, 2, 0, 0, 2, 4, 3, 4, 5, 2, 0, 3, 2, 2, 1, 1, 2, 2, 4, 3, 2, 0, 2, 2, 2, 2, 1, 3, 2, 125
F phrygian (1b), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 5, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 3, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
G phrygian (1#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 1, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 7, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 2, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 3, 0, 0, 0, 2, 2, 70
F lydian (1b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 5, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 2, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
G lydian (1#), 0, 0, 2, 2, 3, 2, 2, 2, 3, 1, 2, 2, 1, 1, 4, 1, 3, 3, 3, 0, 5, 3, 7, 2,  , 1, 4, 2, 3, 2, 0, 0, 1, 0, 2, 0, 0, 2, 4, 3, 4, 5, 2, 0, 3, 2, 2, 1, 1, 2, 2, 4, 3, 2, 0, 2, 2, 2, 2, 1, 3, 2, 125
F mixolydian (1b), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 5, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 3, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
G mixolydian (1#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 1, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 7, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 2, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 3, 0, 0, 0, 2, 2, 70
F aeolian (1b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
G aeolian (1#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
F locrian (1b), 1, 1, 1, 2, 1, 2, 1, 1, 5, 1, 3, 4, 2, 1, 2, 1, 1, 2, 2, 0, 3, 5, 6, 3,  , 1, 7, 2, 1, 2, 1, 2, 3, 2, 3, 1, 0, 2, 3, 3, 3, 3, 0, 2, 6, 2, 2, 2, 3, 1, 6, 4, 2, 0, 1, 2, 3, 1, 2, 3, 3, 1, 136
G locrian (1#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 2, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 6, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 1, 3, 1, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 2, 0, 0, 1, 3, 2, 82
Bb major (2b), 1, 1, 2, 1, 2, 1, 0, 2, 3, 1, 2, 5, 1, 1, 1, 0, 0, 1, 2, 0, 6, 4, 5, 4,  , 1, 8, 4, 1, 1, 1, 1, 3, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 5, 1, 1, 1, 3, 1, 5, 6, 1, 0, 1, 5, 2, 0, 1, 3, 3, 2, 128
D major (2#), 0, 0, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 1, 1, 4, 1, 3, 3, 3, 0, 5, 3, 7, 2,  , 1, 3, 2, 3, 2, 0, 0, 1, 0, 5, 0, 0, 2, 4, 4, 4, 5, 2, 0, 3, 2, 2, 1, 1, 2, 2, 3, 3, 2, 0, 2, 2, 2, 2, 1, 4, 1, 126
G minor (2b), 1, 1, 2, 1, 2, 2, 0, 2, 4, 2, 2, 2, 1, 1, 2, 0, 1, 2, 1, 0, 4, 5, 8, 3,  , 1, 5, 3, 2, 2, 1, 1, 2, 1, 4, 1, 0, 2, 3, 5, 3, 5, 0, 1, 5, 2, 2, 1, 1, 2, 4, 5, 2, 0, 1, 2, 3, 1, 2, 2, 5, 2, 133
B minor (2#), 0, 0, 2, 3, 2, 3, 3, 2, 4, 4, 3, 3, 2, 1, 5, 2, 5, 3, 3, 0, 3, 5, 8, 5,  , 1, 5, 2, 3, 3, 0, 1, 2, 1, 5, 0, 0, 6, 4, 5, 4, 6, 3, 1, 1, 5, 5, 2, 1, 3, 4, 4, 5, 2, 0, 3, 2, 3, 5, 2, 4, 2, 176
G minor mel (2b), 1, 0, 1, 0, 1, 1, 1, 1, 4, 1, 1, 2, 1, 0, 3, 0, 2, 2, 2, 0, 5, 4, 7, 2,  , 0, 4, 2, 1, 1, 1, 1, 1, 1, 3, 0, 0, 1, 2, 4, 2, 4, 1, 1, 4, 1, 1, 0, 0, 1, 3, 4, 1, 1, 1, 2, 2, 1, 1, 1, 4, 2, 102
B minor mel (2#), 1, 1, 1, 4, 1, 3, 3, 3, 5, 5, 4, 3, 3, 2, 6, 3, 5, 4, 4, 1, 3, 6, 9, 6,  , 2, 4, 1, 4, 4, 0, 2, 2, 2, 4, 1, 1, 6, 3, 6, 5, 5, 3, 1, 2, 5, 6, 2, 2, 3, 3, 3, 6, 2, 0, 4, 3, 4, 6, 2, 3, 3, 201
Bb major blues (2b), 1, 2, 3, 3, 2, 3, 2, 3, 4, 2, 4, 6, 2, 2, 3, 2, 3, 3, 3, 1, 8, 5, 7, 6,  , 1, 10, 5, 2, 2, 1, 2, 5, 2, 4, 2, 0, 2, 4, 5, 3, 5, 2, 2, 5, 3, 3, 2, 3, 2, 7, 6, 2, 2, 1, 6, 4, 2, 2, 5, 4, 2, 200
D major blues (2#), 1, 1, 2, 3, 3, 2, 2, 3, 3, 2, 3, 2, 2, 2, 5, 2, 3, 4, 5, 1, 5, 5, 9, 3,  , 2, 4, 2, 4, 3, 0, 1, 1, 1, 6, 1, 1, 2, 4, 5, 5, 5, 2, 0, 5, 2, 3, 1, 3, 2, 3, 3, 4, 2, 0, 3, 4, 3, 3, 1, 4, 2, 170
G minor blues (2b), 1, 2, 3, 3, 2, 3, 2, 3, 5, 2, 4, 4, 2, 2, 3, 2, 3, 3, 3, 1, 5, 6, 9, 4,  , 1, 8, 4, 2, 2, 1, 2, 4, 2, 4, 2, 0, 2, 4, 5, 3, 5, 2, 2, 6, 3, 3, 2, 2, 2, 7, 5, 2, 2, 1, 2, 5, 2, 2, 4, 5, 2, 189
B minor blues (2#), 1, 1, 2, 3, 3, 2, 2, 3, 4, 5, 3, 2, 2, 2, 5, 2, 4, 4, 5, 1, 4, 6, 12, 5,  , 2, 5, 2, 5, 3, 0, 1, 1, 1, 6, 1, 1, 5, 5, 7, 6, 5, 3, 0, 4, 4, 5, 1, 3, 3, 4, 3, 5, 2, 0, 3, 5, 3, 5, 1, 5, 2, 200
Bb dorian (2b), 1, 0, 1, 0, 1, 0, 1, 1, 3, 0, 1, 5, 1, 0, 2, 0, 1, 1, 3, 0, 7, 3, 4, 3,  , 0, 7, 3, 0, 0, 1, 1, 2, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 4, 0, 0, 0, 2, 0, 4, 5, 0, 1, 1, 5, 1, 0, 0, 2, 2, 2, 97
D dorian (2#), 1, 1, 1, 3, 2, 2, 2, 3, 3, 2, 3, 2, 2, 2, 5, 2, 3, 4, 4, 1, 5, 4, 8, 3,  , 2, 2, 1, 4, 3, 0, 1, 1, 1, 4, 1, 1, 2, 3, 5, 5, 4, 2, 0, 4, 2, 3, 1, 2, 2, 1, 2, 4, 2, 0, 3, 3, 3, 3, 1, 3, 2, 151
Bb phrygian (2b), 1, 1, 0, 2, 1, 0, 1, 2, 3, 1, 2, 1, 1, 1, 2, 2, 2, 2, 4, 1, 2, 4, 9, 1,  , 1, 3, 0, 2, 1, 0, 1, 0, 1, 4, 1, 1, 0, 1, 4, 3, 2, 2, 0, 4, 0, 1, 0, 2, 0, 3, 1, 2, 1, 0, 1, 4, 1, 1, 0, 2, 2, 98
D phrygian (2#), 1, 1, 0, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3, 5, 10, 2,  , 1, 2, 0, 3, 2, 0, 1, 0, 1, 5, 1, 1, 1, 2, 5, 4, 3, 2, 0, 3, 1, 2, 0, 1, 1, 2, 1, 3, 1, 0, 2, 4, 2, 2, 0, 3, 2, 118
Bb lydian (2b), 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 2, 3, 1, 1, 3, 1, 2, 2, 3, 0, 5, 5, 8, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 5, 1, 0, 2, 4, 5, 5, 5, 1, 1, 6, 2, 2, 1, 2, 2, 5, 5, 3, 1, 1, 2, 3, 1, 2, 2, 5, 2, 155
D lydian (2#), 1, 1, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 1, 3, 1, 3, 2, 3, 0, 5, 5, 10, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 7, 1, 0, 2, 4, 6, 4, 5, 2, 1, 5, 2, 2, 1, 2, 2, 6, 4, 3, 1, 1, 2, 4, 1, 2, 2, 6, 1, 159
Bb mixolydian (2b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
D mixolydian (2#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
Bb aeolian (2b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
D aeolian (2#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
Bb locrian (2b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
D locrian (2#), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 6, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 2, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
Eb major (3b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
A major (3#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
C minor (3b), 1, 0, 2, 1, 2, 1, 2, 2, 3, 0, 2, 3, 2, 1, 3, 0, 2, 2, 4, 0, 5, 2, 5, 2,  , 1, 5, 3, 1, 1, 1, 1, 2, 1, 4, 0, 0, 1, 2, 4, 2, 4, 2, 1, 5, 1, 1, 1, 2, 1, 4, 4, 1, 2, 1, 2, 1, 1, 1, 2, 4, 1, 118
F# minor (3#), 0, 1, 2, 2, 2, 2, 0, 2, 3, 2, 2, 2, 0, 1, 1, 2, 2, 3, 1, 1, 4, 5, 11, 2,  , 0, 2, 2, 3, 1, 0, 0, 1, 0, 7, 1, 0, 1, 5, 5, 4, 5, 1, 0, 1, 2, 2, 0, 0, 2, 2, 1, 3, 2, 0, 1, 5, 2, 1, 1, 5, 1, 122
C minor mel (3b), 0, 1, 2, 2, 3, 1, 0, 2, 3, 1, 2, 2, 0, 1, 1, 1, 0, 1, 2, 0, 2, 4, 7, 1,  , 1, 5, 2, 2, 1, 0, 0, 1, 0, 4, 1, 0, 1, 3, 3, 4, 4, 0, 0, 5, 1, 1, 1, 2, 1, 4, 4, 2, 0, 0, 0, 3, 0, 1, 1, 3, 2, 102
F# minor mel (3#), 1, 3, 3, 5, 3, 4, 1, 5, 4, 5, 5, 3, 3, 4, 3, 3, 2, 3, 2, 2, 7, 6, 12, 8,  , 3, 4, 5, 7, 4, 0, 1, 3, 1, 6, 3, 1, 4, 6, 6, 5, 6, 2, 0, 3, 4, 7, 2, 3, 3, 2, 4, 6, 3, 0, 5, 6, 3, 4, 3, 4, 2, 228
Eb major blues (3b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
A major blues (3#), 1, 1, 0, 2, 1, 0, 1, 2, 3, 1, 2, 1, 1, 1, 2, 2, 2, 2, 4, 1, 2, 4, 9, 1,  , 1, 3, 0, 2, 1, 0, 1, 0, 1, 4, 1, 1, 0, 1, 4, 3, 2, 2, 0, 4, 0, 1, 0, 2, 0, 3, 1, 2, 1, 0, 1, 4, 1, 1, 0, 2, 2, 98
C minor blues (3b), 1, 1, 0, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3, 5, 10, 2,  , 1, 2, 0, 3, 2, 0, 1, 0, 1, 5, 1, 1, 1, 2, 5, 4, 3, 2, 0, 3, 1, 2, 0, 1, 1, 2, 1, 3, 1, 0, 2, 4, 2, 2, 0, 3, 2, 118
F# minor blues (3#), 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 2, 3, 1, 1, 3, 1, 2, 2, 3, 0, 5, 5, 8, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 5, 1, 0, 2, 4, 5, 5, 5, 1, 1, 6, 2, 2, 1, 2, 2, 5, 5, 3, 1, 1, 2, 3, 1, 2, 2, 5, 2, 155
Eb dorian (3b), 1, 1, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 1, 3, 1, 3, 2, 3, 0, 5, 5, 10, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 7, 1, 0, 2, 4, 6, 4, 5, 2, 1, 5, 2, 2, 1, 2, 2, 6, 4, 3, 1, 1, 2, 4, 1, 2, 2, 6, 1, 159
A dorian (3#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
Eb phrygian (3b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
A phrygian (3#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
