 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, rowcost
Eb major (3b), 2/0, 2/0, 2/0, 2/1, 2/1, 1/1, 0/0, 1/0, 2/3, 2/3, 2/3, 2/3, 2/1, 2/1, 1/0, 0/0, 2/0, 2/0, 2/0, 2/1, 2/1, 2/1, 1/1, 1/1, 2/2, 1/1, 2/2, 2/2, 1/1, 1/1, 2/1, 2/2, 2/2, 0/0, 2/0, 0/0, 2/0, 2/0, 0/0, 0/0, 60/36
A major (3#), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 16/2
C minor (3b), 2/1, 2/1, 2/1, 2/0, 2/0, 1/0, 0/0, 1/0, 2/0, 2/0, 2/0, 2/0, 2/0, 2/0, 1/0, 0/0, 2/1, 2/0, 2/0, 2/0, 2/0, 2/0, 1/0, 1/0, 2/0, 1/1, 2/1, 2/1, 1/0, 1/0, 1/0, 2/1, 2/1, 0/0, 2/0, 0/0, 2/0, 2/0, 0/0, 0/0, 59/9
F# minor (3#), 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 1/0, 1/1, 0/0, 1/1, 0/0, 0/0, 1/0, 1/0, 16/8
Ab major (4b), 3/0, 3/0, 3/0, 4/2, 3/3, 2/1, 0/0, 2/2, 2/3, 2/3, 2/3, 2/3, 3/3, 3/3, 2/2, 0/0, 3/0, 3/0, 3/0, 4/2, 3/3, 3/3, 1/1, 1/0, 2/2, 2/1, 3/2, 3/2, 2/1, 2/1, 3/1, 3/2, 2/2, 1/0, 3/2, 1/0, 3/0, 3/0, 0/0, 0/0, 90/53
E major (4#), 1/0, 1/0, 1/0, 1/0, 1/1, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 1/0, 1/1, 2/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 37/6
F minor (4b), 3/1, 3/1, 3/1, 3/0, 2/0, 2/0, 0/0, 1/0, 2/0, 2/0, 2/0, 2/1, 2/1, 2/0, 1/0, 0/0, 3/1, 3/1, 3/1, 3/0, 2/0, 2/0, 1/0, 1/0, 2/1, 2/1, 3/1, 3/1, 2/0, 2/0, 2/1, 3/1, 2/1, 1/0, 3/1, 1/0, 3/1, 3/1, 0/0, 0/0, 80/18
C# minor (4#), 1/0, 1/0, 1/0, 1/0, 2/2, 1/0, 2/2, 2/2, 0/0, 0/0, 0/0, 0/0, 2/2, 2/2, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/2, 2/2, 0/0, 0/0, 3/2, 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 1/1, 3/2, 2/1, 1/0, 2/1, 1/0, 1/0, 2/2, 2/2, 50/27
Db major (5b), 3/2, 3/2, 3/4, 5/4, 4/3, 3/3, 1/0, 3/2, 2/0, 2/0, 2/0, 1/0, 4/3, 4/3, 2/2, 0/0, 3/2, 3/2, 3/2, 5/4, 4/3, 4/3, 1/1, 0/0, 3/2, 2/3, 3/3, 3/3, 3/3, 3/3, 4/3, 3/3, 3/1, 2/2, 3/2, 2/4, 3/2, 3/2, 1/0, 1/0, 107/81
B major (5#), 1/0, 1/0, 1/0, 2/0, 2/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/0, 1/0, 0/0, 1/0, 1/0, 1/0, 2/0, 2/0, 2/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 1/0, 1/0, 2/1, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 45/5
Bb minor (5b), 2/0, 2/0, 2/0, 3/1, 3/1, 2/0, 1/0, 2/0, 2/1, 2/1, 2/1, 1/1, 3/1, 3/1, 1/0, 0/0, 2/0, 2/0, 2/0, 3/1, 3/1, 3/1, 1/0, 0/0, 3/1, 2/1, 2/1, 2/1, 2/0, 2/0, 3/1, 2/1, 3/1, 1/0, 2/0, 1/0, 2/0, 2/0, 1/0, 1/0, 78/18
G# minor (5#), 2/0, 2/0, 2/0, 3/2, 3/2, 2/2, 2/2, 3/2, 0/0, 0/0, 0/0, 0/0, 3/1, 3/1, 1/0, 0/0, 2/0, 2/0, 2/0, 3/2, 3/2, 3/2, 0/0, 0/0, 3/1, 3/2, 2/2, 2/2, 2/2, 3/3, 3/3, 2/2, 3/2, 3/3, 2/2, 3/5, 2/2, 2/2, 2/2, 2/2, 80/55
Gb major (6b), 2/2, 2/2, 2/4, 4/4, 4/4, 3/3, 2/2, 4/4, 1/3, 1/3, 1/3, 1/3, 4/5, 5/5, 2/2, 0/0, 2/2, 2/2, 2/2, 4/4, 4/4, 4/4, 1/0, 0/0, 3/3, 2/3, 3/3, 3/3, 3/3, 4/3, 3/3, 3/3, 3/3, 3/2, 2/2, 3/4, 2/2, 2/2, 2/2, 2/2, 100/110
F# major (6#), 1/0, 1/0, 1/0, 2/0, 2/1, 2/0, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 2/1, 3/1, 1/0, 0/0, 1/0, 1/0, 1/0, 2/0, 2/1, 2/1, 1/0, 0/0, 2/0, 1/0, 2/1, 2/1, 2/0, 3/1, 2/1, 2/1, 2/0, 2/1, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 59/13
Eb minor (6b), 1/0, 1/0, 1/0, 2/1, 2/1, 2/1, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 2/1, 3/2, 1/0, 0/0, 1/0, 1/0, 1/0, 2/1, 2/1, 2/1, 1/1, 0/0, 3/2, 2/1, 2/1, 2/1, 2/1, 3/1, 2/1, 2/1, 3/1, 2/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 62/20
D# minor (6#), 2/0, 2/0, 2/0, 4/4, 4/4, 3/2, 2/0, 4/2, 1/0, 1/0, 1/0, 1/0, 4/2, 5/2, 2/2, 0/0, 2/0, 2/0, 2/0, 4/4, 4/4, 4/4, 1/0, 0/0, 4/1, 3/1, 3/1, 3/1, 3/1, 4/2, 3/3, 3/3, 4/2, 3/3, 2/2, 3/5, 2/2, 2/2, 2/0, 2/0, 103/59
Cb major (7b), 2/2, 2/2, 2/4, 4/4, 4/4, 2/2, 2/2, 4/4, 0/3, 0/3, 0/3, 0/3, 4/5, 4/5, 2/2, 0/0, 2/2, 2/2, 2/2, 4/4, 4/4, 4/4, 0/0, 0/0, 2/3, 2/3, 2/3, 2/3, 2/2, 4/5, 4/4, 2/3, 2/3, 4/4, 2/2, 4/6, 2/2, 2/2, 2/2, 2/2, 90/115
C# major (7#), 2/0, 2/0, 2/0, 3/0, 4/2, 2/0, 2/2, 3/2, 2/0, 2/0, 2/0, 1/0, 4/2, 4/2, 1/0, 0/0, 2/0, 2/0, 2/0, 3/0, 4/2, 4/2, 1/0, 0/0, 4/2, 1/1, 2/1, 2/1, 2/1, 2/1, 3/1, 2/1, 4/2, 1/1, 2/0, 1/2, 2/0, 2/0, 2/0, 2/0, 88/28
Ab minor (7b), 1/0, 1/0, 1/0, 3/2, 3/3, 1/1, 1/0, 3/2, 0/0, 0/0, 0/0, 0/0, 3/2, 3/3, 2/2, 0/0, 1/0, 1/0, 1/0, 3/2, 3/3, 3/3, 0/0, 0/0, 2/1, 2/1, 1/1, 1/1, 1/1, 2/1, 2/1, 1/1, 2/1, 2/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 57/32
A# minor (7#), 3/0, 3/0, 3/0, 5/4, 5/4, 4/4, 2/0, 4/2, 3/4, 3/4, 3/4, 2/4, 5/2, 6/4, 2/2, 0/0, 3/0, 3/0, 3/0, 5/4, 5/4, 5/4, 2/2, 0/0, 5/3, 3/1, 4/2, 4/2, 4/2, 4/4, 4/1, 4/2, 5/3, 2/1, 3/0, 2/1, 3/0, 3/0, 2/0, 2/0, 133/74
