id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,,C major (0),408,0,0.088
8460,BWV846_Prelude,Bach,lh,,a minor (0),211,6,0.058
8461,BWV846_Fugue,Bach,rh,,a minor (0),487,2,1.748
8461,BWV846_Fugue,Bach,lh,,a minor (0),315,3,0.490
8480,BWV848_Prelude,Bach,rh,,a# minor (7),397,14,0.110
8480,BWV848_Prelude,Bach,lh,,a# minor (7),425,25,0.114
8481,BWV848_Fugue,Bach,rh,,a# minor (7),866,47,2.163
8481,BWV848_Fugue,Bach,lh,,a# minor (7),623,49,1.041
8540,BWV854_Prelude,Bach,rh,,c# minor (4),287,2,0.503
8540,BWV854_Prelude,Bach,lh,,c# minor (4),221,1,0.339
8541,BWV854_Fugue,Bach,rh,,c# minor (4),475,0,1.558
8541,BWV854_Fugue,Bach,lh,,c# minor (4),287,1,0.356
8561,BWV856_Fugue,Bach,rh,,d minor (-1),481,0,0.602
8561,BWV856_Fugue,Bach,lh,,d minor (-1),313,1,0.123
8570,BWV857_Prelude,Bach,rh,,f minor (-4),394,1,0.960
8570,BWV857_Prelude,Bach,lh,,f minor (-4),249,1,0.414
8580,BWV858_Prelude,Bach,rh,,d# minor (6),293,10,0.297
8580,BWV858_Prelude,Bach,lh,,d# minor (6),169,3,0.069
8581,BWV858_Fugue,Bach,rh,,d# minor (6),583,1,1.266
8581,BWV858_Fugue,Bach,lh,,d# minor (6),370,2,0.366
8600,BWV860_Prelude,Bach,rh,,e minor (1),335,0,0.970
8600,BWV860_Prelude,Bach,lh,,e minor (1),275,0,0.316
8601,BWV860_Fugue,Bach,rh,,e minor (1),1124,2,2.589
8601,BWV860_Fugue,Bach,lh,,e minor (1),705,3,1.177
8620,BWV862_Prelude,Bach,rh,,A- major (-4),381,0,0.299
8620,BWV862_Prelude,Bach,lh,,A- major (-4),314,0,0.179
8621,BWV862_Fugue,Bach,rh,,f minor (-4),477,0,0.857
8621,BWV862_Fugue,Bach,lh,,f minor (-4),455,0,0.786
8630,BWV863_Prelude,Bach,rh,,g# minor (5),344,3,0.412
8630,BWV863_Prelude,Bach,lh,,g# minor (5),267,5,0.255
8631,BWV863_Fugue,Bach,rh,,g# minor (5),473,30,1.112
8631,BWV863_Fugue,Bach,lh,,g# minor (5),374,21,0.443
8640,BWV864_Prelude,Bach,rh,,f# minor (3),361,1,1.216
8640,BWV864_Prelude,Bach,lh,,f# minor (3),280,0,0.485
8641,BWV864_Fugue,Bach,rh,,f# minor (3),813,0,2.432
8641,BWV864_Fugue,Bach,lh,,f# minor (3),487,0,0.689
8650,BWV865_Prelude,Bach,rh,,a minor (0),402,0,1.638
8650,BWV865_Prelude,Bach,lh,,a minor (0),246,0,0.200
8651,BWV865_Fugue,Bach,rh,,a minor (0),1408,6,5.550
8651,BWV865_Fugue,Bach,lh,,a minor (0),1140,1,3.301
8660,BWV866_Prelude,Bach,rh,,g minor (-2),317,1,3.386
8660,BWV866_Prelude,Bach,lh,,g minor (-2),321,2,12.161
8661,BWV866_Fugue,Bach,rh,,g minor (-2),573,0,0.612
8661,BWV866_Fugue,Bach,lh,,g minor (-2),395,0,0.337
8670,BWV867_Prelude,Bach,rh,,b- minor (-5),528,1,2.850
8670,BWV867_Prelude,Bach,lh,,b- minor (-5),279,0,0.471
8671,BWV867_Fugue,Bach,rh,,b- minor (-5),536,2,0.526
8671,BWV867_Fugue,Bach,lh,,b- minor (-5),291,3,0.157
8680,BWV868_Prelude,Bach,rh,,g# minor (5),260,0,0.414
8680,BWV868_Prelude,Bach,lh,,g# minor (5),180,0,0.127
8681,BWV868_Fugue,Bach,rh,,g# minor (5),466,3,0.911
8681,BWV868_Fugue,Bach,lh,,g# minor (5),442,0,0.495
8700,BWV870_Prelude,Bach,rh,(0),d minor (-1),584,7,4.270
8700,BWV870_Prelude,Bach,lh,,a minor (0),410,4,0.976
8701,BWV870_Fugue,Bach,rh,,a minor (0),682,3,0.717
8701,BWV870_Fugue,Bach,lh,,a minor (0),415,0,0.290
8731,BWV873_Fugue,Bach,rh,,c# minor (4),862,21,2.411
8731,BWV873_Fugue,Bach,lh,,c# minor (4),603,12,0.779
8740,BWV874_Prelude,Bach,rh,,b minor (2),930,0,3.401
8740,BWV874_Prelude,Bach,lh,,b minor (2),620,1,1.440
8741,BWV874_Fugue,Bach,rh,,b minor (2),495,1,0.863
8741,BWV874_Fugue,Bach,lh,,b minor (2),471,0,0.650
8750,BWV875_Prelude,Bach,rh,,d minor (-1),581,0,0.453
8750,BWV875_Prelude,Bach,lh,,d minor (-1),510,0,0.348
8751,BWV875_Fugue,Bach,rh,,d minor (-1),487,7,3.762
8751,BWV875_Fugue,Bach,lh,,d minor (-1),344,1,1.284
8760,BWV876_Prelude,Bach,rh,,c minor (-3),561,4,0.597
8760,BWV876_Prelude,Bach,lh,,c minor (-3),384,1,0.183
8761,BWV876_Fugue,Bach,rh,,c minor (-3),377,0,0.223
8761,BWV876_Fugue,Bach,lh,,E- major (-3),373,0,0.201
8800,BWV880_Prelude,Bach,rh,,d minor (-1),799,0,1.313
8800,BWV880_Prelude,Bach,lh,,d minor (-1),677,2,0.928
8801,BWV880_Fugue,Bach,rh,,d minor (-1),688,9,0.565
8801,BWV880_Fugue,Bach,lh,,d minor (-1),416,6,0.186
8830,BWV883_Prelude,Bach,rh,,f# minor (3),524,3,0.737
8830,BWV883_Prelude,Bach,lh,,f# minor (3),414,2,0.401
8831,BWV883_Fugue,Bach,rh,,f# minor (3),809,3,2.103
8831,BWV883_Fugue,Bach,lh,,f# minor (3),688,1,1.025
8840,BWV884_Prelude,Bach,rh,,e minor (1),484,2,0.436
8840,BWV884_Prelude,Bach,lh,,e minor (1),422,0,0.270
8841,BWV884_Fugue,Bach,rh,,e minor (1),421,0,0.203
8841,BWV884_Fugue,Bach,lh,,e minor (1),321,5,0.157
8850,BWV885_Prelude,Bach,rh,,g minor (-2),355,3,1.283
8850,BWV885_Prelude,Bach,lh,,g minor (-2),237,0,0.755
8851,BWV885_Fugue,Bach,rh,,g minor (-2),884,3,1.543
8851,BWV885_Fugue,Bach,lh,,g minor (-2),851,6,1.427
8870,BWV887_Prelude,Bach,rh,,g# minor (5),672,37,2.389
8870,BWV887_Prelude,Bach,lh,,g# minor (5),646,55,1.429
8871,BWV887_Fugue,Bach,rh,,g# minor (5),1045,52,0.991
8871,BWV887_Fugue,Bach,lh,,g# minor (5),647,39,0.322
8880,BWV888_Prelude,Bach,rh,,f# minor (3),502,1,1.343
8880,BWV888_Prelude,Bach,lh,,f# minor (3),276,0,0.216
8881,BWV888_Fugue,Bach,rh,,f# minor (3),467,0,2.248
8881,BWV888_Fugue,Bach,lh,,f# minor (3),337,0,0.487
8890,BWV889_Prelude,Bach,rh,,a minor (0),441,11,5.770
8890,BWV889_Prelude,Bach,lh,,a minor (0),407,10,4.358
8891,BWV889_Fugue,Bach,rh,,a minor (0),396,2,2.496
8891,BWV889_Fugue,Bach,lh,,a minor (0),366,1,0.905
8910,BWV891_Prelude,Bach,rh,,b- minor (-5),730,1,0.756
8910,BWV891_Prelude,Bach,lh,,b- minor (-5),498,3,0.262
8911,BWV891_Fugue,Bach,rh,,b- minor (-5),950,8,1.541
8911,BWV891_Fugue,Bach,lh,,b- minor (-5),879,8,1.363
8920,BWV892_Prelude,Bach,rh,,g# minor (5),589,12,0.696
8920,BWV892_Prelude,Bach,lh,,g# minor (5),476,9,0.468
8921,BWV892_Fugue,Bach,rh,,g# minor (5),764,14,0.651
8921,BWV892_Fugue,Bach,lh,,g# minor (5),702,7,0.470
8930,BWV893_Prelude,Bach,rh,,b minor (2),553,0,0.369
8930,BWV893_Prelude,Bach,lh,,b minor (2),364,0,0.150
8931,BWV893_Fugue,Bach,rh,,b minor (2),575,3,0.341
8931,BWV893_Fugue,Bach,lh,,b minor (2),466,0,0.204
