 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, rowcost
C locrian (0), 0, 2, 1, 1, 1, 2, 0,  , 1, 0, 6, 0, 1, 1, 4, 1, 2, 2, 3, 2, 4, 3, 2, 1, 0, 1, 2, 1, 3, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 2, 6, 2, 3, 1, 0, 2, 2, 0, 1, 2, 5, 0, 0,  , 3, 2, 3, 1, 3, 3, 0,  , 0, 1, 4, 0, 0, 0, 0, 0, 94
F major (1b), 1, 3, 2, 2, 1, 3, 0,  , 0, 1, 5, 1, 1, 2, 2, 2, 1, 2, 4, 1, 3, 2, 2, 2, 1, 1, 3, 2, 4, 2, 0, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 2, 5, 3, 4, 1, 0, 1, 2, 1, 2, 3, 5, 1, 0,  , 4, 2, 2, 2, 4, 2, 1,  , 1, 2, 3, 1, 1, 1, 1, 0, 115
G major (1#), 2, 3, 3, 2, 3, 4, 1,  , 2, 1, 5, 3, 3, 3, 2, 2, 0, 2, 2, 1, 5, 4, 2, 2, 3, 1, 3, 2, 6, 3, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 5, 3, 4, 1, 2, 2, 4, 2, 1, 3, 5, 3, 2,  , 2, 2, 1, 3, 3, 3, 2,  , 2, 3, 5, 2, 2, 2, 2, 1, 158
D minor (1b), 2, 4, 1, 3, 2, 1, 1,  , 0, 2, 4, 2, 2, 3, 3, 1, 1, 1, 5, 2, 4, 3, 3, 3, 2, 1, 5, 3, 5, 3, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 1, 4, 4, 5, 1, 1, 2, 1, 2, 3, 4, 4, 2, 1,  , 5, 4, 0, 4, 4, 2, 2,  , 1, 3, 4, 2, 1, 2, 2, 1, 148
E minor (1#), 4, 3, 5, 2, 5, 4, 1,  , 3, 1, 6, 4, 6, 3, 3, 1, 1, 2, 1, 2, 6, 8, 3, 3, 4, 1, 4, 4, 5, 3, 4, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 6, 4, 4, 4, 1, 2, 1, 5, 1, 3, 2, 6, 3, 4,  , 1, 1, 2, 4, 5, 5, 4,  , 6, 5, 5, 3, 6, 4, 3, 2, 210
D minor mel (1b), 3, 5, 1, 4, 3, 2, 2,  , 1, 2, 3, 3, 3, 4, 3, 1, 0, 2, 4, 1, 5, 4, 2, 4, 3, 2, 4, 4, 6, 3, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 2, 3, 5, 4, 2, 2, 3, 2, 2, 2, 5, 3, 3, 2,  , 4, 4, 0, 4, 5, 3, 3,  , 2, 4, 5, 3, 2, 3, 3, 2, 178
E minor mel (1#), 5, 4, 4, 3, 5, 3, 2,  , 3, 2, 5, 5, 6, 4, 3, 0, 1, 1, 2, 3, 6, 9, 4, 4, 5, 1, 5, 5, 6, 4, 5, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 3, 5, 5, 1, 3, 2, 4, 2, 4, 3, 5, 4, 5,  , 2, 2, 1, 5, 6, 6, 5,  , 6, 6, 6, 4, 6, 5, 4, 3, 240
F major blues (1b), 2, 5, 2, 4, 2, 4, 1,  , 2, 1, 7, 3, 3, 4, 4, 2, 3, 4, 4, 3, 5, 5, 3, 3, 3, 2, 3, 4, 5, 2, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 6, 5, 5, 2, 1, 3, 4, 1, 2, 5, 6, 2, 2,  , 4, 3, 3, 2, 6, 5, 3,  , 2, 3, 6, 2, 2, 2, 3, 2, 198
G major blues (1#), 3, 5, 3, 4, 3, 4, 2,  , 2, 2, 6, 4, 3, 4, 3, 2, 1, 3, 5, 3, 5, 5, 4, 4, 4, 2, 5, 4, 7, 4, 3, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 4, 6, 5, 6, 2, 3, 3, 4, 3, 3, 5, 6, 4, 3,  , 5, 4, 1, 4, 5, 4, 3,  , 2, 4, 6, 3, 2, 3, 3, 2, 223
D minor blues (1b), 2, 5, 2, 4, 3, 3, 1,  , 2, 1, 7, 3, 4, 4, 5, 2, 3, 4, 4, 3, 6, 5, 3, 3, 3, 2, 4, 4, 5, 2, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 6, 5, 5, 2, 1, 3, 4, 1, 2, 5, 6, 2, 2,  , 4, 4, 2, 3, 5, 4, 3,  , 2, 3, 6, 2, 2, 2, 3, 2, 201
E minor blues (1#), 4, 6, 6, 5, 4, 5, 2,  , 2, 3, 6, 6, 6, 5, 5, 2, 1, 3, 5, 3, 5, 8, 5, 6, 6, 2, 7, 7, 6, 5, 5, 3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 7, 7, 2, 3, 3, 4, 3, 4, 5, 6, 5, 5,  , 5, 4, 1, 6, 6, 5, 6,  , 5, 5, 6, 3, 5, 4, 5, 3, 284
F dorian (1b), 2, 4, 2, 3, 2, 4, 1,  , 1, 1, 4, 2, 2, 3, 2, 2, 0, 3, 3, 0, 4, 3, 1, 3, 2, 2, 2, 3, 5, 2, 1, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 4, 4, 3, 2, 1, 2, 3, 1, 1, 4, 4, 2, 1,  , 3, 2, 2, 2, 5, 3, 2,  , 2, 3, 4, 2, 2, 2, 2, 1, 145
G dorian (1#), 3, 4, 2, 3, 3, 3, 2,  , 2, 2, 4, 4, 3, 4, 2, 1, 0, 1, 3, 2, 5, 5, 3, 3, 4, 1, 4, 3, 7, 4, 3, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 3, 4, 4, 5, 1, 3, 3, 3, 3, 2, 4, 4, 4, 3,  , 3, 3, 0, 4, 4, 4, 3,  , 2, 4, 6, 3, 2, 3, 3, 2, 188
F phrygian (1b), 0, 2, 1, 1, 1, 2, 0,  , 1, 0, 6, 0, 1, 1, 3, 1, 2, 2, 3, 2, 4, 3, 2, 1, 0, 1, 2, 1, 3, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 2, 6, 2, 3, 1, 0, 2, 2, 0, 1, 2, 5, 0, 0,  , 3, 1, 3, 1, 4, 3, 0,  , 0, 1, 4, 0, 0, 0, 0, 0, 93
G phrygian (1#), 2, 4, 2, 3, 2, 3, 1,  , 1, 1, 4, 2, 2, 3, 3, 2, 0, 3, 3, 0, 4, 3, 1, 3, 2, 2, 2, 3, 5, 2, 1, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 4, 4, 3, 2, 1, 2, 3, 1, 1, 4, 4, 2, 1,  , 3, 3, 1, 2, 4, 2, 2,  , 2, 3, 4, 2, 2, 2, 2, 1, 143
F lydian (1b), 2, 4, 2, 3, 2, 4, 1,  , 1, 1, 4, 2, 2, 3, 2, 2, 0, 3, 3, 0, 4, 3, 1, 3, 2, 2, 2, 3, 5, 2, 1, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 4, 4, 3, 2, 1, 2, 3, 1, 1, 4, 4, 2, 1,  , 3, 2, 2, 2, 5, 3, 2,  , 2, 3, 4, 2, 2, 2, 2, 1, 145
G lydian (1#), 3, 4, 2, 3, 3, 3, 2,  , 2, 2, 4, 4, 3, 4, 2, 1, 0, 1, 3, 2, 5, 5, 3, 3, 4, 1, 4, 3, 7, 4, 3, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 3, 4, 4, 5, 1, 3, 3, 3, 3, 2, 4, 4, 4, 3,  , 3, 3, 0, 4, 4, 4, 3,  , 2, 4, 6, 3, 2, 3, 3, 2, 188
F mixolydian (1b), 0, 2, 1, 1, 1, 2, 0,  , 1, 0, 6, 0, 1, 1, 3, 1, 2, 2, 3, 2, 4, 3, 2, 1, 0, 1, 2, 1, 3, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 2, 6, 2, 3, 1, 0, 2, 2, 0, 1, 2, 5, 0, 0,  , 3, 1, 3, 1, 4, 3, 0,  , 0, 1, 4, 0, 0, 0, 0, 0, 93
G mixolydian (1#), 2, 4, 2, 3, 2, 3, 1,  , 1, 1, 4, 2, 2, 3, 3, 2, 0, 3, 3, 0, 4, 3, 1, 3, 2, 2, 2, 3, 5, 2, 1, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 4, 4, 3, 2, 1, 2, 3, 1, 1, 4, 4, 2, 1,  , 3, 3, 1, 2, 4, 2, 2,  , 2, 3, 4, 2, 2, 2, 2, 1, 143
F aeolian (1b), 1, 3, 2, 2, 1, 3, 0,  , 0, 1, 5, 1, 1, 2, 2, 2, 1, 2, 4, 1, 3, 2, 2, 2, 1, 1, 3, 2, 4, 2, 0, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 2, 5, 3, 4, 1, 0, 1, 2, 1, 2, 3, 5, 1, 0,  , 4, 2, 2, 2, 4, 2, 1,  , 1, 2, 3, 1, 1, 1, 1, 0, 115
G aeolian (1#), 2, 3, 3, 2, 3, 4, 1,  , 2, 1, 5, 3, 3, 3, 2, 2, 0, 2, 2, 1, 5, 4, 2, 2, 3, 1, 3, 2, 6, 3, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 5, 3, 4, 1, 2, 2, 4, 2, 1, 3, 5, 3, 2,  , 2, 2, 1, 3, 3, 3, 2,  , 2, 3, 5, 2, 2, 2, 2, 1, 158
F locrian (1b), 0, 3, 1, 2, 0, 2, 0,  , 1, 0, 7, 1, 2, 2, 4, 1, 3, 3, 3, 3, 3, 4, 3, 1, 1, 1, 1, 2, 2, 1, 1, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 3, 5, 3, 4, 1, 0, 2, 3, 0, 1, 3, 6, 0, 1,  , 3, 2, 3, 0, 5, 4, 1,  , 0, 1, 5, 0, 0, 0, 1, 1, 117
G locrian (1#), 1, 3, 2, 2, 1, 2, 0,  , 0, 1, 5, 1, 1, 2, 3, 2, 1, 2, 4, 1, 3, 2, 2, 2, 1, 1, 3, 2, 4, 2, 0, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 2, 5, 3, 4, 1, 0, 1, 2, 1, 2, 3, 5, 1, 0,  , 4, 3, 1, 2, 3, 1, 1,  , 1, 2, 3, 1, 1, 1, 1, 0, 113
Bb major (2b), 0, 2, 1, 1, 1, 2, 0,  , 1, 0, 6, 0, 1, 1, 3, 1, 2, 2, 3, 2, 4, 3, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 2, 6, 2, 2, 1, 0, 2, 2, 0, 1, 2, 4, 0, 0,  , 3, 1, 3, 1, 4, 3, 0,  , 0, 1, 4, 0, 0, 0, 0, 0, 89
D major (2#), 3, 4, 2, 3, 4, 3, 2,  , 2, 2, 4, 4, 4, 4, 2, 1, 0, 1, 3, 2, 6, 5, 3, 3, 4, 1, 5, 3, 7, 4, 3, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 3, 4, 4, 5, 1, 3, 3, 3, 3, 2, 4, 4, 4, 3,  , 3, 3, 0, 5, 4, 4, 3,  , 2, 4, 6, 3, 2, 3, 3, 2, 193
G minor (2b), 0, 1, 2, 0, 2, 2, 0,  , 2, 0, 7, 1, 2, 1, 3, 1, 2, 1, 2, 3, 5, 4, 3, 0, 1, 0, 3, 0, 4, 2, 1, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 3, 7, 1, 4, 0, 1, 2, 3, 1, 1, 1, 6, 1, 1,  , 2, 1, 2, 2, 2, 3, 0,  , 0, 1, 5, 0, 0, 0, 0, 0, 106
B minor (2#), 3, 4, 5, 3, 3, 3, 1,  , 1, 3, 6, 5, 5, 6, 6, 1, 1, 2, 2, 5, 7, 8, 3, 4, 7, 0, 6, 5, 4, 4, 4, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 2, 5, 5, 7, 0, 2, 2, 4, 3, 3, 3, 5, 4, 4,  , 2, 4, 0, 6, 6, 5, 5,  , 4, 4, 7, 2, 4, 3, 4, 4, 233
G minor mel (2b), 1, 2, 3, 1, 2, 3, 0,  , 1, 1, 6, 2, 2, 2, 2, 2, 1, 1, 3, 2, 4, 3, 3, 1, 2, 0, 4, 1, 5, 3, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 6, 2, 5, 0, 1, 1, 3, 2, 2, 2, 6, 2, 1,  , 3, 2, 1, 3, 2, 2, 1,  , 1, 2, 4, 1, 1, 1, 1, 0, 128
B minor mel (2#), 4, 5, 5, 3, 4, 4, 1,  , 1, 3, 5, 6, 4, 6, 7, 1, 2, 3, 2, 6, 6, 9, 4, 5, 8, 1, 5, 6, 5, 5, 4, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 3, 4, 6, 6, 1, 2, 2, 4, 3, 3, 4, 4, 5, 4,  , 2, 5, 0, 7, 5, 6, 6,  , 4, 4, 6, 2, 4, 3, 5, 4, 251
Bb major blues (2b), 2, 4, 3, 3, 2, 3, 0,  , 2, 2, 7, 3, 2, 3, 5, 2, 4, 3, 4, 4, 5, 4, 2, 3, 3, 1, 4, 4, 4, 3, 1, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 7, 5, 5, 1, 0, 2, 3, 1, 3, 4, 5, 2, 1,  , 4, 3, 4, 3, 6, 5, 3,  , 2, 3, 6, 2, 2, 2, 3, 1, 189
D major blues (2#), 4, 6, 3, 4, 5, 5, 2,  , 2, 2, 5, 5, 4, 4, 4, 2, 1, 4, 4, 3, 6, 6, 4, 5, 5, 3, 5, 5, 8, 5, 3, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 5, 5, 6, 5, 3, 3, 3, 4, 3, 2, 6, 5, 5, 3,  , 4, 5, 1, 6, 5, 5, 4,  , 2, 4, 6, 3, 2, 3, 4, 2, 244
G minor blues (2b), 2, 4, 3, 3, 2, 3, 0,  , 2, 2, 8, 3, 2, 3, 6, 2, 4, 3, 4, 4, 5, 5, 3, 3, 3, 1, 4, 4, 5, 3, 1, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 7, 5, 6, 1, 0, 2, 4, 1, 3, 4, 7, 2, 1,  , 4, 4, 3, 3, 5, 4, 3,  , 2, 3, 6, 2, 2, 2, 3, 1, 196
B minor blues (2#), 5, 7, 6, 5, 5, 6, 2,  , 2, 3, 6, 7, 6, 5, 7, 2, 1, 4, 4, 5, 8, 10, 5, 7, 7, 3, 6, 8, 6, 6, 5, 3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 6, 8, 6, 3, 3, 3, 4, 3, 3, 6, 5, 6, 5,  , 4, 5, 1, 7, 6, 7, 7,  , 5, 5, 6, 3, 5, 4, 6, 3, 309
Bb dorian (2b), 1, 3, 2, 2, 1, 3, 0,  , 0, 1, 5, 1, 1, 2, 2, 2, 1, 2, 4, 1, 3, 2, 1, 2, 1, 1, 3, 2, 3, 2, 0, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 2, 5, 3, 3, 1, 0, 1, 2, 1, 2, 3, 4, 1, 0,  , 4, 2, 2, 2, 4, 2, 1,  , 1, 2, 3, 1, 1, 1, 1, 0, 111
D dorian (2#), 4, 5, 2, 3, 5, 4, 2,  , 2, 2, 3, 5, 3, 4, 3, 1, 1, 2, 3, 3, 5, 6, 4, 4, 5, 2, 4, 4, 8, 5, 3, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 4, 3, 5, 4, 2, 3, 3, 3, 3, 2, 5, 3, 5, 3,  , 3, 4, 0, 6, 3, 5, 4,  , 2, 4, 5, 3, 2, 3, 4, 2, 211
