 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, rowcost
C major (0), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
A minor (0), 2, 5, 3, 5, 3, 1, 4, 1, 3, 1, 4, 0, 3, 1, 3, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 8, 1, 4, 2, 2, 7, 8, 8, 10, 1, 3, 2, 3, 4, 1,  , 5, 8, 6, 2, 9, 6, 2, 153
A minor mel (0), 2, 5, 4, 6, 3, 1, 4, 1, 2, 0, 4, 0, 3, 1, 3, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 4, 9, 1, 3, 3, 3, 8, 9, 9, 11, 1, 3, 1, 4, 5, 0,  , 4, 9, 7, 1, 10, 7, 2, 160
C major blues (0), 1, 2, 3, 7, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 6, 1, 4, 4, 3, 7, 9, 8, 9, 0, 2, 2, 3, 4, 2,  , 5, 8, 7, 5, 9, 6, 1, 145
A minor blues (0), 1, 5, 3, 8, 2, 0, 3, 1, 3, 1, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 11, 1, 4, 4, 3, 11, 10, 10, 10, 0, 2, 2, 3, 4, 2,  , 6, 11, 8, 3, 9, 8, 1, 169
C dorian (0), 1, 1, 3, 6, 2, 0, 3, 1, 2, 0, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 6, 5, 1, 3, 4, 3, 5, 9, 8, 9, 0, 2, 1, 3, 4, 1,  , 3, 8, 7, 4, 9, 6, 1, 131
C phrygian (0), 0, 2, 1, 6, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 6, 5, 1, 3, 2, 1, 5, 7, 6, 7, 0, 1, 2, 1, 2, 2,  , 5, 6, 5, 4, 7, 4, 1, 105
C lydian (0), 1, 1, 3, 6, 2, 0, 3, 1, 2, 0, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 6, 5, 1, 3, 4, 3, 5, 9, 8, 9, 0, 2, 1, 3, 4, 1,  , 3, 8, 7, 4, 9, 6, 1, 131
C mixolydian (0), 0, 2, 1, 6, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 6, 5, 1, 3, 2, 1, 5, 7, 6, 7, 0, 1, 2, 1, 2, 2,  , 5, 6, 5, 4, 7, 4, 1, 105
C aeolian (0), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
