id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,,C major (0),408,0,0.084
8460,BWV846_Prelude,Bach,lh,,a minor (0),211,10,0.056
8461,BWV846_Fugue,Bach,rh,,a minor (0),487,2,1.688
8461,BWV846_Fugue,Bach,lh,,a minor (0),315,3,0.480
8480,BWV848_Prelude,Bach,rh,(7),b- minor (-5),397,14,0.093
8480,BWV848_Prelude,Bach,lh,(7),b- minor (-5),425,26,0.100
8481,BWV848_Fugue,Bach,rh,(7),D- major (-5),866,52,2.011
8481,BWV848_Fugue,Bach,lh,(7),b- minor (-5),623,49,0.929
8540,BWV854_Prelude,Bach,rh,,c# minor (4),287,2,0.427
8540,BWV854_Prelude,Bach,lh,,c# minor (4),221,1,0.291
8541,BWV854_Fugue,Bach,rh,,c# minor (4),475,0,1.447
8541,BWV854_Fugue,Bach,lh,,c# minor (4),287,1,0.353
8561,BWV856_Fugue,Bach,rh,,d minor (-1),481,0,0.591
8561,BWV856_Fugue,Bach,lh,,d minor (-1),313,1,0.119
8570,BWV857_Prelude,Bach,rh,,f minor (-4),394,1,0.932
8570,BWV857_Prelude,Bach,lh,,f minor (-4),249,1,0.395
8580,BWV858_Prelude,Bach,rh,F# major (6),e- minor (-6),293,11,0.273
8580,BWV858_Prelude,Bach,lh,F# major (6),e- minor (-6),169,3,0.065
8581,BWV858_Fugue,Bach,rh,(6),e- minor (-6),583,1,1.256
8581,BWV858_Fugue,Bach,lh,(6),e- minor (-6),370,2,0.363
8600,BWV860_Prelude,Bach,rh,,e minor (1),335,0,0.968
8600,BWV860_Prelude,Bach,lh,,e minor (1),275,0,0.310
8601,BWV860_Fugue,Bach,rh,,e minor (1),1124,2,2.575
8601,BWV860_Fugue,Bach,lh,,e minor (1),705,3,1.156
8620,BWV862_Prelude,Bach,rh,,A- major (-4),381,0,0.296
8620,BWV862_Prelude,Bach,lh,,A- major (-4),314,0,0.182
8621,BWV862_Fugue,Bach,rh,,f minor (-4),477,0,0.867
8621,BWV862_Fugue,Bach,lh,,f minor (-4),455,0,0.783
8630,BWV863_Prelude,Bach,rh,,g# minor (5),344,3,0.371
8630,BWV863_Prelude,Bach,lh,,g# minor (5),267,5,0.222
8631,BWV863_Fugue,Bach,rh,(5),a- minor (-7),473,30,0.822
8631,BWV863_Fugue,Bach,lh,(5),a- minor (-7),374,21,0.381
8640,BWV864_Prelude,Bach,rh,,f# minor (3),361,1,1.201
8640,BWV864_Prelude,Bach,lh,,f# minor (3),280,0,0.490
8641,BWV864_Fugue,Bach,rh,,f# minor (3),813,0,2.415
8641,BWV864_Fugue,Bach,lh,,f# minor (3),487,0,0.682
8650,BWV865_Prelude,Bach,rh,,a minor (0),402,0,1.627
8650,BWV865_Prelude,Bach,lh,,a minor (0),246,0,0.194
8651,BWV865_Fugue,Bach,rh,,a minor (0),1408,6,5.346
8651,BWV865_Fugue,Bach,lh,,a minor (0),1140,1,3.181
8660,BWV866_Prelude,Bach,rh,,g minor (-2),317,1,3.079
8660,BWV866_Prelude,Bach,lh,,g minor (-2),321,2,11.899
8661,BWV866_Fugue,Bach,rh,,g minor (-2),573,0,0.605
8661,BWV866_Fugue,Bach,lh,,g minor (-2),395,0,0.334
8670,BWV867_Prelude,Bach,rh,,b- minor (-5),528,1,2.749
8670,BWV867_Prelude,Bach,lh,,b- minor (-5),279,0,0.448
8671,BWV867_Fugue,Bach,rh,,b- minor (-5),536,3,0.497
8671,BWV867_Fugue,Bach,lh,,b- minor (-5),291,3,0.152
8680,BWV868_Prelude,Bach,rh,,g# minor (5),260,0,0.390
8680,BWV868_Prelude,Bach,lh,,g# minor (5),180,0,0.124
8681,BWV868_Fugue,Bach,rh,,g# minor (5),466,3,0.848
8681,BWV868_Fugue,Bach,lh,,B major (5),442,0,0.482
8700,BWV870_Prelude,Bach,rh,(0),d minor (-1),584,8,3.845
8700,BWV870_Prelude,Bach,lh,,a minor (0),410,4,0.921
8701,BWV870_Fugue,Bach,rh,,a minor (0),682,3,0.708
