 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, rowcost
C locrian (0), 0, 1, 1, 0, 1, 1, 2, 0, 3, 1, 1, 0, 1, 1, 2, 0, 1, 5, 2, 2, 3, 3, 2, 1, 4, 1, 1, 0, 1, 1, 2, 0, 1, 1, 3, 2, 1, 6, 1, 1, 0, 0, 1, 2, 4, 3, 4, 1, 2, 5, 3, 4, 2, 3, 3, 1, 3, 1, 1, 2, 1, 4, 3, 0, 1, 1, 1, 2, 3, 3, 3, 1, 1, 0, 2, 0, 2, 2, 1, 1,  , 5, 2, 3, 2, 3, 4, 2, 3, 1, 0, 1, 0, 5, 4, 1, 1, 1, 175
F major (1b), 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 4, 2, 5, 4, 3, 1, 1, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 1, 5, 2, 1, 0, 1, 2, 1, 3, 2, 3, 2, 1, 4, 2, 5, 4, 3, 2, 1, 3, 0, 1, 1, 2, 3, 2, 0, 0, 0, 1, 3, 2, 4, 2, 0, 1, 0, 1, 0, 3, 1, 1, 2,  , 5, 2, 6, 1, 6, 3, 1, 2, 0, 0, 2, 1, 4, 3, 2, 1, 0, 152
G major (1#), 0, 1, 1, 0, 1, 2, 2, 1, 2, 1, 1, 0, 1, 2, 2, 1, 0, 3, 2, 2, 3, 2, 1, 3, 3, 1, 1, 0, 1, 2, 2, 1, 0, 1, 3, 0, 3, 4, 3, 1, 0, 2, 3, 0, 3, 3, 4, 3, 0, 3, 1, 1, 2, 2, 0, 3, 3, 0, 1, 0, 3, 2, 3, 0, 0, 1, 0, 2, 5, 4, 4, 0, 0, 0, 0, 1, 4, 4, 2, 3,  , 3, 0, 2, 0, 2, 2, 1, 2, 0, 0, 4, 2, 4, 5, 3, 0, 1, 163
D minor (1b), 0, 2, 1, 1, 1, 1, 2, 0, 3, 2, 1, 1, 1, 1, 2, 0, 1, 4, 2, 3, 2, 2, 2, 1, 4, 2, 1, 1, 1, 1, 2, 0, 1, 1, 5, 1, 3, 3, 3, 2, 0, 2, 4, 2, 4, 2, 4, 2, 1, 4, 1, 2, 3, 3, 3, 1, 5, 1, 2, 1, 3, 2, 3, 0, 1, 1, 1, 2, 2, 5, 3, 0, 2, 1, 2, 1, 2, 1, 2, 2,  , 3, 2, 4, 1, 4, 3, 2, 2, 0, 1, 3, 2, 4, 4, 3, 2, 0, 190
E minor (1#), 0, 2, 1, 1, 2, 3, 3, 1, 3, 2, 1, 1, 2, 3, 3, 2, 0, 2, 2, 1, 3, 3, 2, 4, 5, 2, 1, 1, 2, 3, 3, 2, 0, 1, 5, 1, 4, 5, 4, 2, 0, 3, 3, 1, 4, 4, 4, 3, 0, 2, 1, 2, 0, 2, 1, 4, 5, 0, 1, 0, 4, 3, 3, 1, 1, 2, 0, 3, 6, 5, 5, 0, 1, 1, 0, 1, 3, 5, 3, 3,  , 1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 4, 1, 5, 6, 3, 1, 1, 206
D minor mel (1b), 0, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 4, 1, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 4, 0, 4, 4, 3, 1, 0, 3, 4, 1, 3, 3, 4, 2, 1, 4, 0, 1, 3, 2, 2, 1, 4, 1, 1, 0, 3, 3, 3, 0, 1, 1, 0, 2, 3, 5, 4, 0, 1, 1, 1, 1, 3, 2, 2, 2,  , 2, 1, 3, 0, 3, 3, 1, 1, 0, 1, 4, 2, 4, 5, 3, 1, 0, 176
E minor mel (1#), 0, 3, 2, 2, 3, 4, 4, 1, 4, 3, 2, 2, 3, 4, 4, 2, 1, 2, 1, 1, 2, 3, 3, 3, 5, 3, 2, 2, 3, 4, 4, 2, 1, 2, 6, 1, 5, 6, 5, 3, 0, 4, 4, 2, 5, 5, 5, 3, 0, 2, 0, 1, 0, 3, 2, 3, 6, 1, 2, 0, 5, 4, 4, 1, 2, 3, 0, 4, 5, 6, 6, 0, 2, 2, 1, 2, 2, 4, 4, 3,  , 1, 0, 0, 0, 0, 1, 3, 2, 0, 2, 5, 2, 6, 7, 4, 2, 1, 257
F major blues (1b), 0, 1, 2, 0, 1, 3, 3, 2, 3, 1, 2, 0, 1, 3, 3, 2, 2, 5, 2, 5, 4, 5, 3, 2, 4, 1, 2, 0, 1, 3, 3, 2, 2, 1, 3, 3, 2, 7, 3, 2, 1, 3, 2, 3, 4, 4, 4, 2, 3, 5, 3, 6, 4, 5, 4, 2, 4, 2, 2, 3, 3, 5, 4, 0, 1, 1, 2, 5, 4, 4, 4, 1, 1, 0, 3, 1, 5, 3, 2, 2,  , 5, 2, 6, 2, 6, 4, 3, 4, 2, 1, 3, 1, 5, 5, 2, 2, 1, 265
G major blues (1#), 0, 3, 2, 1, 2, 3, 3, 1, 4, 3, 2, 1, 2, 3, 3, 1, 1, 4, 3, 3, 3, 3, 3, 3, 4, 3, 2, 1, 2, 3, 3, 1, 1, 2, 5, 1, 4, 5, 4, 3, 0, 3, 4, 2, 5, 4, 5, 3, 1, 4, 2, 3, 3, 4, 3, 3, 5, 1, 3, 1, 4, 3, 4, 0, 1, 2, 1, 3, 5, 5, 5, 0, 2, 1, 2, 2, 4, 4, 3, 3,  , 5, 2, 4, 1, 4, 3, 3, 3, 0, 1, 5, 3, 5, 6, 4, 2, 1, 266
D minor blues (1b), 0, 1, 2, 0, 1, 3, 3, 2, 3, 1, 2, 0, 1, 3, 3, 2, 2, 5, 3, 3, 3, 4, 3, 3, 5, 1, 2, 0, 1, 3, 3, 2, 2, 1, 4, 3, 3, 5, 3, 2, 1, 3, 3, 3, 4, 3, 5, 2, 3, 5, 3, 4, 3, 4, 4, 3, 5, 2, 2, 3, 3, 3, 4, 0, 1, 1, 2, 3, 5, 4, 5, 1, 1, 0, 3, 1, 5, 4, 2, 2,  , 4, 2, 4, 2, 4, 4, 3, 4, 2, 1, 3, 1, 4, 6, 2, 2, 1, 257
E minor blues (1#), 0, 3, 2, 1, 2, 4, 3, 1, 4, 3, 2, 1, 2, 4, 3, 2, 1, 4, 3, 3, 2, 3, 3, 3, 5, 3, 2, 1, 2, 4, 3, 2, 1, 2, 6, 1, 5, 5, 4, 3, 0, 5, 5, 2, 5, 4, 5, 2, 1, 4, 2, 3, 2, 4, 3, 3, 6, 1, 3, 1, 4, 3, 4, 0, 1, 2, 1, 3, 5, 7, 6, 0, 2, 1, 2, 2, 4, 4, 3, 2,  , 3, 2, 3, 1, 3, 3, 3, 3, 0, 1, 6, 3, 5, 7, 3, 2, 1, 274
F dorian (1b), 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 4, 1, 5, 4, 2, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 6, 2, 0, 0, 2, 2, 0, 2, 3, 3, 2, 1, 4, 1, 4, 4, 2, 1, 1, 2, 0, 0, 0, 2, 4, 2, 0, 0, 0, 0, 3, 3, 4, 3, 0, 0, 0, 0, 0, 4, 2, 1, 2,  , 4, 1, 5, 0, 5, 3, 0, 1, 0, 0, 3, 1, 4, 4, 2, 0, 0, 138
G dorian (1#), 0, 2, 2, 1, 2, 3, 3, 1, 3, 2, 2, 1, 2, 3, 3, 1, 1, 3, 1, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 3, 3, 1, 1, 2, 4, 0, 4, 5, 4, 2, 0, 3, 4, 1, 4, 4, 5, 3, 0, 3, 0, 0, 2, 3, 1, 2, 4, 1, 2, 0, 4, 3, 4, 0, 1, 2, 0, 3, 4, 5, 5, 0, 1, 1, 1, 2, 3, 3, 3, 3,  , 3, 0, 2, 0, 2, 2, 2, 2, 0, 1, 5, 3, 5, 6, 4, 1, 1, 214
F phrygian (1b), 0, 1, 1, 0, 1, 1, 2, 0, 3, 1, 1, 0, 1, 1, 2, 0, 1, 5, 2, 4, 3, 4, 2, 1, 4, 1, 1, 0, 1, 1, 2, 0, 1, 1, 3, 2, 1, 6, 1, 1, 0, 0, 1, 2, 4, 3, 4, 1, 2, 5, 3, 6, 3, 4, 3, 1, 3, 1, 1, 2, 1, 4, 3, 0, 1, 1, 1, 4, 3, 3, 3, 1, 1, 0, 2, 0, 2, 2, 1, 1,  , 5, 2, 5, 2, 5, 4, 2, 3, 1, 0, 1, 0, 5, 4, 1, 1, 1, 188
G phrygian (1#), 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 4, 2, 3, 3, 1, 0, 2, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 4, 2, 0, 0, 2, 2, 0, 2, 2, 3, 2, 1, 4, 1, 2, 3, 1, 1, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 1, 4, 3, 3, 0, 0, 0, 0, 0, 4, 3, 1, 2,  , 4, 1, 3, 0, 3, 3, 0, 1, 0, 0, 3, 1, 3, 4, 2, 0, 0, 122
F lydian (1b), 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 4, 1, 5, 4, 2, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 6, 2, 0, 0, 2, 2, 0, 2, 3, 3, 2, 1, 4, 1, 4, 4, 2, 1, 1, 2, 0, 0, 0, 2, 4, 2, 0, 0, 0, 0, 3, 3, 4, 3, 0, 0, 0, 0, 0, 4, 2, 1, 2,  , 4, 1, 5, 0, 5, 3, 0, 1, 0, 0, 3, 1, 4, 4, 2, 0, 0, 138
G lydian (1#), 0, 2, 2, 1, 2, 3, 3, 1, 3, 2, 2, 1, 2, 3, 3, 1, 1, 3, 1, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 3, 3, 1, 1, 2, 4, 0, 4, 5, 4, 2, 0, 3, 4, 1, 4, 4, 5, 3, 0, 3, 0, 0, 2, 3, 1, 2, 4, 1, 2, 0, 4, 3, 4, 0, 1, 2, 0, 3, 4, 5, 5, 0, 1, 1, 1, 2, 3, 3, 3, 3,  , 3, 0, 2, 0, 2, 2, 2, 2, 0, 1, 5, 3, 5, 6, 4, 1, 1, 214
F mixolydian (1b), 0, 1, 1, 0, 1, 1, 2, 0, 3, 1, 1, 0, 1, 1, 2, 0, 1, 5, 2, 4, 3, 4, 2, 1, 4, 1, 1, 0, 1, 1, 2, 0, 1, 1, 3, 2, 1, 6, 1, 1, 0, 0, 1, 2, 4, 3, 4, 1, 2, 5, 3, 6, 3, 4, 3, 1, 3, 1, 1, 2, 1, 4, 3, 0, 1, 1, 1, 4, 3, 3, 3, 1, 1, 0, 2, 0, 2, 2, 1, 1,  , 5, 2, 5, 2, 5, 4, 2, 3, 1, 0, 1, 0, 5, 4, 1, 1, 1, 188
G mixolydian (1#), 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 4, 2, 3, 3, 1, 0, 2, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 4, 2, 0, 0, 2, 2, 0, 2, 2, 3, 2, 1, 4, 1, 2, 3, 1, 1, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 1, 4, 3, 3, 0, 0, 0, 0, 0, 4, 3, 1, 2,  , 4, 1, 3, 0, 3, 3, 0, 1, 0, 0, 3, 1, 3, 4, 2, 0, 0, 122
F aeolian (1b), 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 4, 2, 5, 4, 3, 1, 1, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 1, 5, 2, 1, 0, 1, 2, 1, 3, 2, 3, 2, 1, 4, 2, 5, 4, 3, 2, 1, 3, 0, 1, 1, 2, 3, 2, 0, 0, 0, 1, 3, 2, 4, 2, 0, 1, 0, 1, 0, 3, 1, 1, 2,  , 5, 2, 6, 1, 6, 3, 1, 2, 0, 0, 2, 1, 4, 3, 2, 1, 0, 152
G aeolian (1#), 0, 1, 1, 0, 1, 2, 2, 1, 2, 1, 1, 0, 1, 2, 2, 1, 0, 3, 2, 2, 3, 2, 1, 3, 3, 1, 1, 0, 1, 2, 2, 1, 0, 1, 3, 0, 3, 4, 3, 1, 0, 2, 3, 0, 3, 3, 4, 3, 0, 3, 1, 1, 2, 2, 0, 3, 3, 0, 1, 0, 3, 2, 3, 0, 0, 1, 0, 2, 5, 4, 4, 0, 0, 0, 0, 1, 4, 4, 2, 3,  , 3, 0, 2, 0, 2, 2, 1, 2, 0, 0, 4, 2, 4, 5, 3, 0, 1, 163
F locrian (1b), 0, 1, 2, 0, 1, 2, 3, 1, 2, 1, 2, 0, 1, 2, 3, 1, 2, 4, 2, 4, 3, 5, 3, 2, 3, 1, 2, 0, 1, 2, 3, 1, 2, 1, 2, 3, 0, 5, 2, 2, 1, 1, 0, 3, 3, 3, 3, 1, 3, 4, 3, 6, 3, 5, 4, 2, 4, 2, 2, 3, 2, 4, 4, 0, 1, 1, 2, 5, 2, 2, 2, 1, 1, 0, 3, 1, 3, 2, 2, 1,  , 4, 2, 5, 2, 5, 4, 3, 4, 2, 1, 0, 0, 5, 3, 1, 2, 1, 216
G locrian (1#), 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 4, 3, 3, 3, 2, 1, 2, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 1, 3, 2, 1, 0, 1, 2, 1, 3, 1, 3, 2, 1, 4, 2, 3, 3, 2, 2, 2, 3, 0, 1, 1, 2, 1, 2, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 0, 1, 0, 3, 2, 1, 2,  , 5, 2, 4, 1, 4, 3, 1, 2, 0, 0, 2, 1, 3, 3, 2, 1, 0, 136
Bb major (2b), 0, 3, 1, 0, 1, 1, 2, 0, 3, 3, 1, 0, 1, 1, 2, 0, 1, 5, 2, 4, 3, 4, 3, 1, 3, 3, 1, 0, 1, 1, 2, 0, 1, 1, 2, 2, 1, 6, 1, 2, 0, 0, 1, 3, 3, 3, 4, 1, 2, 5, 3, 6, 3, 6, 4, 1, 2, 1, 2, 2, 1, 4, 3, 0, 1, 1, 1, 4, 3, 3, 3, 1, 1, 0, 4, 0, 2, 2, 1, 1,  , 5, 2, 5, 2, 5, 4, 3, 3, 1, 0, 1, 0, 5, 4, 1, 3, 1, 202
D major (2#), 0, 2, 2, 1, 2, 3, 3, 1, 3, 2, 2, 1, 2, 3, 3, 1, 1, 3, 1, 2, 2, 2, 2, 2, 4, 2, 2, 1, 2, 3, 3, 1, 1, 2, 5, 0, 5, 4, 4, 2, 0, 3, 5, 1, 4, 4, 5, 3, 0, 3, 0, 0, 2, 3, 1, 2, 5, 1, 2, 0, 4, 3, 4, 0, 1, 2, 0, 3, 4, 6, 5, 0, 1, 1, 1, 2, 3, 3, 3, 3,  , 1, 0, 2, 0, 2, 2, 2, 2, 0, 1, 5, 3, 5, 6, 4, 1, 1, 217
G minor (2b), 0, 2, 2, 0, 2, 2, 3, 0, 4, 2, 2, 0, 2, 2, 3, 0, 1, 4, 3, 1, 2, 4, 3, 3, 5, 2, 2, 0, 2, 2, 3, 0, 1, 2, 4, 2, 2, 4, 2, 2, 0, 0, 2, 2, 5, 3, 5, 2, 1, 4, 3, 3, 1, 4, 2, 3, 4, 1, 2, 2, 2, 2, 4, 0, 1, 2, 1, 3, 5, 3, 4, 1, 1, 0, 2, 1, 2, 4, 2, 2,  , 4, 1, 2, 2, 2, 3, 3, 4, 1, 0, 2, 1, 5, 5, 2, 1, 2, 213
B minor (2#), 0, 2, 4, 1, 2, 4, 5, 2, 4, 2, 4, 1, 2, 4, 5, 3, 2, 3, 1, 2, 1, 2, 3, 3, 4, 2, 4, 1, 2, 4, 5, 3, 2, 3, 4, 1, 4, 4, 5, 3, 1, 4, 5, 2, 5, 4, 6, 3, 1, 3, 0, 0, 1, 3, 2, 3, 6, 2, 3, 1, 5, 2, 4, 0, 1, 3, 1, 5, 5, 7, 5, 0, 1, 1, 2, 3, 4, 3, 4, 3,  , 2, 0, 1, 0, 1, 2, 3, 3, 1, 2, 5, 3, 4, 6, 4, 2, 3, 269
G minor mel (2b), 0, 2, 1, 0, 1, 1, 2, 0, 3, 2, 1, 0, 1, 1, 2, 0, 0, 3, 3, 2, 3, 3, 2, 3, 4, 2, 1, 0, 1, 1, 2, 0, 0, 1, 4, 1, 2, 3, 3, 2, 0, 1, 3, 1, 4, 2, 4, 3, 0, 3, 2, 2, 2, 3, 1, 3, 4, 0, 2, 1, 3, 1, 3, 0, 0, 1, 1, 2, 4, 4, 3, 0, 1, 0, 1, 1, 3, 3, 2, 3,  , 4, 1, 3, 1, 3, 2, 2, 3, 0, 0, 3, 2, 4, 4, 3, 1, 1, 177
B minor mel (2#), 1, 2, 5, 2, 3, 4, 4, 3, 3, 2, 5, 2, 3, 4, 4, 4, 2, 2, 1, 3, 1, 3, 3, 3, 3, 2, 5, 2, 3, 4, 4, 4, 2, 4, 3, 2, 3, 3, 6, 4, 2, 4, 4, 3, 4, 5, 5, 4, 1, 2, 0, 1, 2, 4, 2, 3, 5, 2, 4, 1, 6, 3, 5, 1, 1, 4, 1, 6, 4, 8, 4, 1, 1, 2, 3, 3, 5, 4, 5, 4,  , 1, 0, 2, 0, 2, 2, 4, 2, 2, 3, 4, 4, 5, 5, 5, 2, 4, 299
Bb major blues (2b), 0, 4, 2, 1, 2, 2, 4, 1, 4, 4, 2, 1, 2, 2, 4, 1, 2, 6, 2, 6, 4, 6, 5, 3, 4, 4, 2, 1, 2, 2, 4, 1, 2, 1, 3, 4, 1, 6, 4, 4, 1, 3, 2, 5, 4, 3, 4, 3, 3, 6, 3, 7, 4, 7, 6, 3, 4, 2, 3, 3, 4, 4, 4, 1, 2, 2, 2, 6, 4, 4, 3, 1, 2, 1, 5, 1, 4, 3, 3, 3,  , 5, 2, 6, 2, 6, 5, 5, 4, 2, 2, 3, 1, 5, 4, 3, 5, 1, 311
D major blues (2#), 1, 2, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 3, 3, 3, 2, 1, 4, 2, 4, 3, 3, 2, 3, 4, 2, 3, 2, 3, 3, 3, 2, 1, 3, 5, 1, 5, 4, 5, 3, 1, 3, 5, 2, 4, 5, 5, 4, 1, 4, 1, 3, 4, 4, 2, 3, 5, 1, 3, 0, 5, 4, 5, 1, 1, 3, 0, 4, 5, 7, 5, 1, 1, 2, 2, 2, 5, 5, 4, 4,  , 2, 1, 4, 0, 4, 3, 3, 2, 1, 2, 5, 4, 6, 6, 5, 1, 2, 288
G minor blues (2b), 0, 2, 2, 1, 2, 2, 4, 1, 4, 2, 2, 1, 2, 2, 4, 1, 2, 6, 3, 4, 4, 5, 4, 4, 5, 2, 2, 1, 2, 2, 4, 1, 2, 1, 4, 4, 1, 5, 4, 3, 1, 3, 2, 4, 5, 3, 4, 3, 3, 6, 3, 5, 3, 4, 5, 4, 5, 2, 2, 3, 4, 3, 4, 1, 2, 2, 2, 4, 5, 4, 3, 1, 2, 1, 3, 1, 4, 4, 3, 3,  , 5, 2, 4, 2, 4, 5, 4, 4, 2, 2, 3, 1, 5, 4, 3, 3, 1, 287
B minor blues (2#), 1, 2, 4, 2, 3, 5, 4, 2, 4, 2, 4, 2, 3, 5, 4, 3, 1, 4, 2, 4, 2, 3, 2, 3, 5, 2, 4, 2, 3, 5, 4, 3, 1, 4, 5, 1, 5, 5, 5, 3, 1, 5, 5, 2, 6, 6, 5, 4, 1, 4, 1, 3, 3, 4, 2, 3, 5, 1, 3, 0, 5, 4, 5, 1, 1, 4, 0, 6, 7, 8, 6, 1, 1, 2, 2, 2, 5, 6, 4, 4,  , 2, 1, 3, 0, 3, 3, 3, 2, 1, 2, 6, 4, 6, 7, 5, 1, 4, 319
Bb dorian (2b), 0, 3, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 0, 0, 1, 0, 0, 4, 2, 5, 4, 3, 2, 1, 2, 3, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 5, 2, 2, 0, 1, 2, 2, 2, 2, 3, 2, 1, 4, 2, 5, 4, 5, 3, 1, 2, 0, 2, 1, 2, 3, 2, 0, 0, 0, 1, 3, 2, 4, 2, 0, 1, 0, 3, 0, 3, 1, 1, 2,  , 5, 2, 6, 1, 6, 3, 2, 2, 0, 0, 2, 1, 4, 3, 2, 3, 0, 166
