 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
A minor (0), 7, 0, 0, 2, 1, 3, 6, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 4, 8, 0, 1, 1, 0, 0, 1, 0, 3, 1,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 3, 0, 2, 0, 0, 0, 63
A minor mel (0), 7, 0, 0, 2, 1, 3, 6, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 4, 8, 0, 1, 1, 0, 0, 1, 0, 3, 1,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 3, 0, 2, 0, 0, 0, 63
C major blues (0), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
A minor blues (0), 7, 0, 0, 2, 1, 3, 6, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 4, 8, 0, 1, 1, 0, 0, 1, 0, 3, 1,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 3, 0, 2, 0, 0, 0, 63
C dorian (0), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
C phrygian (0), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
C lydian (0), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
C mixolydian (0), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
C aeolian (0), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
C locrian (0), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
F major (1b), 6, 0, 0, 1, 0, 2, 5, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 1,  , 4, 1, 3, 4, 0, 1, 0, 0, 0, 0, 0, 2, 3,  , 0, 3, 3,  , 1, 0, 0, 0, 0, 1, 1, 1, 0, 3, 0, 1, 0, 52
G major (1#), 5, 1, 0, 2, 1, 2, 7, 1, 1, 2, 0, 1, 1, 1, 0, 3, 2, 2,  , 3, 1, 4, 6, 0, 2, 2, 1, 0, 1, 1, 1, 1,  , 1, 3, 2,  , 1, 1, 1, 2, 2, 1, 1, 3, 1, 3, 0, 0, 0, 77
D minor (1b), 6, 0, 0, 1, 0, 2, 5, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1,  , 4, 1, 4, 7, 0, 1, 0, 0, 0, 0, 0, 2, 2,  , 0, 3, 3,  , 1, 0, 0, 0, 0, 1, 2, 2, 0, 3, 0, 1, 0, 56
E minor (1#), 5, 1, 0, 3, 3, 2, 7, 1, 2, 1, 0, 1, 1, 1, 0, 3, 3, 2,  , 3, 1, 5, 8, 0, 2, 3, 1, 0, 1, 1, 3, 1,  , 1, 3, 2,  , 1, 1, 1, 2, 3, 1, 1, 4, 1, 3, 0, 0, 0, 89
D minor mel (1b), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
E minor mel (1#), 7, 0, 0, 2, 1, 3, 6, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 4, 8, 0, 1, 1, 0, 0, 1, 0, 3, 1,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 3, 0, 2, 0, 0, 0, 63
F major blues (1b), 7, 0, 0, 2, 1, 3, 6, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 4, 8, 0, 1, 1, 0, 0, 1, 0, 3, 1,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 3, 0, 2, 0, 0, 0, 63
G major blues (1#), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
D minor blues (1b), 7, 0, 0, 2, 1, 3, 6, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 4, 8, 0, 1, 1, 0, 0, 1, 0, 3, 1,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 3, 0, 2, 0, 0, 0, 63
E minor blues (1#), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
F dorian (1b), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
G dorian (1#), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
F phrygian (1b), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
G phrygian (1#), 6, 0, 0, 2, 1, 3, 6, 0, 1, 2, 0, 0, 0, 0, 0, 2, 2, 1,  , 3, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 1, 2,  , 0, 2, 2,  , 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0, 0, 0, 56
