 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
C locrian (0), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
F major (1b), 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 3, 0, 2, 3, 4, 1, 0,  , 0, 1, 0, 1, 1, 1, 2, 2, 0, 2, 3, 0, 0, 1, 0, 2, 1,  , 3, 6, 1, 1, 2, 1, 6, 3, 3, 5, 3, 3, 0, 2, 0, 1, 0, 2, 0, 85
G major (1#), 0, 5, 2, 1, 1, 1, 4, 1, 1, 0, 6, 2, 0, 1, 1, 1, 3, 5, 1, 3, 2, 4, 3, 2,  , 1, 1, 1, 2, 3, 2, 4, 2, 1, 1, 5, 0, 2, 3, 2, 4, 3,  , 3, 4, 2, 4, 3, 1, 5, 5, 5, 5, 3, 3, 0, 1, 2, 5, 2, 3, 0, 143
D minor (1b), 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 4, 0, 2, 3, 4, 1, 0,  , 0, 1, 0, 1, 2, 1, 2, 2, 0, 2, 3, 0, 0, 1, 0, 4, 2,  , 2, 6, 2, 2, 3, 1, 6, 4, 4, 4, 2, 2, 0, 1, 0, 3, 0, 2, 0, 92
E minor (1#), 0, 3, 3, 1, 1, 1, 5, 4, 1, 0, 6, 4, 0, 1, 9, 3, 3, 5, 1, 3, 2, 4, 5, 3,  , 1, 1, 1, 2, 4, 2, 8, 3, 3, 1, 3, 0, 3, 3, 3, 6, 4,  , 3, 4, 2, 5, 3, 1, 1, 7, 6, 4, 4, 3, 0, 1, 3, 5, 3, 2, 0, 173
D minor mel (1b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
E minor mel (1#), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
F major blues (1b), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
G major blues (1#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
D minor blues (1b), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
E minor blues (1#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
F dorian (1b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
G dorian (1#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
F phrygian (1b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
G phrygian (1#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
F lydian (1b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
G lydian (1#), 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 3, 0, 2, 3, 4, 1, 0,  , 0, 1, 0, 1, 1, 1, 2, 2, 0, 2, 3, 0, 0, 1, 0, 2, 1,  , 3, 6, 1, 1, 2, 1, 6, 3, 3, 5, 3, 3, 0, 2, 0, 1, 0, 2, 0, 85
F mixolydian (1b), 0, 5, 2, 1, 1, 1, 4, 1, 1, 0, 6, 2, 0, 1, 1, 1, 3, 5, 1, 3, 2, 4, 3, 2,  , 1, 1, 1, 2, 3, 2, 4, 2, 1, 1, 5, 0, 2, 3, 2, 4, 3,  , 3, 4, 2, 4, 3, 1, 5, 5, 5, 5, 3, 3, 0, 1, 2, 5, 2, 3, 0, 143
G mixolydian (1#), 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 4, 0, 2, 3, 4, 1, 0,  , 0, 1, 0, 1, 2, 1, 2, 2, 0, 2, 3, 0, 0, 1, 0, 4, 2,  , 2, 6, 2, 2, 3, 1, 6, 4, 4, 4, 2, 2, 0, 1, 0, 3, 0, 2, 0, 92
F aeolian (1b), 0, 3, 3, 1, 1, 1, 5, 4, 1, 0, 6, 4, 0, 1, 9, 3, 3, 5, 1, 3, 2, 4, 5, 3,  , 1, 1, 1, 2, 4, 2, 8, 3, 3, 1, 3, 0, 3, 3, 3, 6, 4,  , 3, 4, 2, 5, 3, 1, 1, 7, 6, 4, 4, 3, 0, 1, 3, 5, 3, 2, 0, 173
G aeolian (1#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
F locrian (1b), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
G locrian (1#), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
Bb major (2b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
D major (2#), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
G minor (2b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
B minor (2#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
G minor mel (2b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
B minor mel (2#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
Bb major blues (2b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
D major blues (2#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
G minor blues (2b), 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 3, 0, 2, 3, 4, 1, 0,  , 0, 1, 0, 1, 1, 1, 2, 2, 0, 2, 3, 0, 0, 1, 0, 2, 1,  , 3, 6, 1, 1, 2, 1, 6, 3, 3, 5, 3, 3, 0, 2, 0, 1, 0, 2, 0, 85
B minor blues (2#), 0, 5, 2, 1, 1, 1, 4, 1, 1, 0, 6, 2, 0, 1, 1, 1, 3, 5, 1, 3, 2, 4, 3, 2,  , 1, 1, 1, 2, 3, 2, 4, 2, 1, 1, 5, 0, 2, 3, 2, 4, 3,  , 3, 4, 2, 4, 3, 1, 5, 5, 5, 5, 3, 3, 0, 1, 2, 5, 2, 3, 0, 143
Bb dorian (2b), 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 4, 0, 2, 3, 4, 1, 0,  , 0, 1, 0, 1, 2, 1, 2, 2, 0, 2, 3, 0, 0, 1, 0, 4, 2,  , 2, 6, 2, 2, 3, 1, 6, 4, 4, 4, 2, 2, 0, 1, 0, 3, 0, 2, 0, 92
D dorian (2#), 0, 3, 3, 1, 1, 1, 5, 4, 1, 0, 6, 4, 0, 1, 9, 3, 3, 5, 1, 3, 2, 4, 5, 3,  , 1, 1, 1, 2, 4, 2, 8, 3, 3, 1, 3, 0, 3, 3, 3, 6, 4,  , 3, 4, 2, 5, 3, 1, 1, 7, 6, 4, 4, 3, 0, 1, 3, 5, 3, 2, 0, 173
Bb phrygian (2b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
D phrygian (2#), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
Bb lydian (2b), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
D lydian (2#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
Bb mixolydian (2b), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
D mixolydian (2#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
Bb aeolian (2b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
D aeolian (2#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
Bb locrian (2b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
D locrian (2#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
Eb major (3b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
A major (3#), 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 3, 0, 2, 3, 4, 1, 0,  , 0, 1, 0, 1, 1, 1, 2, 2, 0, 2, 3, 0, 0, 1, 0, 2, 1,  , 3, 6, 1, 1, 2, 1, 6, 3, 3, 5, 3, 3, 0, 2, 0, 1, 0, 2, 0, 85
C minor (3b), 0, 5, 2, 1, 1, 1, 4, 1, 1, 0, 6, 2, 0, 1, 1, 1, 3, 5, 1, 3, 2, 4, 3, 2,  , 1, 1, 1, 2, 3, 2, 4, 2, 1, 1, 5, 0, 2, 3, 2, 4, 3,  , 3, 4, 2, 4, 3, 1, 5, 5, 5, 5, 3, 3, 0, 1, 2, 5, 2, 3, 0, 143
F# minor (3#), 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 4, 0, 0, 0, 0, 0, 3, 4, 0, 2, 3, 4, 1, 0,  , 0, 1, 0, 1, 2, 1, 2, 2, 0, 2, 3, 0, 0, 1, 0, 4, 2,  , 2, 6, 2, 2, 3, 1, 6, 4, 4, 4, 2, 2, 0, 1, 0, 3, 0, 2, 0, 92
C minor mel (3b), 0, 3, 3, 1, 1, 1, 5, 4, 1, 0, 6, 4, 0, 1, 9, 3, 3, 5, 1, 3, 2, 4, 5, 3,  , 1, 1, 1, 2, 4, 2, 8, 3, 3, 1, 3, 0, 3, 3, 3, 6, 4,  , 3, 4, 2, 5, 3, 1, 1, 7, 6, 4, 4, 3, 0, 1, 3, 5, 3, 2, 0, 173
F# minor mel (3#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
Eb major blues (3b), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
A major blues (3#), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
C minor blues (3b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
F# minor blues (3#), 0, 3, 1, 0, 0, 1, 4, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 5, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 3, 1, 4, 3, 1, 1, 4, 0, 1, 2, 1, 5, 3,  , 2, 5, 3, 3, 2, 0, 5, 6, 6, 5, 4, 2, 0, 1, 1, 4, 1, 3, 0, 124
Eb dorian (3b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
A dorian (3#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
Eb phrygian (3b), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
A phrygian (3#), 0, 4, 1, 0, 0, 1, 3, 1, 2, 0, 5, 1, 0, 0, 1, 1, 2, 4, 1, 2, 2, 5, 2, 1,  , 0, 1, 0, 1, 2, 1, 3, 3, 1, 1, 4, 0, 1, 2, 1, 3, 2,  , 2, 5, 3, 2, 1, 0, 5, 4, 4, 6, 4, 2, 0, 2, 1, 2, 1, 3, 0, 112
