 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
A minor (0), 1, 1, 1, 0, 1, 2, 2, 3, 0, 1, 1, 1, 1, 1, 3, 1, 3, 0, 0, 3, 1, 3, 1, 2, 0, 3, 2, 3, 1, 0, 3, 4, 1, 1, 2,  , 3, 2, 3, 4, 3, 1, 3, 4, 1, 0, 1, 3, 1, 82
A minor mel (0), 2, 2, 2, 0, 2, 2, 2, 3, 0, 2, 2, 1, 1, 1, 4, 2, 4, 0, 1, 4, 2, 4, 2, 1, 0, 3, 3, 3, 2, 0, 4, 4, 2, 0, 3,  , 3, 3, 4, 3, 4, 1, 2, 4, 2, 1, 2, 4, 1, 104
C major blues (0), 3, 3, 2, 0, 2, 2, 2, 4, 1, 2, 2, 1, 1, 1, 5, 4, 2, 1, 3, 4, 2, 4, 1, 1, 1, 3, 4, 4, 2, 0, 3, 3, 2, 4, 3,  , 1, 2, 4, 4, 4, 1, 3, 3, 2, 2, 2, 3, 1, 114
A minor blues (0), 3, 3, 2, 0, 2, 2, 2, 4, 1, 3, 2, 1, 1, 1, 4, 4, 3, 1, 3, 4, 2, 5, 1, 1, 1, 3, 4, 2, 2, 0, 4, 4, 2, 4, 3,  , 2, 2, 4, 4, 4, 1, 3, 4, 2, 2, 2, 6, 1, 121
C dorian (0), 1, 1, 1, 0, 1, 1, 1, 2, 0, 2, 1, 0, 0, 0, 4, 3, 2, 0, 1, 3, 1, 4, 1, 0, 0, 2, 3, 4, 2, 0, 2, 2, 1, 1, 3,  , 1, 2, 3, 3, 3, 1, 1, 2, 1, 1, 1, 2, 0, 71
C phrygian (0), 1, 1, 0, 0, 0, 2, 1, 3, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 3, 3, 3, 1, 0, 1, 1, 0, 3, 2,  , 1, 0, 2, 3, 1, 1, 2, 1, 0, 1, 0, 2, 0, 52
C lydian (0), 1, 1, 1, 0, 1, 1, 1, 2, 0, 2, 1, 0, 0, 0, 4, 3, 2, 0, 1, 3, 1, 4, 1, 0, 0, 2, 3, 4, 2, 0, 2, 2, 1, 1, 3,  , 1, 2, 3, 3, 3, 1, 1, 2, 1, 1, 1, 2, 0, 71
C mixolydian (0), 1, 1, 0, 0, 0, 2, 1, 3, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 3, 3, 3, 1, 0, 1, 1, 0, 3, 2,  , 1, 0, 2, 3, 1, 1, 2, 1, 0, 1, 0, 2, 0, 52
C aeolian (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
C locrian (0), 2, 2, 1, 0, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 3, 2, 0, 1, 2, 2, 1, 1, 0, 1, 1, 3, 2, 3, 0, 0, 2, 2, 1, 4, 1,  , 0, 0, 3, 3, 2, 0, 3, 2, 1, 1, 1, 2, 1, 70
F major (1b), 1, 1, 0, 0, 0, 2, 1, 3, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 2, 0, 2, 1, 3, 3, 3, 1, 0, 1, 1, 0, 3, 2,  , 1, 0, 2, 3, 1, 1, 2, 1, 0, 1, 0, 2, 0, 53
G major (1#), 1, 1, 1, 0, 1, 1, 1, 2, 0, 2, 1, 0, 0, 0, 3, 3, 2, 0, 1, 3, 1, 4, 1, 0, 0, 2, 3, 2, 2, 0, 2, 3, 1, 1, 3,  , 1, 2, 3, 3, 3, 1, 1, 3, 1, 1, 1, 2, 0, 70
D minor (1b), 2, 2, 0, 1, 1, 2, 1, 3, 1, 2, 0, 2, 0, 2, 2, 2, 2, 0, 2, 0, 1, 4, 0, 2, 2, 4, 4, 0, 2, 1, 2, 1, 1, 4, 3,  , 2, 1, 3, 4, 2, 1, 3, 1, 1, 2, 1, 5, 0, 84
E minor (1#), 1, 1, 2, 0, 1, 0, 2, 2, 1, 3, 1, 1, 0, 1, 4, 5, 4, 1, 2, 5, 2, 4, 1, 0, 1, 3, 3, 4, 3, 0, 4, 4, 1, 2, 3,  , 1, 3, 3, 5, 5, 0, 2, 4, 2, 2, 2, 6, 0, 107
D minor mel (1b), 1, 1, 0, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 1, 3, 3, 2, 0, 1, 1, 1, 5, 0, 2, 1, 3, 3, 1, 2, 1, 2, 2, 1, 3, 3,  , 2, 2, 3, 5, 3, 1, 3, 2, 1, 1, 1, 4, 0, 81
E minor mel (1#), 2, 2, 2, 1, 2, 0, 2, 2, 2, 3, 1, 2, 0, 2, 5, 6, 5, 1, 3, 4, 3, 5, 1, 1, 2, 4, 4, 3, 4, 1, 4, 3, 2, 3, 4,  , 2, 4, 4, 6, 6, 0, 3, 3, 3, 3, 3, 6, 0, 134
F major blues (1b), 3, 3, 2, 1, 1, 3, 2, 4, 2, 1, 2, 1, 1, 2, 4, 4, 1, 1, 2, 4, 2, 3, 0, 2, 1, 4, 3, 5, 1, 0, 2, 4, 2, 4, 2,  , 2, 2, 3, 5, 4, 1, 3, 4, 1, 2, 1, 2, 1, 110
G major blues (1#), 3, 3, 1, 1, 2, 2, 1, 3, 1, 2, 1, 2, 0, 2, 4, 4, 3, 0, 3, 3, 2, 5, 1, 2, 2, 4, 5, 2, 3, 1, 2, 3, 2, 4, 4,  , 2, 3, 4, 5, 4, 1, 3, 3, 2, 3, 2, 3, 0, 118
D minor blues (1b), 3, 3, 2, 1, 1, 3, 2, 4, 2, 2, 2, 1, 1, 2, 3, 4, 1, 1, 2, 4, 2, 4, 0, 1, 1, 4, 3, 3, 1, 0, 3, 5, 2, 4, 2,  , 2, 2, 3, 5, 4, 1, 3, 5, 1, 2, 1, 5, 1, 114
E minor blues (1#), 3, 3, 1, 1, 2, 2, 1, 3, 1, 3, 1, 2, 0, 2, 4, 5, 4, 0, 3, 4, 2, 6, 1, 2, 2, 5, 4, 3, 3, 1, 3, 4, 2, 4, 3,  , 3, 4, 4, 7, 5, 1, 3, 4, 2, 3, 2, 6, 0, 134
F dorian (1b), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 2, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 50
G dorian (1#), 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 0, 1, 4, 4, 3, 0, 2, 2, 2, 5, 1, 1, 1, 3, 4, 1, 3, 1, 2, 2, 2, 2, 4,  , 2, 3, 4, 4, 4, 1, 2, 2, 2, 2, 2, 2, 0, 97
F phrygian (1b), 2, 2, 1, 0, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 3, 2, 0, 1, 2, 2, 1, 1, 0, 2, 1, 3, 2, 3, 0, 0, 2, 2, 1, 4, 1,  , 0, 0, 3, 3, 2, 0, 3, 2, 1, 1, 1, 2, 1, 71
G phrygian (1#), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 2, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 2, 1, 0, 1, 3, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 3, 0, 0, 0, 1, 0, 48
F lydian (1b), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 2, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 50
G lydian (1#), 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 0, 1, 4, 4, 3, 0, 2, 2, 2, 5, 1, 1, 1, 3, 4, 1, 3, 1, 2, 2, 2, 2, 4,  , 2, 3, 4, 4, 4, 1, 2, 2, 2, 2, 2, 2, 0, 97
F mixolydian (1b), 2, 2, 1, 0, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 3, 2, 0, 1, 2, 2, 1, 1, 0, 2, 1, 3, 2, 3, 0, 0, 2, 2, 1, 4, 1,  , 0, 0, 3, 3, 2, 0, 3, 2, 1, 1, 1, 2, 1, 71
G mixolydian (1#), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 2, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 2, 1, 0, 1, 3, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 3, 0, 0, 0, 1, 0, 48
F aeolian (1b), 1, 1, 0, 0, 0, 2, 1, 3, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 2, 0, 2, 1, 3, 3, 3, 1, 0, 1, 1, 0, 3, 2,  , 1, 0, 2, 3, 1, 1, 2, 1, 0, 1, 0, 2, 0, 53
G aeolian (1#), 1, 1, 1, 0, 1, 1, 1, 2, 0, 2, 1, 0, 0, 0, 3, 3, 2, 0, 1, 3, 1, 4, 1, 0, 0, 2, 3, 2, 2, 0, 2, 3, 1, 1, 3,  , 1, 2, 3, 3, 3, 1, 1, 3, 1, 1, 1, 2, 0, 70
F locrian (1b), 3, 3, 2, 1, 1, 2, 1, 3, 2, 0, 2, 1, 1, 2, 3, 3, 0, 1, 2, 3, 2, 0, 0, 2, 1, 4, 2, 4, 0, 0, 1, 3, 2, 3, 1,  , 1, 1, 3, 4, 3, 0, 3, 3, 1, 2, 1, 1, 1, 85
G locrian (1#), 1, 1, 0, 0, 0, 2, 1, 3, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 3, 3, 1, 1, 0, 1, 2, 0, 3, 2,  , 1, 0, 2, 3, 1, 1, 2, 2, 0, 1, 0, 2, 0, 51
Bb major (2b), 3, 2, 1, 0, 1, 1, 2, 3, 1, 1, 1, 4, 1, 2, 3, 2, 0, 1, 5, 2, 1, 1, 0, 2, 2, 2, 3, 3, 0, 0, 2, 2, 1, 4, 1,  , 0, 0, 3, 3, 2, 0, 3, 2, 1, 1, 1, 2, 1, 79
D major (2#), 2, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 0, 1, 4, 4, 3, 0, 2, 2, 2, 6, 1, 1, 1, 3, 4, 1, 3, 1, 3, 2, 2, 2, 4,  , 2, 3, 4, 4, 4, 1, 2, 2, 2, 2, 2, 5, 0, 103
