 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
C locrian (0), 1:1:0:0:0, 2:2:0:0:0, 4:4:0:0:0, 4:4:0:0:0, 1:1:0:0:0, 1:1:0:0:0, 3:3:0:0:0, 0:0:0:0:0, 2:2:0:0:0, 1:1:0:0:0, 1:1:0:0:0, 2:2:0:0:0, 2:2:0:0:1, 2:2:0:0:0, 4:4:0:0:0, 4:4:0:0:0, 1:1:0:0:0, 1:1:0:0:0, 3:3:0:0:0, 0:0:0:0:0, 2:2:0:0:0, 1:1:0:0:0, 1:1:0:0:0, 2:2:0:0:0, 2:2:0:0:1, 1:1:0:0:0, 3:3:0:0:0, 0:0:0:0:0, 1:1:0:0:0, 4:4:0:0:0, 4:3:0:1:2, 2:2:0:0:1, 3:3:0:0:0, 4:3:0:0:0, 3:3:0:0:1, 1:1:0:0:0, 2:2:0:0:0, 3:2:0:0:0, 3:3:0:0:0, 1:1:0:0:0, 1:1:0:0:0, 2:2:0:0:1, 4:4:0:0:0, 3:3:0:0:0, 3:3:0:0:0, 0:0:0:0:0, 3:3:0:0:1, 0:0:0:0:0, 1:1:0:0:0, 2:2:0:0:0, 2:2:0:0:0, 2:2:0:0:0, 0:0:0:0:0, 2:2:0:0:0, 2:2:0:0:0, 0:0:0:0:0, 2:2:0:0:0, 3:3:0:0:0, 2:2:0:0:0, 3:3:0:0:1, 1:1:0:0:0, 1:1:0:0:0, 3:3:0:0:0, 2:2:0:0:0, 1:1:0:0:0, 2:2:0:0:0, 4:4:0:0:0, 0:0:0:0:0,  , 7:5:0:0:0, 5:4:0:0:1, 4:4:1:0:2, 2:2:0:0:1, 1:1:0:0:0, 152:146:1:1:13
F major (1b), 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:2:0:1:2, 2:1:0:0:1, 2:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0,  , 7:0:1:0:1, 4:1:0:0:1, 3:1:1:0:2, 2:0:0:0:0, 0:0:0:0:0, 105:11:4:1:15
G major (1#), 1:0:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 2:0:0:0:2, 1:0:0:0:0, 2:1:0:0:0, 3:3:0:0:0, 3:0:1:0:3, 3:1:0:0:0, 3:0:0:0:3, 3:1:0:0:1, 2:1:0:0:1, 2:1:0:0:0, 3:1:0:0:1, 4:1:0:0:1, 4:1:0:0:3, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:2:0:0:1, 3:2:1:0:1, 4:3:0:0:0, 0:0:0:0:0, 3:0:1:0:3, 1:0:0:0:0, 2:0:0:0:1, 3:1:0:0:1, 2:0:0:0:2, 3:0:0:0:2, 0:0:0:0:0, 3:1:0:0:1, 2:1:0:0:2, 1:0:0:0:0, 3:2:0:0:0, 4:2:0:0:1, 3:1:0:0:1, 3:1:0:0:1, 1:1:0:0:0, 1:0:0:0:1, 4:2:0:0:1, 3:1:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:1:0:0:4, 1:0:0:0:0,  , 6:1:0:0:2, 4:1:0:0:1, 5:2:1:0:2, 2:1:0:0:0, 2:1:0:0:0, 178:55:6:0:76
D minor (1b), 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:2:0:1:2, 2:1:0:0:1, 2:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0,  , 7:0:1:0:1, 4:1:0:0:1, 3:1:1:0:2, 2:0:0:0:0, 0:0:0:0:0, 105:11:4:1:15
E minor (1#), 1:0:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 2:0:0:0:2, 1:0:0:0:0, 2:1:0:0:0, 3:3:0:0:0, 3:0:1:0:3, 3:1:0:0:0, 3:0:0:0:3, 3:1:0:0:1, 2:1:0:0:1, 2:1:0:0:0, 3:1:0:0:1, 4:1:0:0:1, 4:1:0:0:3, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:2:0:0:1, 3:2:1:0:1, 4:3:0:0:0, 0:0:0:0:0, 3:0:1:0:3, 1:0:0:0:0, 2:0:0:0:1, 3:1:0:0:1, 2:0:0:0:2, 3:0:0:0:2, 0:0:0:0:0, 3:1:0:0:1, 2:1:0:0:2, 1:0:0:0:0, 3:2:0:0:0, 4:2:0:0:1, 3:1:0:0:1, 3:1:0:0:1, 1:1:0:0:0, 1:0:0:0:1, 4:2:0:0:1, 3:1:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:1:0:0:4, 1:0:0:0:0,  , 6:1:0:0:2, 4:1:0:0:1, 5:2:1:0:2, 2:1:0:0:0, 2:1:0:0:0, 178:55:6:0:76
D minor mel (1b), 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:2:0:1:2, 2:1:0:0:1, 2:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0,  , 7:0:1:0:1, 4:1:0:0:1, 3:1:1:0:2, 2:0:0:0:0, 0:0:0:0:0, 105:11:4:1:15
E minor mel (1#), 1:0:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 2:0:0:0:2, 1:0:0:0:0, 2:1:0:0:0, 3:3:0:0:0, 3:0:1:0:3, 3:1:0:0:0, 3:0:0:0:3, 3:1:0:0:1, 2:1:0:0:1, 2:1:0:0:0, 3:1:0:0:1, 4:1:0:0:1, 4:1:0:0:3, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:2:0:0:1, 3:2:1:0:1, 4:3:0:0:0, 0:0:0:0:0, 3:0:1:0:3, 1:0:0:0:0, 2:0:0:0:1, 3:1:0:0:1, 2:0:0:0:2, 3:0:0:0:2, 0:0:0:0:0, 3:1:0:0:1, 2:1:0:0:2, 1:0:0:0:0, 3:2:0:0:0, 4:2:0:0:1, 3:1:0:0:1, 3:1:0:0:1, 1:1:0:0:0, 1:0:0:0:1, 4:2:0:0:1, 3:1:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:1:0:0:4, 1:0:0:0:0,  , 6:1:0:0:2, 4:1:0:0:1, 5:2:1:0:2, 2:1:0:0:0, 2:1:0:0:0, 178:55:6:0:76
F major blues (1b), 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:2:0:1:2, 2:1:0:0:1, 2:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0,  , 7:0:1:0:1, 4:1:0:0:1, 3:1:1:0:2, 2:0:0:0:0, 0:0:0:0:0, 105:11:4:1:15
G major blues (1#), 1:0:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 2:0:0:0:2, 1:0:0:0:0, 2:1:0:0:0, 3:3:0:0:0, 3:0:1:0:3, 3:1:0:0:0, 3:0:0:0:3, 3:1:0:0:1, 2:1:0:0:1, 2:1:0:0:0, 3:1:0:0:1, 4:1:0:0:1, 4:1:0:0:3, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:2:0:0:1, 3:2:1:0:1, 4:3:0:0:0, 0:0:0:0:0, 3:0:1:0:3, 1:0:0:0:0, 2:0:0:0:1, 3:1:0:0:1, 2:0:0:0:2, 3:0:0:0:2, 0:0:0:0:0, 3:1:0:0:1, 2:1:0:0:2, 1:0:0:0:0, 3:2:0:0:0, 4:2:0:0:1, 3:1:0:0:1, 3:1:0:0:1, 1:1:0:0:0, 1:0:0:0:1, 4:2:0:0:1, 3:1:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:1:0:0:4, 1:0:0:0:0,  , 6:1:0:0:2, 4:1:0:0:1, 5:2:1:0:2, 2:1:0:0:0, 2:1:0:0:0, 178:55:6:0:76
D minor blues (1b), 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:2:0:1:2, 2:1:0:0:1, 2:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0,  , 7:0:1:0:1, 4:1:0:0:1, 3:1:1:0:2, 2:0:0:0:0, 0:0:0:0:0, 105:11:4:1:15
E minor blues (1#), 1:0:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 2:0:0:0:2, 1:0:0:0:0, 2:1:0:0:0, 3:3:0:0:0, 3:0:1:0:3, 3:1:0:0:0, 3:0:0:0:3, 3:1:0:0:1, 2:1:0:0:1, 2:1:0:0:0, 3:1:0:0:1, 4:1:0:0:1, 4:1:0:0:3, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:2:0:0:1, 3:2:1:0:1, 4:3:0:0:0, 0:0:0:0:0, 3:0:1:0:3, 1:0:0:0:0, 2:0:0:0:1, 3:1:0:0:1, 2:0:0:0:2, 3:0:0:0:2, 0:0:0:0:0, 3:1:0:0:1, 2:1:0:0:2, 1:0:0:0:0, 3:2:0:0:0, 4:2:0:0:1, 3:1:0:0:1, 3:1:0:0:1, 1:1:0:0:0, 1:0:0:0:1, 4:2:0:0:1, 3:1:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:1:0:0:4, 1:0:0:0:0,  , 6:1:0:0:2, 4:1:0:0:1, 5:2:1:0:2, 2:1:0:0:0, 2:1:0:0:0, 178:55:6:0:76
F dorian (1b), 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:2:0:1:2, 2:1:0:0:1, 2:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0,  , 7:0:1:0:1, 4:1:0:0:1, 3:1:1:0:2, 2:0:0:0:0, 0:0:0:0:0, 105:11:4:1:15
G dorian (1#), 1:0:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 2:0:0:0:2, 1:0:0:0:0, 2:1:0:0:0, 3:3:0:0:0, 3:0:1:0:3, 3:1:0:0:0, 3:0:0:0:3, 3:1:0:0:1, 2:1:0:0:1, 2:1:0:0:0, 3:1:0:0:1, 4:1:0:0:1, 4:1:0:0:3, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:2:0:0:1, 3:2:1:0:1, 4:3:0:0:0, 0:0:0:0:0, 3:0:1:0:3, 1:0:0:0:0, 2:0:0:0:1, 3:1:0:0:1, 2:0:0:0:2, 3:0:0:0:2, 0:0:0:0:0, 3:1:0:0:1, 2:1:0:0:2, 1:0:0:0:0, 3:2:0:0:0, 4:2:0:0:1, 3:1:0:0:1, 3:1:0:0:1, 1:1:0:0:0, 1:0:0:0:1, 4:2:0:0:1, 3:1:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:1:0:0:4, 1:0:0:0:0,  , 6:1:0:0:2, 4:1:0:0:1, 5:2:1:0:2, 2:1:0:0:0, 2:1:0:0:0, 178:55:6:0:76
F phrygian (1b), 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:2:0:1:2, 2:1:0:0:1, 2:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0,  , 7:0:1:0:1, 4:1:0:0:1, 3:1:1:0:2, 2:0:0:0:0, 0:0:0:0:0, 105:11:4:1:15
G phrygian (1#), 1:0:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 3:0:0:0:2, 5:1:0:0:4, 2:0:0:0:1, 2:0:0:0:1, 3:2:1:0:1, 1:0:0:0:0, 2:1:0:0:1, 1:0:0:0:1, 1:0:0:0:1, 3:2:0:0:0, 3:1:0:0:1, 1:1:0:0:0, 2:0:0:0:2, 1:0:0:0:0, 2:1:0:0:0, 3:3:0:0:0, 3:0:1:0:3, 3:1:0:0:0, 3:0:0:0:3, 3:1:0:0:1, 2:1:0:0:1, 2:1:0:0:0, 3:1:0:0:1, 4:1:0:0:1, 4:1:0:0:3, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:2:0:0:1, 3:2:1:0:1, 4:3:0:0:0, 0:0:0:0:0, 3:0:1:0:3, 1:0:0:0:0, 2:0:0:0:1, 3:1:0:0:1, 2:0:0:0:2, 3:0:0:0:2, 0:0:0:0:0, 3:1:0:0:1, 2:1:0:0:2, 1:0:0:0:0, 3:2:0:0:0, 4:2:0:0:1, 3:1:0:0:1, 3:1:0:0:1, 1:1:0:0:0, 1:0:0:0:1, 4:2:0:0:1, 3:1:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 5:1:0:0:4, 1:0:0:0:0,  , 6:1:0:0:2, 4:1:0:0:1, 5:2:1:0:2, 2:1:0:0:0, 2:1:0:0:0, 178:55:6:0:76
F lydian (1b), 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 3:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:2:0:1:2, 2:1:0:0:1, 2:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:1:0:0:1, 3:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0,  , 7:0:1:0:1, 4:1:0:0:1, 3:1:1:0:2, 2:0:0:0:0, 0:0:0:0:0, 105:11:4:1:15
