 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 1, 1, 2,  , 2, 1, 2,  , 1, 1, 2, 4, 4, 4, 3, 2, 3, 2, 2, 2, 1, 2, 4, 1, 2, 2, 3, 2, 3,  , 4, 2, 2, 4, 2, 2, 4, 4, 4, 2, 6, 2, 4, 1, 4, 2, 1, 3, 2, 114
A minor (0), 1, 1, 3,  , 3, 1, 3,  , 1, 1, 3, 4, 4, 5, 4, 1, 4, 1, 3, 3, 1, 4, 4, 1, 8, 2, 3, 3, 3,  , 6, 4, 4, 6, 2, 1, 3, 5, 4, 2, 6, 2, 5, 1, 7, 6, 1, 3, 3, 146
A minor mel (0), 1, 2, 4,  , 3, 2, 4,  , 1, 2, 4, 3, 4, 4, 5, 1, 5, 1, 4, 4, 2, 5, 3, 1, 8, 2, 3, 2, 3,  , 5, 5, 5, 5, 3, 2, 3, 6, 4, 1, 5, 2, 4, 1, 7, 7, 1, 2, 3, 154
C major blues (0), 1, 2, 3,  , 2, 2, 3,  , 1, 2, 3, 4, 4, 4, 4, 3, 4, 2, 3, 4, 2, 3, 4, 1, 2, 2, 3, 3, 3,  , 4, 4, 3, 4, 3, 3, 4, 5, 4, 4, 6, 2, 4, 2, 4, 3, 1, 3, 2, 139
A minor blues (0), 1, 2, 3,  , 3, 2, 3,  , 1, 2, 3, 5, 4, 6, 6, 3, 4, 2, 3, 6, 2, 4, 4, 1, 8, 2, 4, 3, 3,  , 5, 5, 4, 6, 3, 2, 4, 5, 4, 5, 7, 2, 4, 2, 6, 6, 1, 3, 3, 167
C dorian (0), 1, 2, 3,  , 2, 2, 3,  , 1, 2, 3, 3, 4, 3, 4, 2, 4, 2, 3, 3, 2, 3, 3, 1, 2, 2, 3, 1, 3,  , 3, 3, 3, 3, 3, 3, 4, 5, 4, 1, 5, 2, 3, 1, 4, 3, 1, 2, 2, 122
C phrygian (0), 0, 0, 1,  , 1, 0, 1,  , 0, 0, 1, 4, 3, 4, 2, 3, 2, 2, 1, 3, 1, 1, 3, 0, 1, 1, 2, 2, 2,  , 3, 3, 1, 3, 1, 2, 3, 3, 3, 3, 5, 2, 3, 1, 3, 1, 0, 3, 1, 85
C lydian (0), 1, 2, 3,  , 2, 2, 3,  , 1, 2, 3, 3, 4, 3, 4, 2, 4, 2, 3, 3, 2, 3, 3, 1, 2, 2, 3, 1, 3,  , 3, 3, 3, 3, 3, 3, 4, 5, 4, 1, 5, 2, 3, 1, 4, 3, 1, 2, 2, 122
C mixolydian (0), 0, 0, 1,  , 1, 0, 1,  , 0, 0, 1, 4, 3, 4, 2, 3, 2, 2, 1, 3, 1, 1, 3, 0, 1, 1, 2, 2, 2,  , 3, 3, 1, 3, 1, 2, 3, 3, 3, 3, 5, 2, 3, 1, 3, 1, 0, 3, 1, 85
C aeolian (0), 1, 1, 2,  , 2, 1, 2,  , 1, 1, 2, 4, 4, 4, 3, 2, 3, 2, 2, 2, 1, 2, 4, 1, 2, 2, 3, 2, 3,  , 4, 2, 2, 4, 2, 2, 4, 4, 4, 2, 6, 2, 4, 1, 4, 2, 1, 3, 2, 114
