 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, rowcost
D aeolian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb locrian (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D locrian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb major (3b), 0/0, 0/0, 0/0, 2/1, 1/1, 2/3, 1/1, 4/4, 3/4, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/1, 2/3, 1/1, 4/4, 3/4, 1/2, 0/0, 0/0, 0/0, 2/2, 2/1, 1/1, 0/0,  , 2/1, 1/2, 0/0, 1/1, 1/1, 0/0, 2/1, 2/3, 3/2, 5/4, 4/4, 3/2, 4/5, 1/1, 0/0, 1/1, 0/0, 1/1, 2/4, 0/0, 3/3, 4/8, 1/1, 3/4, 0/0, 0/0, 1/1, 5/3, 1/1, 1/1, 3/2, 4/3, 4/2, 0/0, 4/2, 4/5, 1/2, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 107/109
A major (3#), 3/5, 2/3, 6/6, 6/4, 4/5, 3/4, 2/2, 1/1, 3/4, 5/5, 9/7, 1/1, 3/5, 2/3, 6/6, 6/4, 4/5, 3/4, 2/2, 1/1, 3/4, 5/5, 9/7, 2/1, 3/5, 6/7, 5/5, 3/5, 5/5,  , 6/5, 4/4, 5/7, 2/4, 1/3, 1/2, 3/5, 5/5, 5/6, 2/3, 3/4, 4/6, 5/4, 5/5, 5/6, 3/3, 4/3, 1/3, 3/6, 3/4, 4/5, 2/2, 4/7, 4/5, 2/4, 2/2, 3/2, 3/3, 3/5, 6/7, 4/4, 6/4, 4/5, 4/4, 9/7, 2/2, 6/6, 5/5, 5/7, 3/3, 3/3, 3/5, 1/1, 271/307
C minor (3b), 0/0, 0/0, 0/0, 1/1, 1/1, 3/3, 1/1, 5/3, 3/3, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 3/3, 1/1, 5/3, 3/3, 1/2, 0/0, 0/0, 0/0, 2/2, 2/1, 2/1, 0/0,  , 2/2, 1/2, 0/0, 1/1, 1/1, 0/0, 2/1, 2/3, 2/2, 4/3, 4/2, 3/2, 4/6, 1/1, 0/0, 1/1, 0/0, 1/1, 3/4, 0/0, 3/3, 4/7, 1/1, 2/4, 0/0, 0/0, 1/1, 2/1, 2/4, 1/1, 3/2, 4/3, 4/2, 0/0, 3/4, 4/5, 1/2, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 105/106
F# minor (3#), 3/5, 2/1, 6/6, 5/3, 4/4, 3/4, 3/2, 1/1, 4/4, 5/5, 9/7, 1/1, 3/5, 2/1, 6/6, 5/3, 4/4, 3/4, 3/2, 1/1, 4/4, 5/5, 9/7, 2/1, 3/4, 4/7, 6/5, 3/5, 5/4,  , 6/4, 4/4, 5/7, 2/1, 1/0, 1/0, 3/5, 5/5, 7/6, 4/3, 3/4, 6/5, 6/4, 6/5, 5/6, 3/2, 4/2, 1/4, 3/6, 3/3, 4/4, 1/2, 4/6, 8/4, 2/2, 2/1, 1/4, 5/4, 3/5, 7/7, 4/4, 5/3, 7/5, 4/3, 8/6, 2/2, 7/4, 6/5, 5/7, 3/2, 3/2, 3/5, 1/1, 287/275
C minor mel (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F# minor mel (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb major blues (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
A major blues (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
C minor blues (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F# minor blues (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb dorian (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
A dorian (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb phrygian (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
A phrygian (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb lydian (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
A lydian (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb mixolydian (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
A mixolydian (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb aeolian (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
A aeolian (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb locrian (3b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
A locrian (3#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Ab major (4b), 0/0, 1/2, 1/1, 2/1, 0/0, 1/2, 2/2, 3/2, 7/5, 2/3, 1/5, 0/0, 0/0, 1/2, 1/1, 2/1, 0/0, 1/2, 2/2, 3/2, 7/5, 2/3, 1/5, 1/1, 0/0, 1/1, 3/3, 2/2, 0/0,  , 3/3, 2/3, 1/1, 2/2, 0/0, 1/1, 4/3, 5/4, 6/4, 6/6, 3/1, 4/3, 11/8, 2/2, 1/1, 3/2, 1/3, 1/1, 1/1, 0/0, 2/4, 3/4, 0/0, 11/8, 0/0, 1/1, 2/1, 6/4, 1/1, 3/3, 3/2, 5/3, 4/3, 0/0, 3/2, 5/4, 6/5, 2/2, 1/1, 4/3, 1/1, 1/2, 0/0, 168/156
E major (4#), 3/5, 3/3, 5/6, 6/4, 3/4, 3/4, 3/2, 0/2, 4/4, 6/5, 10/7, 0/1, 3/5, 3/3, 5/6, 6/4, 3/4, 3/4, 3/2, 0/2, 4/4, 6/5, 10/7, 1/1, 2/5, 5/7, 5/5, 4/5, 4/5,  , 7/5, 5/5, 4/7, 2/4, 1/3, 2/3, 4/6, 5/4, 8/6, 2/1, 2/3, 7/6, 6/4, 4/5, 4/6, 3/3, 5/3, 1/3, 2/6, 2/4, 5/5, 1/2, 3/7, 7/5, 2/4, 3/2, 4/4, 2/4, 3/5, 6/7, 4/4, 5/4, 5/5, 4/4, 10/7, 1/3, 6/6, 4/5, 4/7, 4/3, 4/3, 4/5, 1/1, 281/310
F minor (4b), 0/0, 1/0, 1/2, 2/2, 0/2, 1/3, 1/0, 4/3, 3/3, 2/3, 1/4, 0/1, 0/0, 1/0, 1/2, 2/2, 0/2, 1/3, 1/0, 4/3, 3/3, 2/3, 1/4, 1/1, 0/3, 1/3, 3/2, 2/2, 0/1,  , 3/2, 2/2, 1/2, 1/1, 0/0, 1/1, 3/1, 1/2, 3/3, 4/3, 3/2, 2/1, 4/2, 2/2, 1/2, 1/0, 1/1, 1/0, 2/6, 0/4, 2/4, 3/5, 0/2, 3/1, 0/0, 1/2, 2/1, 2/4, 1/0, 2/2, 2/1, 3/1, 4/2, 0/1, 3/5, 4/4, 2/1, 2/2, 1/2, 2/0, 1/0, 1/0, 0/0, 116/134
C# minor (4#), 4/6, 3/1, 5/7, 7/5, 4/6, 3/4, 3/2, 0/1, 5/6, 6/5, 10/7, 0/1, 4/6, 3/1, 5/7, 7/5, 4/6, 3/4, 3/2, 0/1, 5/6, 6/7, 10/12, 1/2, 2/5, 5/8, 5/7, 4/6, 5/6,  , 8/8, 4/7, 5/10, 2/5, 1/3, 2/3, 5/8, 5/8, 9/6, 6/4, 3/2, 8/6, 8/5, 6/6, 5/8, 4/3, 5/2, 1/4, 2/6, 2/3, 6/6, 1/2, 4/9, 9/4, 2/2, 3/2, 2/2, 5/6, 3/5, 7/10, 4/4, 4/6, 8/6, 4/5, 9/10, 1/2, 7/5, 6/6, 5/9, 5/3, 5/3, 5/6, 1/1, 319/363
F minor mel (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
C# minor mel (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Ab major blues (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E major blues (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F minor blues (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
C# minor blues (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Ab dorian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E dorian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Ab phrygian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E phrygian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Ab lydian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E lydian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Ab mixolydian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E mixolydian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Ab aeolian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E aeolian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Ab locrian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E locrian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Db major (5b), 1/1, 2/4, 3/4, 3/2, 1/1, 0/0, 2/2, 2/2, 8/7, 6/4, 14/10, 0/0, 1/1, 2/4, 3/4, 3/2, 1/1, 0/0, 2/2, 2/2, 8/7, 6/4, 14/10, 2/2, 0/2, 2/1, 4/5, 2/3, 1/1,  , 6/5, 4/6, 3/4, 2/2, 0/0, 2/2, 6/6, 6/5, 9/6, 7/5, 2/4, 6/5, 12/8, 4/4, 3/4, 4/3, 5/6, 1/1, 1/1, 0/3, 4/2, 2/2, 1/3, 12/9, 0/0, 3/2, 2/4, 7/6, 0/0, 5/5, 2/1, 5/4, 5/4, 1/2, 6/7, 4/3, 8/7, 4/4, 3/4, 6/5, 3/3, 3/5, 0/0, 264/250
B major (5#), 2/2, 3/5, 4/3, 5/4, 2/2, 2/2, 2/2, 0/1, 5/5, 5/5, 9/5, 0/0, 2/2, 3/5, 4/3, 5/4, 2/2, 2/2, 2/2, 0/1, 5/5, 5/5, 9/5, 1/1, 1/1, 4/4, 4/5, 3/3, 3/3,  , 6/5, 5/5, 3/4, 3/5, 1/3, 2/3, 5/5, 6/4, 7/5, 3/5, 2/4, 6/5, 7/5, 4/5, 3/4, 4/3, 4/4, 0/0, 1/1, 1/1, 4/4, 0/3, 2/4, 8/7, 2/4, 3/2, 4/4, 3/5, 2/2, 5/6, 3/3, 6/4, 4/5, 3/2, 8/5, 2/3, 7/7, 4/5, 3/5, 5/4, 3/3, 3/4, 0/0, 251/256
Bb minor (5b), 1/1, 1/2, 2/3, 3/2, 1/1, 0/0, 1/0, 3/2, 4/5, 1/2, 1/5, 0/0, 1/1, 1/2, 2/3, 3/2, 1/1, 0/0, 1/0, 3/2, 4/5, 1/2, 1/5, 1/1, 0/2, 2/1, 3/2, 1/2, 1/1,  , 2/3, 3/4, 2/3, 1/0, 0/0, 1/1, 4/3, 2/1, 4/3, 6/4, 2/4, 3/2, 5/2, 3/2, 2/3, 2/1, 1/3, 1/1, 2/1, 0/3, 3/1, 2/2, 1/3, 4/2, 0/0, 1/1, 2/2, 6/2, 0/0, 3/2, 1/1, 3/1, 5/2, 1/2, 4/6, 3/2, 3/2, 3/2, 2/3, 3/2, 2/2, 2/3, 0/0, 144/142
G# minor (5#), 3/3, 4/7, 5/5, 7/6, 3/3, 2/2, 2/2, 0/1, 6/3, 3/7, 2/10, 0/0, 3/3, 4/7, 5/5, 7/6, 3/3, 2/2, 2/2, 0/1, 6/3, 3/7, 2/10, 2/2, 1/1, 4/5, 5/6, 4/4, 4/4,  , 6/7, 5/8, 5/7, 3/5, 1/3, 3/4, 7/7, 6/5, 8/7, 7/4, 3/2, 8/7, 9/5, 7/7, 5/7, 5/4, 3/7, 0/0, 1/1, 1/1, 6/7, 0/3, 3/7, 11/8, 2/4, 3/3, 4/6, 6/3, 2/3, 7/8, 3/3, 7/5, 7/7, 3/3, 8/4, 2/3, 9/9, 7/7, 5/8, 7/6, 5/5, 5/7, 0/0, 299/337
