 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, rowcost
C locrian (0), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
F major (1b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
G major (1#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
D minor (1b), 2, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 3, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 41
E minor (1#), 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 27
D minor mel (1b), 1, 1, 0, 1, 2, 1, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 29
E minor mel (1#), 2, 1, 0, 0, 2, 3, 0, 0, 0, 1, 1, 1, 2, 2, 0, 0, 0, 2, 2, 2, 0, 2, 1, 1, 1, 2, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 2, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 44
F major blues (1b), 1, 2, 1, 2, 2, 2, 1, 0, 1, 2, 0, 1, 1, 2, 1, 1, 0, 2, 0, 1, 0, 2, 0, 0, 0, 2, 2, 1, 1, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 1, 2, 0, 1, 1, 1, 0, 0, 54
G major blues (1#), 2, 2, 0, 1, 2, 2, 0, 0, 0, 2, 0, 0, 2, 3, 1, 1, 0, 2, 1, 2, 0, 2, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 50
D minor blues (1b), 1, 2, 1, 2, 2, 2, 1, 0, 1, 2, 0, 1, 1, 2, 1, 1, 0, 2, 0, 1, 0, 2, 0, 0, 0, 2, 2, 1, 1, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 1, 2, 0, 1, 1, 1, 0, 0, 54
E minor blues (1#), 2, 2, 0, 1, 2, 3, 0, 0, 0, 2, 0, 0, 2, 3, 1, 1, 0, 2, 1, 2, 0, 2, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 2, 3, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 52
F dorian (1b), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
G dorian (1#), 1, 1, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 2, 1, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 28
F phrygian (1b), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
G phrygian (1#), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
F lydian (1b), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
G lydian (1#), 1, 1, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 2, 1, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 28
F mixolydian (1b), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
G mixolydian (1#), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
F aeolian (1b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
G aeolian (1#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
F locrian (1b), 1, 2, 1, 2, 1, 1, 1, 0, 1, 2, 0, 1, 1, 2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 0, 1, 1, 1, 0, 0, 47
G locrian (1#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Bb major (2b), 2, 1, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 1, 0, 2, 0, 1, 0, 0, 0, 2, 0, 1, 2, 1, 0, 0, 35
D major (2#), 1, 1, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 2, 1, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 28
G minor (2b), 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 28
B minor (2#), 1, 2, 1, 0, 3, 2, 1, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 0, 3, 1, 1, 0, 1, 2, 0, 0, 1, 1, 0, 0, 42
G minor mel (2b), 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 23
B minor mel (2#), 1, 3, 2, 0, 3, 3, 2, 1, 1, 2, 0, 0, 1, 1, 0, 0, 1, 4, 1, 2, 1, 4, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 3, 2, 0, 3, 2, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 58
Bb major blues (2b), 3, 2, 1, 2, 1, 1, 1, 0, 1, 3, 1, 2, 3, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 3, 2, 3, 1, 3, 1, 1, 3, 2, 1, 2, 1, 2, 1, 0, 1, 3, 1, 2, 3, 1, 0, 0, 67
D major blues (2#), 1, 2, 1, 1, 2, 3, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 3, 1, 3, 1, 3, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 1, 1, 2, 3, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 48
G minor blues (2b), 2, 2, 1, 2, 1, 1, 1, 0, 1, 2, 1, 2, 2, 2, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 3, 2, 2, 1, 3, 1, 1, 2, 2, 1, 2, 1, 2, 1, 0, 1, 2, 1, 2, 2, 1, 0, 0, 61
B minor blues (2#), 1, 2, 1, 1, 2, 4, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 3, 1, 3, 1, 3, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 1, 1, 2, 4, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 50
Bb dorian (2b), 2, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 2, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 30
D dorian (2#), 1, 2, 1, 0, 2, 3, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 3, 1, 3, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 2, 2, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 44
Bb phrygian (2b), 0, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 28
D phrygian (2#), 0, 1, 1, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 27
Bb lydian (2b), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
D lydian (2#), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
Bb mixolydian (2b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
D mixolydian (2#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Bb aeolian (2b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
D aeolian (2#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Bb locrian (2b), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
D locrian (2#), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
Eb major (3b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
A major (3#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
C minor (3b), 2, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 3, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 41
F# minor (3#), 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 27
C minor mel (3b), 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 17
F# minor mel (3#), 2, 3, 1, 1, 2, 3, 1, 1, 0, 1, 1, 2, 2, 3, 0, 0, 1, 3, 2, 2, 1, 3, 1, 1, 1, 4, 0, 2, 0, 0, 0, 0, 2, 3, 1, 1, 2, 3, 1, 1, 0, 1, 1, 2, 2, 2, 1, 1, 68
Eb major blues (3b), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
A major blues (3#), 0, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 28
C minor blues (3b), 0, 1, 1, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 27
F# minor blues (3#), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
Eb dorian (3b), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
A dorian (3#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
Eb phrygian (3b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
A phrygian (3#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
Eb lydian (3b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
A lydian (3#), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
Eb mixolydian (3b), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
A mixolydian (3#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Eb aeolian (3b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
A aeolian (3#), 2, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 3, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 41
Eb locrian (3b), 0, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 28
A locrian (3#), 0, 1, 1, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 27
Ab major (4b), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
E major (4#), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
F minor (4b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
C# minor (4#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
F minor mel (4b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
C# minor mel (4#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Ab major blues (4b), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
E major blues (4#), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
F minor blues (4b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
C# minor blues (4#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
Ab dorian (4b), 2, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 3, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 41
