 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, rowcost
C major (0), 1, 3, 3, 1, 1, 3, 3, 2, 1, 3, 3, 1, 1, 3, 3, 2, 3, 3, 0,  , 4, 1, 1, 4, 1, 3, 3, 1, 1, 3, 3, 2, 1, 2, 1, 3, 2, 4, 1, 1, 4, 1, 1, 3, 5, 0, 3, 1, 2, 4, 0, 4, 5, 3, 1, 3, 1, 1, 1,  , 5, 4, 3, 2, 1, 140
A minor (0), 2, 4, 3, 2, 2, 4, 3, 3, 2, 4, 3, 2, 2, 4, 3, 3, 2, 3, 0,  , 4, 2, 2, 3, 2, 4, 3, 2, 2, 4, 3, 3, 1, 4, 1, 5, 5, 4, 2, 2, 6, 2, 1, 4, 5, 1, 3, 1, 2, 4, 0, 3, 5, 4, 2, 6, 1, 2, 2,  , 4, 4, 4, 6, 2, 183
A minor mel (0), 3, 4, 4, 3, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 1, 2, 1,  , 5, 3, 2, 4, 3, 4, 4, 3, 3, 4, 4, 4, 1, 4, 2, 4, 6, 3, 3, 3, 5, 3, 2, 4, 4, 1, 2, 1, 1, 3, 1, 4, 4, 5, 3, 5, 2, 2, 3,  , 5, 4, 5, 7, 2, 209
C major blues (0), 2, 3, 4, 3, 2, 3, 4, 3, 2, 3, 4, 3, 2, 3, 4, 3, 3, 4, 2,  , 6, 3, 1, 5, 2, 3, 4, 3, 2, 3, 4, 3, 1, 2, 2, 3, 3, 4, 2, 2, 4, 2, 2, 4, 5, 0, 3, 1, 2, 4, 2, 5, 5, 5, 3, 3, 2, 1, 2,  , 6, 4, 4, 3, 1, 188
A minor blues (0), 2, 3, 5, 4, 2, 3, 5, 4, 2, 3, 5, 4, 2, 3, 5, 4, 3, 4, 2,  , 5, 3, 1, 5, 2, 3, 5, 4, 2, 3, 5, 4, 1, 3, 2, 4, 5, 5, 2, 2, 5, 2, 2, 6, 6, 0, 3, 1, 2, 5, 2, 5, 5, 5, 3, 5, 2, 1, 2,  , 7, 4, 5, 6, 1, 216
C dorian (0), 2, 3, 4, 2, 2, 3, 4, 3, 2, 3, 4, 2, 2, 3, 4, 3, 2, 2, 1,  , 5, 2, 1, 5, 2, 3, 4, 2, 2, 3, 4, 3, 1, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 3, 4, 0, 2, 1, 1, 3, 1, 5, 4, 4, 2, 2, 2, 1, 2,  , 6, 4, 4, 3, 1, 166
C phrygian (0), 0, 2, 2, 1, 0, 2, 2, 1, 0, 2, 2, 1, 0, 2, 2, 1, 3, 2, 0,  , 4, 0, 0, 4, 0, 2, 2, 1, 0, 2, 2, 1, 0, 1, 0, 2, 2, 3, 0, 0, 3, 0, 0, 2, 4, 0, 2, 0, 2, 3, 0, 3, 4, 2, 2, 2, 0, 1, 0,  , 5, 3, 2, 1, 0, 92
C lydian (0), 2, 3, 4, 2, 2, 3, 4, 3, 2, 3, 4, 2, 2, 3, 4, 3, 2, 2, 1,  , 5, 2, 1, 5, 2, 3, 4, 2, 2, 3, 4, 3, 1, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 3, 4, 0, 2, 1, 1, 3, 1, 5, 4, 4, 2, 2, 2, 1, 2,  , 6, 4, 4, 3, 1, 166
C mixolydian (0), 0, 2, 2, 1, 0, 2, 2, 1, 0, 2, 2, 1, 0, 2, 2, 1, 3, 2, 0,  , 4, 0, 0, 4, 0, 2, 2, 1, 0, 2, 2, 1, 0, 1, 0, 2, 2, 3, 0, 0, 3, 0, 0, 2, 4, 0, 2, 0, 2, 3, 0, 3, 4, 2, 2, 2, 0, 1, 0,  , 5, 3, 2, 1, 0, 92
C aeolian (0), 1, 3, 3, 1, 1, 3, 3, 2, 1, 3, 3, 1, 1, 3, 3, 2, 3, 3, 0,  , 4, 1, 1, 4, 1, 3, 3, 1, 1, 3, 3, 2, 1, 2, 1, 3, 2, 4, 1, 1, 4, 1, 1, 3, 5, 0, 3, 1, 2, 4, 0, 4, 5, 3, 1, 3, 1, 1, 1,  , 5, 4, 3, 2, 1, 140
