 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, rowcost
C major (0), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
A minor (0), 2, 2, 0, 1, 2, 3, 2, 2, 3, 2, 0, 2, 2, 3, 2, 0, 1, 6, 0, 1, 6, 3, 5, 3, 2, 2, 0, 1, 2, 3, 0, 0, 5, 3, 0, 4, 3, 4, 1, 3, 0, 4, 2, 2, 2, 4, 1, 2, 1, 4, 3, 0, 5, 4, 2, 3, 1, 4, 1, 1, 3, 4, 3, 0, 0, 3, 4, 3, 3, 2, 3, 4, 1, 4, 3, 8, 1, 5, 2, 1, 3, 4, 2, 0, 4, 3, 5, 5, 0, 1, 1, 2, 2, 4, 1, 3, 1, 230
A minor mel (0), 2, 2, 0, 1, 2, 3, 2, 2, 3, 2, 0, 2, 2, 3, 2, 0, 1, 6, 0, 1, 6, 3, 5, 3, 2, 2, 0, 1, 2, 3, 0, 0, 5, 3, 0, 4, 3, 4, 1, 3, 0, 4, 2, 2, 2, 4, 1, 2, 1, 4, 3, 0, 5, 4, 2, 3, 1, 4, 1, 1, 3, 4, 3, 0, 0, 3, 4, 3, 3, 2, 3, 4, 1, 4, 3, 8, 1, 5, 2, 1, 3, 4, 2, 0, 4, 3, 5, 5, 0, 1, 1, 2, 2, 4, 1, 3, 1, 230
C major blues (0), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
A minor blues (0), 2, 2, 0, 1, 2, 3, 2, 2, 3, 2, 0, 2, 2, 3, 2, 0, 1, 6, 0, 1, 6, 3, 5, 3, 2, 2, 0, 1, 2, 3, 0, 0, 5, 3, 0, 4, 3, 4, 1, 3, 0, 4, 2, 2, 2, 4, 1, 2, 1, 4, 3, 0, 5, 4, 2, 3, 1, 4, 1, 1, 3, 4, 3, 0, 0, 3, 4, 3, 3, 2, 3, 4, 1, 4, 3, 8, 1, 5, 2, 1, 3, 4, 2, 0, 4, 3, 5, 5, 0, 1, 1, 2, 2, 4, 1, 3, 1, 230
C dorian (0), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
C phrygian (0), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
C lydian (0), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
C mixolydian (0), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
C aeolian (0), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
C locrian (0), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
F major (1b), 1, 1, 0, 0, 3, 2, 2, 1, 2, 2, 0, 1, 1, 2, 2, 0, 2, 4, 0, 0, 5, 4, 3, 2, 1, 1, 0, 0, 3, 4, 0, 1, 2, 2, 0, 3, 1, 3, 2, 1, 0, 10, 4, 1, 2, 3, 0, 3, 0, 3, 1, 0, 3, 2, 1, 2, 0, 6, 1, 1, 3, 3, 2, 0, 0, 5, 5, 1, 2, 1, 3, 3, 0, 2, 4, 5, 0, 4, 1, 1, 1, 2, 1, 0, 3, 4, 3, 2, 0, 0, 1, 1, 1, 3, 0, 3, 0, 177
G major (1#), 3, 2, 1, 2, 3, 2, 1, 3, 4, 3, 1, 3, 3, 2, 4, 0, 1, 5, 1, 1, 7, 3, 5, 4, 3, 2, 1, 2, 3, 5, 1, 1, 5, 3, 1, 4, 3, 3, 2, 3, 1, 3, 3, 3, 3, 3, 2, 3, 1, 4, 3, 1, 4, 5, 3, 2, 2, 3, 1, 2, 4, 2, 4, 0, 1, 2, 5, 2, 2, 1, 2, 2, 1, 2, 4, 8, 2, 3, 2, 1, 2, 2, 2, 1, 5, 2, 4, 5, 1, 1, 2, 2, 3, 3, 2, 4, 2, 251
D minor (1b), 1, 1, 0, 0, 3, 2, 2, 2, 2, 2, 0, 1, 1, 2, 1, 0, 2, 5, 0, 0, 5, 4, 3, 3, 1, 1, 0, 0, 3, 2, 0, 1, 3, 2, 0, 3, 2, 3, 2, 2, 0, 5, 1, 1, 2, 3, 0, 3, 0, 4, 1, 0, 4, 3, 1, 2, 0, 3, 1, 1, 4, 2, 2, 0, 0, 3, 3, 1, 2, 1, 3, 3, 0, 3, 3, 6, 0, 3, 1, 1, 1, 3, 1, 0, 3, 4, 4, 4, 0, 0, 1, 2, 1, 3, 0, 4, 0, 174
E minor (1#), 4, 3, 1, 4, 3, 2, 2, 3, 5, 3, 1, 4, 3, 3, 6, 0, 1, 4, 1, 1, 7, 2, 6, 4, 4, 3, 1, 4, 3, 5, 1, 1, 7, 3, 1, 5, 4, 4, 2, 4, 1, 3, 5, 4, 3, 4, 3, 4, 1, 4, 6, 1, 4, 5, 3, 2, 3, 3, 1, 2, 5, 4, 4, 0, 1, 2, 4, 4, 3, 2, 3, 3, 2, 4, 4, 8, 5, 4, 1, 1, 3, 3, 4, 1, 5, 2, 4, 6, 1, 2, 2, 3, 3, 4, 3, 4, 3, 304
D minor mel (1b), 2, 2, 0, 1, 2, 3, 1, 1, 3, 2, 0, 2, 2, 3, 3, 0, 1, 6, 0, 1, 7, 4, 4, 2, 2, 2, 0, 1, 2, 5, 0, 0, 3, 3, 0, 3, 2, 4, 1, 2, 0, 6, 5, 2, 2, 4, 1, 2, 1, 5, 2, 0, 4, 3, 2, 3, 1, 4, 1, 1, 2, 3, 3, 0, 0, 3, 6, 1, 2, 2, 2, 3, 1, 3, 4, 6, 1, 5, 2, 1, 2, 3, 2, 0, 4, 3, 5, 3, 0, 1, 1, 1, 2, 4, 1, 2, 1, 216
E minor mel (1#), 2, 2, 0, 1, 2, 3, 2, 2, 3, 2, 0, 2, 2, 3, 2, 0, 1, 6, 0, 1, 6, 3, 5, 3, 2, 2, 0, 1, 2, 3, 0, 0, 5, 3, 0, 4, 3, 4, 1, 3, 0, 4, 2, 2, 2, 4, 1, 2, 1, 4, 3, 0, 5, 4, 2, 3, 1, 4, 1, 1, 3, 4, 3, 0, 0, 3, 4, 3, 3, 2, 3, 4, 1, 4, 3, 8, 1, 5, 2, 1, 3, 4, 2, 0, 4, 3, 5, 5, 0, 1, 1, 2, 2, 4, 1, 3, 1, 230
