 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, rowcost
C major (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
A minor (0), 2, 2, 4, 1, 3, 3, 3, 1, 2, 2, 4, 1, 3, 3, 2, 0, 2, 0, 1, 3, 1, 2, 4, 3, 2, 2, 4, 1, 3, 3, 3, 0, 1, 2, 3, 5, 7, 1,  ,  , 5, 3, 4, 5, 5, 4, 3, 0, 2,  , 3, 2, 2, 6, 2, 4, 1,  , 5, 6, 2, 4, 1, 0, 0, 158
A minor mel (0), 3, 2, 5, 1, 4, 4, 4, 1, 3, 2, 5, 1, 4, 4, 2, 0, 1, 0, 1, 4, 2, 2, 3, 2, 3, 2, 5, 1, 4, 4, 4, 1, 2, 3, 4, 6, 6, 2,  ,  , 5, 4, 5, 4, 6, 5, 4, 0, 1,  , 4, 3, 3, 7, 1, 5, 2,  , 5, 5, 3, 4, 2, 1, 0, 186
C major blues (0), 2, 1, 4, 1, 3, 3, 3, 1, 2, 1, 4, 1, 3, 3, 1, 1, 2, 3, 3, 2, 2, 2, 3, 3, 2, 1, 4, 1, 3, 3, 3, 1, 3, 3, 4, 5, 4, 2,  ,  , 3, 3, 4, 6, 6, 4, 4, 1, 3,  , 4, 4, 3, 6, 4, 3, 2,  , 2, 5, 3, 3, 2, 2, 0, 170
A minor blues (0), 2, 1, 4, 1, 3, 3, 4, 1, 2, 1, 4, 1, 3, 3, 1, 1, 2, 2, 3, 3, 2, 2, 4, 3, 2, 1, 4, 1, 3, 3, 4, 1, 3, 3, 5, 6, 6, 2,  ,  , 5, 3, 4, 6, 7, 4, 4, 1, 3,  , 4, 4, 3, 7, 4, 4, 2,  , 5, 7, 4, 3, 2, 2, 0, 188
C dorian (0), 2, 1, 4, 1, 3, 3, 3, 1, 2, 1, 4, 1, 3, 3, 1, 0, 0, 2, 1, 2, 1, 1, 2, 2, 2, 1, 4, 1, 3, 3, 3, 1, 2, 3, 4, 4, 3, 2,  ,  , 3, 3, 4, 5, 6, 4, 4, 0, 0,  , 3, 3, 2, 6, 2, 3, 2,  , 2, 4, 3, 3, 2, 1, 0, 145
C phrygian (0), 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 2, 2, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 2, 2, 3, 1,  ,  , 2, 1, 2, 5, 4, 2, 3, 0, 2,  , 2, 3, 0, 4, 4, 1, 0,  , 1, 4, 1, 2, 0, 0, 0, 77
C lydian (0), 2, 1, 4, 1, 3, 3, 3, 1, 2, 1, 4, 1, 3, 3, 1, 0, 0, 2, 1, 2, 1, 1, 2, 2, 2, 1, 4, 1, 3, 3, 3, 1, 2, 3, 4, 4, 3, 2,  ,  , 3, 3, 4, 5, 6, 4, 4, 0, 0,  , 3, 3, 2, 6, 2, 3, 2,  , 2, 4, 3, 3, 2, 1, 0, 145
C mixolydian (0), 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 2, 2, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 2, 2, 3, 1,  ,  , 2, 1, 2, 5, 4, 2, 3, 0, 2,  , 2, 3, 0, 4, 4, 1, 0,  , 1, 4, 1, 2, 0, 0, 0, 77
C aeolian (0), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 6, 5, 3, 3, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 2, 5, 2, 3, 1, 0, 0, 117
C locrian (0), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 3, 3, 0, 1, 2, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 3, 2, 0,  ,  , 1, 1, 1, 4, 3, 1, 2, 1, 3,  , 3, 3, 1, 3, 4, 0, 0,  , 1, 3, 1, 1, 0, 1, 0, 65
F major (1b), 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 2, 1, 0, 0, 3, 0, 1, 1, 1, 0, 0, 1, 2, 2, 3, 1,  ,  , 2, 1, 2, 3, 4, 2, 3, 0, 4,  , 3, 3, 0, 4, 4, 1, 0,  , 1, 3, 1, 2, 0, 0, 0, 79
G major (1#), 2, 1, 4, 1, 3, 3, 3, 1, 2, 1, 4, 1, 3, 3, 1, 0, 0, 2, 1, 2, 1, 1, 2, 2, 2, 1, 4, 1, 3, 3, 3, 1, 2, 3, 4, 4, 3, 2,  ,  , 5, 3, 4, 5, 6, 4, 3, 0, 0,  , 3, 3, 2, 6, 2, 3, 2,  , 5, 4, 3, 3, 2, 1, 0, 149
D minor (1b), 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 2, 0, 1, 2, 2, 2, 1, 1, 1, 3, 3, 1, 1, 2, 1, 2, 2, 2, 1, 0, 2, 3, 3, 5, 1,  ,  , 5, 2, 3, 6, 5, 3, 3, 0, 3,  , 3, 3, 0, 5, 5, 1, 1,  , 3, 6, 2, 3, 1, 0, 1, 127
E minor (1#), 2, 3, 5, 2, 4, 4, 3, 1, 3, 3, 5, 2, 4, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 5, 2, 4, 4, 3, 2, 2, 5, 7, 4, 4, 1,  ,  , 4, 5, 3, 4, 6, 5, 3, 1, 1,  , 4, 3, 3, 9, 4, 4, 5,  , 5, 5, 6, 3, 5, 2, 0, 202
D minor mel (1b), 2, 2, 3, 2, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3, 1, 1, 2, 2, 1, 1, 1, 1, 4, 4, 2, 2, 3, 2, 3, 3, 3, 1, 1, 3, 4, 4, 6, 1,  ,  , 6, 3, 4, 7, 6, 4, 3, 0, 2,  , 3, 2, 1, 6, 4, 2, 2,  , 4, 7, 3, 4, 2, 0, 1, 167
E minor mel (1#), 3, 4, 5, 3, 5, 5, 4, 2, 4, 4, 5, 3, 5, 5, 2, 2, 2, 3, 2, 2, 3, 2, 3, 4, 3, 4, 5, 3, 5, 5, 4, 3, 2, 6, 7, 5, 5, 1,  ,  , 5, 6, 4, 5, 7, 6, 4, 1, 2,  , 5, 3, 3, 10, 5, 4, 6,  , 4, 6, 6, 4, 6, 2, 1, 245
F major blues (1b), 2, 2, 5, 1, 2, 2, 3, 1, 2, 2, 5, 1, 2, 2, 2, 1, 3, 3, 4, 2, 1, 2, 3, 2, 2, 2, 5, 1, 2, 2, 3, 1, 2, 3, 4, 4, 4, 1,  ,  , 4, 3, 3, 5, 5, 3, 3, 1, 6,  , 4, 3, 3, 6, 5, 3, 2,  , 2, 4, 3, 4, 2, 1, 0, 166
G major blues (1#), 3, 2, 4, 2, 4, 4, 4, 2, 3, 2, 4, 2, 4, 4, 1, 1, 2, 3, 2, 2, 2, 1, 4, 4, 3, 2, 4, 2, 4, 4, 4, 2, 2, 4, 4, 5, 5, 2,  ,  , 6, 4, 5, 7, 7, 5, 4, 0, 3,  , 4, 4, 2, 7, 5, 3, 3,  , 5, 6, 3, 4, 3, 1, 1, 205
D minor blues (1b), 2, 2, 4, 1, 2, 2, 3, 1, 2, 2, 4, 1, 2, 2, 2, 1, 3, 3, 4, 2, 1, 2, 3, 3, 2, 2, 4, 1, 2, 2, 3, 1, 2, 3, 5, 4, 5, 1,  ,  , 6, 3, 3, 7, 5, 3, 2, 1, 4,  , 3, 3, 3, 6, 5, 3, 2,  , 5, 6, 4, 4, 2, 1, 0, 172
E minor blues (1#), 3, 3, 4, 2, 4, 4, 5, 2, 4, 3, 4, 2, 4, 4, 2, 1, 2, 2, 2, 3, 2, 1, 5, 4, 3, 3, 4, 2, 4, 4, 5, 2, 2, 7, 6, 6, 7, 2,  ,  , 6, 6, 5, 7, 8, 5, 5, 0, 3,  , 4, 3, 2, 9, 7, 5, 5,  , 5, 8, 6, 5, 5, 1, 1, 240
F dorian (1b), 1, 1, 4, 1, 2, 2, 2, 1, 1, 1, 4, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 2, 1, 1, 4, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 4, 5, 3, 3, 0, 3,  , 3, 2, 1, 5, 3, 2, 1,  , 2, 4, 2, 3, 1, 0, 0, 119
G dorian (1#), 3, 2, 4, 2, 4, 4, 4, 2, 3, 2, 4, 2, 4, 4, 1, 1, 1, 3, 1, 2, 2, 1, 3, 3, 3, 2, 4, 2, 4, 4, 4, 2, 2, 4, 4, 5, 4, 2,  ,  , 6, 4, 5, 6, 7, 5, 4, 0, 1,  , 4, 3, 2, 7, 3, 3, 3,  , 4, 5, 3, 4, 3, 1, 1, 192
F phrygian (1b), 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 2, 3, 3, 0, 1, 2, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 2, 3, 2, 0,  ,  , 1, 1, 1, 2, 3, 1, 2, 1, 5,  , 4, 3, 1, 3, 4, 0, 0,  , 1, 2, 1, 1, 0, 1, 0, 67
G phrygian (1#), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 5, 2, 3, 6, 5, 3, 2, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 5, 5, 2, 3, 1, 0, 0, 121
F lydian (1b), 1, 1, 4, 1, 2, 2, 2, 1, 1, 1, 4, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 2, 1, 1, 4, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 3, 2, 3, 4, 5, 3, 3, 0, 3,  , 3, 2, 1, 5, 3, 2, 1,  , 2, 4, 2, 3, 1, 0, 0, 119
G lydian (1#), 3, 2, 4, 2, 4, 4, 4, 2, 3, 2, 4, 2, 4, 4, 1, 1, 1, 3, 1, 2, 2, 1, 3, 3, 3, 2, 4, 2, 4, 4, 4, 2, 2, 4, 4, 5, 4, 2,  ,  , 6, 4, 5, 6, 7, 5, 4, 0, 1,  , 4, 3, 2, 7, 3, 3, 3,  , 4, 5, 3, 4, 3, 1, 1, 192
F mixolydian (1b), 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 2, 3, 3, 0, 1, 2, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 2, 3, 2, 0,  ,  , 1, 1, 1, 2, 3, 1, 2, 1, 5,  , 4, 3, 1, 3, 4, 0, 0,  , 1, 2, 1, 1, 0, 1, 0, 67
G mixolydian (1#), 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 2, 3, 3, 4, 1,  ,  , 5, 2, 3, 6, 5, 3, 2, 0, 1,  , 2, 2, 1, 5, 3, 2, 1,  , 5, 5, 2, 3, 1, 0, 0, 121
F aeolian (1b), 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 2, 1, 0, 0, 3, 0, 1, 1, 1, 0, 0, 1, 2, 2, 3, 1,  ,  , 2, 1, 2, 3, 4, 2, 3, 0, 4,  , 3, 3, 0, 4, 4, 1, 0,  , 1, 3, 1, 2, 0, 0, 0, 79
G aeolian (1#), 2, 1, 4, 1, 3, 3, 3, 1, 2, 1, 4, 1, 3, 3, 1, 0, 0, 2, 1, 2, 1, 1, 2, 2, 2, 1, 4, 1, 3, 3, 3, 1, 2, 3, 4, 4, 3, 2,  ,  , 5, 3, 4, 5, 6, 4, 3, 0, 0,  , 3, 3, 2, 6, 2, 3, 2,  , 5, 4, 3, 3, 2, 1, 0, 149
F locrian (1b), 1, 1, 3, 0, 0, 0, 1, 0, 1, 1, 3, 0, 0, 0, 1, 1, 3, 2, 4, 1, 1, 2, 1, 1, 1, 1, 3, 0, 0, 0, 1, 1, 1, 2, 3, 3, 1, 0,  ,  , 2, 2, 1, 3, 2, 1, 2, 1, 6,  , 4, 3, 2, 4, 5, 1, 1,  , 1, 1, 2, 2, 1, 1, 0, 93
G locrian (1#), 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 2, 2, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 2, 2, 3, 1,  ,  , 4, 1, 2, 5, 4, 2, 2, 0, 2,  , 2, 3, 0, 4, 4, 1, 0,  , 4, 4, 1, 2, 0, 0, 0, 81
Bb major (2b), 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 2, 3, 2, 0, 1, 2, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 2, 3, 2, 0,  ,  , 1, 1, 1, 2, 3, 1, 2, 1, 8,  , 4, 1, 1, 3, 3, 0, 0,  , 1, 2, 1, 1, 0, 1, 0, 67
D major (2#), 3, 2, 4, 2, 4, 4, 4, 2, 3, 2, 4, 2, 4, 4, 1, 1, 1, 2, 1, 2, 2, 1, 3, 3, 3, 2, 4, 2, 4, 4, 4, 2, 2, 4, 5, 5, 5, 2,  ,  , 6, 4, 5, 6, 7, 5, 4, 0, 1,  , 4, 3, 2, 7, 3, 3, 3,  , 4, 6, 4, 4, 3, 1, 1, 195
G minor (2b), 1, 0, 2, 0, 1, 1, 1, 0, 1, 0, 2, 0, 1, 1, 0, 1, 1, 3, 3, 1, 2, 2, 0, 1, 1, 0, 2, 0, 1, 1, 1, 1, 2, 2, 3, 4, 1, 1,  ,  , 3, 2, 2, 3, 4, 2, 2, 1, 2,  , 4, 4, 2, 4, 3, 1, 1,  , 4, 2, 2, 1, 1, 2, 0, 97
B minor (2#), 4, 2, 4, 1, 3, 3, 6, 1, 5, 2, 4, 1, 3, 3, 3, 1, 2, 3, 2, 4, 3, 1, 3, 2, 4, 2, 4, 1, 3, 3, 6, 3, 3, 5, 4, 5, 5, 2,  ,  , 7, 7, 4, 5, 7, 3, 5, 0, 2,  , 3, 1, 4, 11, 6, 4, 4,  , 3, 6, 5, 6, 6, 3, 1, 219
G minor mel (2b), 1, 0, 3, 0, 2, 2, 2, 0, 1, 0, 3, 0, 2, 2, 0, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 0, 3, 0, 2, 2, 2, 1, 1, 2, 3, 3, 2, 2,  ,  , 4, 2, 3, 4, 5, 3, 3, 0, 1,  , 3, 4, 1, 5, 3, 2, 1,  , 4, 3, 2, 2, 1, 1, 0, 109
B minor mel (2#), 5, 3, 5, 1, 4, 4, 6, 1, 6, 3, 5, 1, 4, 4, 4, 1, 3, 2, 2, 5, 4, 2, 3, 2, 5, 3, 5, 1, 4, 4, 6, 3, 3, 5, 3, 6, 6, 2,  ,  , 7, 8, 5, 5, 6, 4, 5, 0, 3,  , 4, 1, 5, 12, 5, 5, 4,  , 3, 5, 4, 7, 6, 3, 1, 244
Bb major blues (2b), 1, 2, 5, 1, 2, 2, 3, 0, 1, 2, 5, 1, 2, 2, 1, 2, 4, 4, 4, 3, 2, 3, 3, 2, 1, 2, 5, 1, 2, 2, 3, 2, 1, 3, 4, 4, 4, 1,  ,  , 3, 2, 2, 4, 4, 3, 3, 2, 10,  , 5, 2, 3, 6, 4, 3, 2,  , 1, 4, 2, 3, 2, 2, 0, 164
D major blues (2#), 4, 3, 5, 2, 5, 5, 4, 2, 4, 3, 5, 2, 5, 5, 2, 1, 3, 2, 1, 3, 3, 2, 4, 4, 4, 3, 5, 2, 5, 5, 4, 2, 2, 4, 5, 6, 7, 2,  ,  , 6, 5, 6, 7, 7, 6, 4, 0, 3,  , 5, 3, 3, 8, 4, 4, 3,  , 5, 7, 4, 5, 3, 1, 1, 235
G minor blues (2b), 1, 2, 4, 1, 2, 2, 3, 0, 1, 2, 4, 1, 2, 2, 1, 2, 4, 4, 5, 3, 2, 3, 3, 3, 1, 2, 4, 1, 2, 2, 3, 2, 1, 2, 4, 4, 4, 1,  ,  , 5, 2, 2, 6, 5, 3, 3, 2, 5,  , 4, 4, 3, 6, 5, 3, 2,  , 4, 5, 2, 3, 2, 2, 0, 168
B minor blues (2#), 4, 4, 5, 2, 5, 5, 5, 2, 5, 4, 5, 2, 5, 5, 3, 1, 3, 2, 1, 4, 4, 2, 5, 4, 4, 4, 5, 2, 5, 5, 5, 2, 4, 6, 6, 8, 8, 2,  ,  , 6, 7, 6, 7, 8, 6, 5, 0, 3,  , 5, 2, 4, 13, 6, 6, 5,  , 5, 8, 6, 6, 5, 3, 1, 276
Bb dorian (2b), 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 1, 2, 1, 1, 0, 1, 2, 1, 0, 0, 3, 0, 1, 1, 1, 0, 0, 2, 2, 2, 3, 1,  ,  , 2, 1, 2, 3, 4, 2, 3, 0, 7,  , 3, 1, 0, 4, 3, 1, 0,  , 1, 3, 1, 2, 0, 0, 0, 79
D dorian (2#), 4, 3, 5, 2, 5, 5, 4, 2, 4, 3, 5, 2, 5, 5, 2, 1, 2, 1, 1, 3, 3, 2, 3, 3, 4, 3, 5, 2, 5, 5, 4, 2, 2, 4, 4, 6, 6, 2,  ,  , 6, 5, 6, 6, 6, 6, 4, 0, 2,  , 5, 3, 3, 8, 2, 4, 3,  , 4, 5, 3, 5, 3, 1, 1, 220
Bb phrygian (2b), 2, 2, 4, 1, 3, 3, 3, 1, 2, 2, 4, 1, 3, 3, 2, 0, 2, 0, 1, 3, 1, 2, 4, 3, 2, 2, 4, 1, 3, 3, 3, 0, 1, 2, 3, 5, 7, 1,  ,  , 5, 3, 4, 5, 5, 4, 3, 0, 2,  , 3, 2, 2, 6, 2, 4, 1,  , 5, 6, 2, 4, 1, 0, 0, 158
D phrygian (2#), 3, 2, 5, 1, 4, 4, 4, 1, 3, 2, 5, 1, 4, 4, 2, 0, 1, 0, 1, 4, 2, 2, 3, 2, 3, 2, 5, 1, 4, 4, 4, 1, 2, 3, 4, 6, 6, 2,  ,  , 5, 4, 5, 4, 6, 5, 4, 0, 1,  , 4, 3, 3, 7, 1, 5, 2,  , 5, 5, 3, 4, 2, 1, 0, 186
Bb lydian (2b), 2, 1, 4, 1, 3, 3, 3, 1, 2, 1, 4, 1, 3, 3, 1, 1, 2, 3, 3, 2, 2, 2, 3, 3, 2, 1, 4, 1, 3, 3, 3, 1, 3, 3, 4, 5, 4, 2,  ,  , 3, 3, 4, 6, 6, 4, 4, 1, 3,  , 4, 4, 3, 6, 4, 3, 2,  , 2, 5, 3, 3, 2, 2, 0, 170
D lydian (2#), 2, 1, 4, 1, 3, 3, 4, 1, 2, 1, 4, 1, 3, 3, 1, 1, 2, 2, 3, 3, 2, 2, 4, 3, 2, 1, 4, 1, 3, 3, 4, 1, 3, 3, 5, 6, 6, 2,  ,  , 5, 3, 4, 6, 7, 4, 4, 1, 3,  , 4, 4, 3, 7, 4, 4, 2,  , 5, 7, 4, 3, 2, 2, 0, 188
Bb mixolydian (2b), 2, 1, 4, 1, 3, 3, 3, 1, 2, 1, 4, 1, 3, 3, 1, 0, 0, 2, 1, 2, 1, 1, 2, 2, 2, 1, 4, 1, 3, 3, 3, 1, 2, 3, 4, 4, 3, 2,  ,  , 3, 3, 4, 5, 6, 4, 4, 0, 0,  , 3, 3, 2, 6, 2, 3, 2,  , 2, 4, 3, 3, 2, 1, 0, 145
D mixolydian (2#), 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 2, 2, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 2, 2, 3, 1,  ,  , 2, 1, 2, 5, 4, 2, 3, 0, 2,  , 2, 3, 0, 4, 4, 1, 0,  , 1, 4, 1, 2, 0, 0, 0, 77
