 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, rowcost
C major (0), 2, 2, 3, 3, 2, 3, 0, 2, 2, 2, 3, 3, 2, 4, 1, 1, 2, 3, 4, 3, 4, 3, 3, 4, 2, 2, 3, 3, 2, 4, 2, 3, 2, 6, 1,  , 3, 5, 1, 1, 3, 2, 5, 5, 3, 5, 3,  , 3, 3, 4, 2, 6, 3, 3, 1, 3, 1, 2, 3, 6, 3, 3, 2, 2, 6, 1, 1, 5, 2, 3,  , 2, 1, 3, 2, 4, 4, 2, 2, 2, 4, 3, 2, 5, 4, 3, 0, 1, 2, 3, 5, 3, 2, 1, 3, 2, 260
A minor (0), 2, 3, 6, 4, 2, 4, 0, 1, 2, 3, 6, 4, 2, 5, 2, 1, 1, 5, 4, 3, 4, 4, 5, 4, 2, 3, 6, 4, 2, 5, 3, 4, 3, 6, 2,  , 4, 6, 1, 1, 3, 3, 4, 5, 3, 5, 3,  , 2, 3, 5, 2, 7, 3, 4, 1, 3, 1, 2, 4, 5, 4, 3, 1, 4, 5, 1, 1, 6, 3, 4,  , 3, 1, 4, 2, 3, 4, 2, 1, 3, 1, 4, 2, 5, 4, 2, 0, 1, 2, 3, 5, 4, 2, 2, 7, 3, 299
A minor mel (0), 3, 4, 6, 3, 3, 3, 1, 0, 3, 4, 6, 3, 3, 4, 3, 2, 2, 5, 3, 4, 5, 5, 6, 3, 3, 4, 6, 3, 3, 4, 4, 3, 4, 5, 2,  , 4, 5, 2, 1, 3, 3, 5, 4, 4, 4, 4,  , 3, 4, 4, 3, 6, 4, 5, 1, 4, 0, 3, 4, 4, 5, 2, 2, 4, 6, 1, 1, 7, 3, 4,  , 4, 1, 4, 1, 3, 3, 3, 2, 4, 2, 3, 2, 4, 5, 3, 0, 2, 1, 4, 4, 5, 1, 3, 7, 3, 318
C major blues (0), 3, 3, 3, 4, 3, 3, 1, 2, 3, 3, 3, 4, 3, 5, 2, 2, 4, 4, 4, 4, 5, 4, 5, 4, 3, 3, 3, 4, 3, 5, 3, 4, 3, 6, 1,  , 3, 6, 2, 2, 3, 2, 6, 5, 5, 5, 4,  , 5, 5, 4, 3, 6, 6, 5, 1, 4, 1, 4, 3, 6, 5, 3, 3, 2, 7, 1, 1, 6, 2, 3,  , 3, 1, 3, 2, 4, 4, 4, 3, 3, 6, 3, 2, 6, 6, 4, 0, 2, 3, 4, 5, 4, 3, 2, 3, 2, 330
A minor blues (0), 3, 3, 5, 4, 3, 4, 1, 2, 3, 3, 5, 4, 3, 6, 2, 2, 4, 6, 5, 4, 5, 5, 8, 4, 3, 3, 5, 4, 3, 6, 3, 5, 3, 6, 1,  , 3, 7, 2, 2, 3, 2, 6, 6, 5, 5, 5,  , 5, 6, 5, 3, 7, 6, 7, 1, 5, 1, 4, 4, 6, 6, 3, 3, 3, 7, 1, 1, 6, 3, 3,  , 3, 1, 4, 2, 3, 4, 5, 3, 3, 4, 4, 2, 7, 7, 4, 0, 2, 3, 4, 6, 5, 3, 2, 8, 2, 369
C dorian (0), 3, 3, 3, 2, 3, 2, 1, 1, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 3, 4, 5, 4, 4, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 5, 1,  , 3, 4, 2, 1, 3, 2, 6, 4, 4, 4, 4,  , 4, 4, 3, 3, 5, 4, 4, 1, 4, 0, 3, 3, 5, 4, 2, 3, 2, 7, 1, 1, 6, 2, 3,  , 3, 1, 3, 1, 4, 3, 3, 3, 3, 5, 2, 2, 4, 5, 4, 0, 2, 1, 4, 4, 4, 1, 2, 3, 2, 279
C phrygian (0), 1, 1, 2, 4, 1, 2, 0, 2, 1, 1, 2, 4, 1, 5, 0, 1, 2, 4, 4, 3, 3, 2, 3, 3, 1, 1, 2, 4, 1, 5, 1, 4, 1, 5, 1,  , 2, 4, 0, 1, 2, 1, 4, 4, 2, 4, 2,  , 4, 4, 3, 2, 5, 4, 3, 0, 2, 1, 2, 2, 5, 2, 3, 1, 1, 6, 1, 1, 4, 1, 2,  , 1, 1, 2, 2, 4, 3, 3, 2, 2, 5, 3, 1, 6, 3, 3, 0, 0, 3, 2, 4, 2, 3, 0, 2, 1, 221
C lydian (0), 3, 3, 3, 2, 3, 2, 1, 1, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 3, 4, 5, 4, 4, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 5, 1,  , 3, 4, 2, 1, 3, 2, 6, 4, 4, 4, 4,  , 4, 4, 3, 3, 5, 4, 4, 1, 4, 0, 3, 3, 5, 4, 2, 3, 2, 7, 1, 1, 6, 2, 3,  , 3, 1, 3, 1, 4, 3, 3, 3, 3, 5, 2, 2, 4, 5, 4, 0, 2, 1, 4, 4, 4, 1, 2, 3, 2, 279
C mixolydian (0), 1, 1, 2, 4, 1, 2, 0, 2, 1, 1, 2, 4, 1, 5, 0, 1, 2, 4, 4, 3, 3, 2, 3, 3, 1, 1, 2, 4, 1, 5, 1, 4, 1, 5, 1,  , 2, 4, 0, 1, 2, 1, 4, 4, 2, 4, 2,  , 4, 4, 3, 2, 5, 4, 3, 0, 2, 1, 2, 2, 5, 2, 3, 1, 1, 6, 1, 1, 4, 1, 2,  , 1, 1, 2, 2, 4, 3, 3, 2, 2, 5, 3, 1, 6, 3, 3, 0, 0, 3, 2, 4, 2, 3, 0, 2, 1, 221
C aeolian (0), 2, 2, 3, 3, 2, 3, 0, 2, 2, 2, 3, 3, 2, 4, 1, 1, 2, 3, 4, 3, 4, 3, 3, 4, 2, 2, 3, 3, 2, 4, 2, 3, 2, 6, 1,  , 3, 5, 1, 1, 3, 2, 5, 5, 3, 5, 3,  , 3, 3, 4, 2, 6, 3, 3, 1, 3, 1, 2, 3, 6, 3, 3, 2, 2, 6, 1, 1, 5, 2, 3,  , 2, 1, 3, 2, 4, 4, 2, 2, 2, 4, 3, 2, 5, 4, 3, 0, 1, 2, 3, 5, 3, 2, 1, 3, 2, 260
C locrian (0), 1, 0, 1, 4, 1, 2, 0, 2, 1, 0, 1, 4, 1, 5, 0, 1, 3, 3, 3, 2, 2, 1, 4, 2, 1, 0, 1, 4, 1, 5, 0, 4, 1, 4, 0,  , 1, 5, 0, 2, 1, 1, 4, 3, 3, 3, 2,  , 3, 3, 2, 1, 4, 5, 4, 0, 2, 1, 3, 1, 4, 3, 3, 1, 1, 5, 1, 1, 3, 1, 2,  , 1, 0, 1, 2, 3, 3, 3, 1, 1, 5, 2, 0, 5, 4, 2, 0, 0, 3, 1, 3, 1, 2, 0, 2, 1, 190
