 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
C locrian (0), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
F major (1b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
G major (1#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
D minor (1b), 1, 0, 1, 0, 1, 0, 1, 1, 3, 0, 1, 2, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 6, 1,  , 0, 4, 2, 0, 0, 1, 1, 1, 1, 5, 0, 0, 0, 1, 4, 1, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 3, 0, 1, 1, 1, 2, 0, 0, 1, 4, 1, 83
E minor (1#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 2, 1, 3, 2, 2, 0, 3, 4, 10, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 6, 0, 0, 1, 4, 4, 3, 4, 2, 0, 2, 1, 1, 0, 0, 1, 3, 2, 3, 1, 0, 1, 4, 1, 1, 0, 4, 1, 98
D minor mel (1b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
E minor mel (1#), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
F major blues (1b), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
G major blues (1#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
D minor blues (1b), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
E minor blues (1#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
F dorian (1b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
G dorian (1#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
F phrygian (1b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
G phrygian (1#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
F lydian (1b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
G lydian (1#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
F mixolydian (1b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
G mixolydian (1#), 1, 0, 1, 0, 1, 0, 1, 1, 3, 0, 1, 2, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 6, 1,  , 0, 4, 2, 0, 0, 1, 1, 1, 1, 5, 0, 0, 0, 1, 4, 1, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 3, 0, 1, 1, 1, 2, 0, 0, 1, 4, 1, 83
F aeolian (1b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 2, 1, 3, 2, 2, 0, 3, 4, 10, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 6, 0, 0, 1, 4, 4, 3, 4, 2, 0, 2, 1, 1, 0, 0, 1, 3, 2, 3, 1, 0, 1, 4, 1, 1, 0, 4, 1, 98
G aeolian (1#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
F locrian (1b), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
G locrian (1#), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
Bb major (2b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
D major (2#), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
G minor (2b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
B minor (2#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
G minor mel (2b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
B minor mel (2#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Bb major blues (2b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
D major blues (2#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
G minor blues (2b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
B minor blues (2#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
Bb dorian (2b), 1, 0, 1, 0, 1, 0, 1, 1, 3, 0, 1, 2, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 6, 1,  , 0, 4, 2, 0, 0, 1, 1, 1, 1, 5, 0, 0, 0, 1, 4, 1, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 3, 0, 1, 1, 1, 2, 0, 0, 1, 4, 1, 83
D dorian (2#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 2, 1, 3, 2, 2, 0, 3, 4, 10, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 6, 0, 0, 1, 4, 4, 3, 4, 2, 0, 2, 1, 1, 0, 0, 1, 3, 2, 3, 1, 0, 1, 4, 1, 1, 0, 4, 1, 98
Bb phrygian (2b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
D phrygian (2#), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
Bb lydian (2b), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
D lydian (2#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Bb mixolydian (2b), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
D mixolydian (2#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Bb aeolian (2b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
D aeolian (2#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Bb locrian (2b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
D locrian (2#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Eb major (3b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
A major (3#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
C minor (3b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
F# minor (3#), 1, 0, 1, 0, 1, 0, 1, 1, 3, 0, 1, 2, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 6, 1,  , 0, 4, 2, 0, 0, 1, 1, 1, 1, 5, 0, 0, 0, 1, 4, 1, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 3, 0, 1, 1, 1, 2, 0, 0, 1, 4, 1, 83
C minor mel (3b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 2, 1, 3, 2, 2, 0, 3, 4, 10, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 6, 0, 0, 1, 4, 4, 3, 4, 2, 0, 2, 1, 1, 0, 0, 1, 3, 2, 3, 1, 0, 1, 4, 1, 1, 0, 4, 1, 98
F# minor mel (3#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Eb major blues (3b), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
A major blues (3#), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
C minor blues (3b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
F# minor blues (3#), 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1, 3, 0, 2, 3, 8, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 2, 3, 2, 0, 3, 0, 0, 0, 1, 0, 4, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 1, 73
Eb dorian (3b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
A dorian (3#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Eb phrygian (3b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
A phrygian (3#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
