id,title,composer,KSgt,KSest,notes,err,time
272,272-Bach-cantate140duetto,,,c minor (-3),184,0,1.144
273,273-Haendel-concerto2,,,F major (-1),115,0,0.088
274,274-Wolf-melodieespagnole6,,(3),b minor (2),123,5,0.039
275,275-Bartok-danceRoumaine1,,(0),G major (1),120,0,0.028
276,276-Bach-AnnaMagdalena,,,E- major (-3),69,0,0.031
277,277-Debussy-quatuorSolmop10,,(-2),c minor (-3),77,0,0.021
278,278-SaintSaens-Cygne,,,G major (1),122,1,0.049
302,302-Chopin-nocturne3op9,,,b minor (2),60,6,0.016
303,303-Bach-partita2sinfonia,,,c minor (-3),59,2,0.038
304,304-Bach-polonaise,,,d minor (-1),136,0,0.053
306,306-Haendel-concertogrosso3-4mvt,,,e minor (1),102,2,0.034
307,307-Mozart-fantaisiekv475,,,g minor (-2),78,0,0.033
308,308-Beethoven-sonateop81,,E- major (-3),g minor (-2),109,0,0.062
309,309-Poulenc-improvisation6,,(-2),d minor (-1),129,4,0.032
311,311-Mozart-ariaCosifantutte,,,A major (3),91,0,0.024
312,312-Kuhlau-sonatineop20,,,d minor (-1),105,1,0.078
313,313-Schumann-trio1,,,a minor (0),72,2,0.060
314,314-Couperin-intime,,,e minor (1),60,0,0.014
315,315-Ibert-symphonieconcertante,,C major (0),d minor (-1),147,13,0.060
316,316-Bach-courantesuite3,,(2),f# minor (3),80,4,0.034
317,317-Mozart-sonateKV333,,,g minor (-2),191,1,0.127
319,319-Haydn-symphonie88,,,e minor (1),101,1,0.040
320,320-Kuhlau-sonatine2op60,,,a minor (0),135,1,0.060
321,321-Debussy-Pelleas,,E major (4),a minor (0),62,0,0.014
323,323-Bartok-images,,A major (3),D major (2),55,0,0.030
325,325-Chopin-concertoop21,,,f minor (-4),238,3,0.079
326,326-Mozart-ariaflute,,,c minor (-3),127,2,0.038
327,327-Mendelssohn-romancesp8op30,,,b- minor (-5),75,0,0.018
328,328-Bartok-sonatine,,D major (2),G major (1),80,0,0.031
329,329-Debussy-sonateviolon,,,g minor (-2),78,0,0.017
331,331-Beethoven-sonateop26,,(-4),b- minor (-5),89,0,0.022
332,332-Milhaud-boeuf,,C major (0),g# minor (5),88,51,0.024
333,333-Mazas-romance1op36,,,E major (4),150,0,0.104
334,334-Haydn-concertosol,,C major (0),e minor (1),166,2,0.091
335,335-Berlioz-BenvenutoCelliniop23,,,e minor (1),104,2,0.033
337,337-Beethoven-sonate2op10,,(-1),C major (0),93,0,0.025
338,338-Haendel-sonateV,,,f# minor (3),155,0,0.157
339,339-Mozart-air17flute,,,g minor (-2),105,9,0.162
340,340-Kuhlau-sonatine4op88,,,f# minor (3),119,1,0.037
341,341-Mozart-concertolaKV219,,,c# minor (4),179,0,0.168
343,343-Bach-allemandePartita6,,,e minor (1),134,1,0.586
344,344-Mozart-quintettemibK614,,,B- major (-2),79,0,0.024
345,345-Debussy-PelleasII4,,E major (4),A major (3),48,1,0.014
346,346-Chopin-fantaisie,,,A major (3),60,0,0.017
347,347-Haendel-concertogrosso7,,,B- major (-2),111,0,0.078
348,348-Mozart-flutemarche,,,C major (0),102,1,0.102
349,349-Haydn-quatuor5op76,,(6),e- minor (-6),98,98,0.030
351,351-Jones,,,a minor (0),145,0,0.074
352,352-Scarlatti-sonateutK502,,,C major (0),86,0,0.026
353,353-Mendelssohn-romancesspop67,,,f# minor (3),31,0,0.009
354,354-Mozart-sonatefaKV332,,,B- major (-2),147,1,0.191
355,355-Mozart-sonatereKV311,,,e minor (1),144,0,0.050
356,356-Chopin-nocturne1op27,,(4),f# minor (3),68,1,0.018
357,357-Bach-ariaGoldbergBWV988,,G major (1),D major (2),137,0,0.064
359,359-Mozart-romance,,,a minor (0),157,0,0.093
360,360-Soulage,,(2),A major (3),115,0,0.029
361,361-Beethoven-sonate2op14,,(1),b minor (2),144,1,0.084
363,363-Debussy-clairdelune,,,D- major (-5),149,0,0.042
366,366-Bach-andante,,(-1),a minor (0),137,1,0.078
367,367-Bach-suite5,,,G major (1),99,0,0.039
369,369-Bach-solocembalo,,(-3),g minor (-2),299,2,0.130
370,370-Beethoven-quatuor3op59,,,a minor (0),148,0,0.059
371,371-Haydn-concertoreop21,,,f# minor (3),120,1,0.128
374,374-Bizet-seguedille,,,b minor (2),170,8,0.040
375,375-Beethoven-sonate21op53,,,d minor (-1),70,6,0.027
376,376-Clementi-sonate2op26,,,b minor (2),65,1,0.021
378,378-Beethoven-quintetteop29,,,d minor (-1),168,1,0.137
380,380-Bartok-Bulgare,,,C major (0),59,2,0.013
401,401-Mozart-sonateKV282,,(-3),g minor (-2),180,0,0.771
403,403-Bach-allemandePartita4,,,b minor (2),394,5,1.016
404,404-Rode-caprice6,,,b minor (2),188,1,0.316
405,405-Bach-prelude13,,(6),e- minor (-6),102,79,0.069
407,407-Beethoven-sonate1op10,,,f minor (-4),121,7,0.033
408,408-Bach-sarabande-Partita4,,(2),A major (3),153,0,0.202
409,409-Beethoven-quatuor1op18,,(-1),b minor (2),153,2,0.282
410,410-Mozart-sonateKV309,,,d minor (-1),187,2,0.332
413,413-Beethoven-quintetteop16,,,c minor (-3),131,2,0.098
414,414-Bach-laudamus-te,,,A major (3),220,4,1.600
415,415-Mozart-donGiovaniI2,,,g minor (-2),132,0,0.036
416,416-Bach-aria-Goldberg,,,e minor (1),98,0,0.113
418,418-Bach-courante-partita4,,,b minor (2),174,0,0.165
419,419-Beethoven-variation23,,,b minor (2),158,1,0.267
420,420-Bach-prelude6,,,b minor (2),167,0,0.190
423,423-Bach-adagio-Goldberg25,,,g minor (-2),98,5,0.838
424,424-Bach-prelude4,,,c# minor (4),125,0,0.049
425,425-Beethoven-sonateop7,,,C major (0),133,0,0.132
426,426-Bach-suiteanglaise1,,,A major (3),94,0,0.060
427,427-Bach-rondo-partita2,,,c minor (-3),69,0,0.015
428,428-Beethoven-sonate3op10,,(-1),a minor (0),97,0,0.058
429,429-Mozart-sonateKV283,,,C major (0),161,0,0.272
431,431-Bach-sinfonia-partita2,,,c minor (-3),342,1,1.974
434,434-Bach-concertoitalien,,,d minor (-1),340,1,1.321
435,435-Wolf-nein,,(1),b minor (2),71,5,0.015
436,436-Bach-ouverture-partita4,,(2),f# minor (3),171,1,0.560
437,437-Bach-courante-partita2,,,c minor (-3),112,0,0.084
438,438-Mozart-sonateKV457,,,c minor (-3),214,2,1.613
440,440-Bach-prelude10,,,e minor (1),176,0,0.128
442,442-Mozart-dongiovaniII7,,,E- major (-3),114,0,0.028
443,443-Ibert-escales,,(6),g# minor (5),172,55,1.111
444,444-Bach-invention,,,c# minor (4),320,1,0.119
445,445-Beethoven-sonateop110,,(-6),g# minor (5),92,92,0.033
446,446-Mozart-sonateKV330,,,a minor (0),268,0,0.173
448,448-Bach-concertoclavecin1,,,g minor (-2),203,2,0.325
449,449-Clementi-gradus,,F major (-1),e minor (1),150,0,0.129
450,450-Bach-toccata-solm,,(-2),e minor (1),101,0,0.151
451,451-Bach-sarabande,,,g minor (-2),221,9,0.224
453,453-Mozart-sonateKV310,,,d minor (-1),192,0,0.339
456,456-Haendel-sonate4,,,b minor (2),156,0,0.178
457,457-Bach-prelude8,,,e- minor (-6),109,32,0.074
458,458-Liszt-rhapsodiehongroise12,,,c# minor (4),83,1,0.049
459,459-Bach-courantepartita6,,,e minor (1),153,0,0.060
460,460-Spohr-duoconcertant1op3,,,E- major (-3),127,1,0.487
461,461-Bach-allemande-partita1,,,b minor (2),511,0,4.104
465,465-Clementi-sonateop12,,,d minor (-1),231,5,0.563
467,467-Schubert-MatchenTod,,,g minor (-2),167,0,0.064
468,468-Scarlatti-sonateK502,,,C major (0),260,0,0.075
