 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
F mixolydian (1b), 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:0, 2:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:1:0:0:1, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 72:10:1:0:11
G mixolydian (1#), 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 3:0:0:0:2, 4:0:0:0:3, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 3:0:0:0:2, 4:0:0:0:3, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:2, 2:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 4:2:0:0:1, 4:1:0:0:1, 0:0:0:0:0,  , 3:0:0:0:1, 2:1:0:0:0, 1:0:0:0:0,  , 3:0:0:0:2, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 3:0:0:0:2, 1:0:0:0:0, 1:1:0:0:0,  , 5:1:0:0:3, 4:1:0:0:0, 3:1:0:0:2, 1:0:0:0:0, 3:2:1:0:1, 4:1:0:0:1, 4:2:0:0:1, 2:1:0:0:1, 1:0:0:0:1, 4:1:0:0:2, 1:0:0:0:1, 2:2:0:0:0, 2:0:0:0:1, 4:2:0:0:2, 1:1:0:0:0, 0:0:0:0:0, 3:1:0:0:1, 3:1:0:0:1, 2:0:0:0:1,  , 3:0:0:0:2, 3:0:0:0:2, 1:0:0:0:0, 1:1:0:0:0, 1:0:0:0:1, 3:0:0:0:2, 2:1:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 146:25:1:0:59
F aeolian (1b), 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:0, 2:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:1:0:0:1, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 72:10:1:0:11
G aeolian (1#), 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 3:0:0:0:2, 4:0:0:0:3, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 3:0:0:0:2, 4:0:0:0:3, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:2, 2:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 4:2:0:0:1, 4:1:0:0:1, 0:0:0:0:0,  , 3:0:0:0:1, 2:1:0:0:0, 1:0:0:0:0,  , 3:0:0:0:2, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 3:0:0:0:2, 1:0:0:0:0, 1:1:0:0:0,  , 5:1:0:0:3, 4:1:0:0:0, 3:1:0:0:2, 1:0:0:0:0, 3:2:1:0:1, 4:1:0:0:1, 4:2:0:0:1, 2:1:0:0:1, 1:0:0:0:1, 4:1:0:0:2, 1:0:0:0:1, 2:2:0:0:0, 2:0:0:0:1, 4:2:0:0:2, 1:1:0:0:0, 0:0:0:0:0, 3:1:0:0:1, 3:1:0:0:1, 2:0:0:0:1,  , 3:0:0:0:2, 3:0:0:0:2, 1:0:0:0:0, 1:1:0:0:0, 1:0:0:0:1, 3:0:0:0:2, 2:1:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 146:25:1:0:59
F locrian (1b), 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 3:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:0, 2:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:1:0:0:1, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 72:10:1:0:11
G locrian (1#), 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 3:0:0:0:2, 4:0:0:0:3, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 3:0:0:0:2, 4:0:0:0:3, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:2, 2:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 4:2:0:0:1, 4:1:0:0:1, 0:0:0:0:0,  , 3:0:0:0:1, 2:1:0:0:0, 1:0:0:0:0,  , 3:0:0:0:2, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 3:0:0:0:2, 1:0:0:0:0, 1:1:0:0:0,  , 5:1:0:0:3, 4:1:0:0:0, 3:1:0:0:2, 1:0:0:0:0, 3:2:1:0:1, 4:1:0:0:1, 4:2:0:0:1, 2:1:0:0:1, 1:0:0:0:1, 4:1:0:0:2, 1:0:0:0:1, 2:2:0:0:0, 2:0:0:0:1, 4:2:0:0:2, 1:1:0:0:0, 0:0:0:0:0, 3:1:0:0:1, 3:1:0:0:1, 2:0:0:0:1,  , 3:0:0:0:2, 3:0:0:0:2, 1:0:0:0:0, 1:1:0:0:0, 1:0:0:0:1, 3:0:0:0:2, 2:1:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 146:25:1:0:59
Bb major (2b), 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:1:0:0:2, 1:0:0:0:0,  , 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:1, 2:0:1:0:0, 2:1:0:0:2, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 69:8:5:0:18
D major (2#), 1:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:1, 3:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 5:2:0:0:2, 5:1:0:0:0, 1:0:0:0:0,  , 2:0:0:0:1, 3:1:0:0:0, 1:0:0:0:0,  , 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0,  , 5:0:1:0:3, 3:1:0:0:0, 3:0:0:0:1, 2:0:0:0:0, 4:2:1:0:1, 4:1:1:0:2, 5:2:0:0:2, 2:0:0:0:0, 1:0:0:0:0, 5:1:0:0:3, 2:0:0:0:1, 3:2:0:0:0, 3:0:0:0:1, 4:1:0:0:1, 2:1:0:0:0, 0:0:0:0:0, 4:1:0:0:0, 4:1:0:0:2, 3:0:0:0:1,  , 4:0:0:0:1, 4:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:1, 4:0:0:0:2, 3:1:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 183:21:5:0:45
G minor (2b), 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:1:0:0:2, 1:0:0:0:0,  , 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:1, 2:0:1:0:0, 2:1:0:0:2, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 69:8:5:0:18
B minor (2#), 1:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:1, 3:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 5:2:0:0:2, 5:1:0:0:0, 1:0:0:0:0,  , 2:0:0:0:1, 3:1:0:0:0, 1:0:0:0:0,  , 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0,  , 5:0:1:0:3, 3:1:0:0:0, 3:0:0:0:1, 2:0:0:0:0, 4:2:1:0:1, 4:1:1:0:2, 5:2:0:0:2, 2:0:0:0:0, 1:0:0:0:0, 5:1:0:0:3, 2:0:0:0:1, 3:2:0:0:0, 3:0:0:0:1, 4:1:0:0:1, 2:1:0:0:0, 0:0:0:0:0, 4:1:0:0:0, 4:1:0:0:2, 3:0:0:0:1,  , 4:0:0:0:1, 4:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:1, 4:0:0:0:2, 3:1:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 183:21:5:0:45
G minor mel (2b), 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:1:0:0:2, 1:0:0:0:0,  , 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:1, 2:0:1:0:0, 2:1:0:0:2, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 69:8:5:0:18
B minor mel (2#), 1:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:1, 3:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 5:2:0:0:2, 5:1:0:0:0, 1:0:0:0:0,  , 2:0:0:0:1, 3:1:0:0:0, 1:0:0:0:0,  , 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0,  , 5:0:1:0:3, 3:1:0:0:0, 3:0:0:0:1, 2:0:0:0:0, 4:2:1:0:1, 4:1:1:0:2, 5:2:0:0:2, 2:0:0:0:0, 1:0:0:0:0, 5:1:0:0:3, 2:0:0:0:1, 3:2:0:0:0, 3:0:0:0:1, 4:1:0:0:1, 2:1:0:0:0, 0:0:0:0:0, 4:1:0:0:0, 4:1:0:0:2, 3:0:0:0:1,  , 4:0:0:0:1, 4:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:1, 4:0:0:0:2, 3:1:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 183:21:5:0:45
Bb major blues (2b), 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:1:0:0:2, 1:0:0:0:0,  , 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:1, 2:0:1:0:0, 2:1:0:0:2, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 69:8:5:0:18
D major blues (2#), 1:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:1, 3:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 5:2:0:0:2, 5:1:0:0:0, 1:0:0:0:0,  , 2:0:0:0:1, 3:1:0:0:0, 1:0:0:0:0,  , 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0,  , 5:0:1:0:3, 3:1:0:0:0, 3:0:0:0:1, 2:0:0:0:0, 4:2:1:0:1, 4:1:1:0:2, 5:2:0:0:2, 2:0:0:0:0, 1:0:0:0:0, 5:1:0:0:3, 2:0:0:0:1, 3:2:0:0:0, 3:0:0:0:1, 4:1:0:0:1, 2:1:0:0:0, 0:0:0:0:0, 4:1:0:0:0, 4:1:0:0:2, 3:0:0:0:1,  , 4:0:0:0:1, 4:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:1, 4:0:0:0:2, 3:1:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 183:21:5:0:45
G minor blues (2b), 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:1:0:0:2, 1:0:0:0:0,  , 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:1, 2:0:1:0:0, 2:1:0:0:2, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 69:8:5:0:18
B minor blues (2#), 1:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:0, 2:0:1:0:2, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 3:0:0:0:1, 3:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 5:2:0:0:2, 5:1:0:0:0, 1:0:0:0:0,  , 2:0:0:0:1, 3:1:0:0:0, 1:0:0:0:0,  , 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 3:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0,  , 5:0:1:0:3, 3:1:0:0:0, 3:0:0:0:1, 2:0:0:0:0, 4:2:1:0:1, 4:1:1:0:2, 5:2:0:0:2, 2:0:0:0:0, 1:0:0:0:0, 5:1:0:0:3, 2:0:0:0:1, 3:2:0:0:0, 3:0:0:0:1, 4:1:0:0:1, 2:1:0:0:0, 0:0:0:0:0, 4:1:0:0:0, 4:1:0:0:2, 3:0:0:0:1,  , 4:0:0:0:1, 4:0:0:0:1, 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:1, 4:0:0:0:2, 3:1:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 183:21:5:0:45
Bb dorian (2b), 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:0:1:0:1, 2:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:1:0:0:2, 1:0:0:0:0,  , 2:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 2:0:0:0:1, 2:0:1:0:0, 2:1:0:0:2, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0,  , 5:0:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:1, 0:0:0:0:0,  , 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:1:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 69:8:5:0:18
