 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, rowcost
C locrian (0),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 25
F major (1b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
G major (1#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
D minor (1b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 1, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 2, 1, 1, 1, 0, 0, 30
E minor (1#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 2, 2, 2, 3, 4, 1, 0, 0, 1, 2, 2, 1, 0, 2, 2, 1, 2, 0,  ,  ,  ,  ,  ,  , 2, 1, 1, 2, 1, 1, 1, 2, 0, 46
D minor mel (1b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 2, 1, 4, 2, 2, 0, 1, 0, 2, 2, 2, 0, 2, 2, 2, 2, 1,  ,  ,  ,  ,  ,  , 1, 1, 1, 2, 1, 1, 1, 0, 0, 40
E minor mel (1#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 2, 3, 2, 3, 3, 1, 0, 0, 1, 3, 3, 2, 0, 3, 3, 2, 2, 0,  ,  ,  ,  ,  ,  , 2, 0, 0, 1, 1, 2, 2, 2, 0, 51
F major blues (1b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 2, 2, 2, 3, 4, 5, 1, 3, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 2, 3, 3, 4, 1, 1, 1, 1, 1, 53
G major blues (1#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 2, 2, 4, 5, 4, 0, 2, 0, 2, 2, 3, 0, 2, 2, 3, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 3, 1, 1, 1, 1, 0, 60
D minor blues (1b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 2, 2, 2, 4, 4, 4, 1, 3, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 2, 3, 3, 4, 1, 1, 1, 1, 1, 53
E minor blues (1#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 3, 2, 4, 4, 3, 0, 2, 0, 2, 2, 3, 0, 2, 2, 3, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 3, 1, 1, 1, 1, 0, 59
F dorian (1b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 3, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 36
G dorian (1#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 2, 2, 3, 4, 2, 0, 0, 0, 2, 2, 3, 0, 2, 2, 3, 3, 0,  ,  ,  ,  ,  ,  , 1, 1, 1, 1, 1, 1, 1, 1, 0, 47
F phrygian (1b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 24
G phrygian (1#),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
F lydian (1b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 3, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 36
G lydian (1#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 2, 2, 3, 4, 2, 0, 0, 0, 2, 2, 3, 0, 2, 2, 3, 3, 0,  ,  ,  ,  ,  ,  , 1, 1, 1, 1, 1, 1, 1, 1, 0, 47
F mixolydian (1b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 24
G mixolydian (1#),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
F aeolian (1b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
G aeolian (1#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
F locrian (1b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 5, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 0, 1, 1, 1, 1, 30
G locrian (1#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
Bb major (2b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 24
D major (2#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 2, 2, 3, 3, 1, 0, 0, 0, 2, 2, 3, 0, 2, 2, 3, 3, 0,  ,  ,  ,  ,  ,  , 1, 1, 1, 1, 1, 1, 1, 1, 0, 45
G minor (2b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 5, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0,  ,  ,  ,  ,  ,  , 0, 2, 2, 3, 1, 1, 1, 1, 0, 30
B minor (2#),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 2, 2, 3, 2, 3, 2, 1, 1, 1, 1, 1, 3, 0, 1, 1, 3, 2, 0,  ,  ,  ,  ,  ,  , 2, 1, 1, 1, 1, 1, 1, 2, 1, 44
G minor mel (2b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 5, 3, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0,  ,  ,  ,  ,  ,  , 0, 3, 3, 2, 1, 0, 0, 1, 0, 32
B minor mel (2#),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 3, 3, 3, 1, 2, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 4, 3, 0,  ,  ,  ,  ,  ,  , 3, 1, 1, 0, 0, 1, 1, 3, 1, 55
Bb major blues (2b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 4, 5, 1, 3, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1,  ,  ,  ,  ,  ,  , 2, 3, 3, 4, 1, 2, 2, 2, 1, 49
D major blues (2#),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 3, 2, 4, 4, 2, 0, 2, 0, 2, 2, 4, 1, 2, 2, 4, 4, 1,  ,  ,  ,  ,  ,  , 2, 2, 2, 3, 1, 1, 1, 2, 0, 70
G minor blues (2b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3, 4, 5, 1, 3, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1,  ,  ,  ,  ,  ,  , 2, 3, 3, 4, 1, 2, 2, 2, 1, 50
B minor blues (2#),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 4, 2, 4, 4, 2, 0, 2, 0, 2, 2, 4, 1, 2, 2, 4, 4, 1,  ,  ,  ,  ,  ,  , 2, 2, 2, 3, 1, 1, 1, 2, 0, 71
Bb dorian (2b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
D dorian (2#),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 3, 2, 2, 2, 0, 0, 1, 0, 2, 2, 4, 1, 2, 2, 4, 4, 0,  ,  ,  ,  ,  ,  , 2, 1, 1, 0, 0, 1, 1, 2, 0, 56
Bb phrygian (2b),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 2, 2, 2, 2, 0, 0, 0, 1, 0, 46
D phrygian (2#),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 3, 0, 0, 1, 0, 1, 1, 3, 1, 1, 1, 3, 4, 0,  ,  ,  ,  ,  ,  , 2, 2, 2, 1, 0, 0, 0, 2, 0, 51
Bb lydian (2b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 5, 4, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 54
D lydian (2#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 4, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 52
Bb mixolydian (2b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
D mixolydian (2#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
Bb aeolian (2b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
D aeolian (2#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
Bb locrian (2b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
D locrian (2#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 25
Eb major (3b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
A major (3#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
C minor (3b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 1, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 2, 1, 1, 1, 0, 0, 30
F# minor (3#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 2, 2, 2, 3, 4, 1, 0, 0, 1, 2, 2, 1, 0, 2, 2, 1, 2, 0,  ,  ,  ,  ,  ,  , 2, 1, 1, 2, 1, 1, 1, 2, 0, 46
C minor mel (3b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1,  ,  ,  ,  ,  ,  , 1, 1, 1, 4, 1, 1, 1, 0, 0, 35
F# minor mel (3#),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 3, 4, 1, 1, 0, 0, 0, 1, 1, 3, 3, 2, 1, 3, 3, 2, 2, 0,  ,  ,  ,  ,  ,  , 3, 0, 0, 1, 0, 3, 3, 2, 0, 53
Eb major blues (3b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
A major blues (3#),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 2, 2, 2, 2, 0, 0, 0, 1, 0, 46
C minor blues (3b),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 3, 0, 0, 1, 0, 1, 1, 3, 1, 1, 1, 3, 4, 0,  ,  ,  ,  ,  ,  , 2, 2, 2, 1, 0, 0, 0, 2, 0, 51
F# minor blues (3#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 5, 4, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 54
Eb dorian (3b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 4, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 52
A dorian (3#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
Eb phrygian (3b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
A phrygian (3#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
Eb lydian (3b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
A lydian (3#),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
Eb mixolydian (3b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 25
A mixolydian (3#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
Eb aeolian (3b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
A aeolian (3#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 1, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 2, 1, 1, 1, 0, 0, 30
Eb locrian (3b),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 2, 2, 2, 2, 0, 0, 0, 1, 0, 46
A locrian (3#),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 3, 0, 0, 1, 0, 1, 1, 3, 1, 1, 1, 3, 4, 0,  ,  ,  ,  ,  ,  , 2, 2, 2, 1, 0, 0, 0, 2, 0, 51
Ab major (4b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 5, 4, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 54
E major (4#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 4, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 52
F minor (4b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
C# minor (4#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
F minor mel (4b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
C# minor mel (4#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
Ab major blues (4b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
E major blues (4#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 25
F minor blues (4b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
C# minor blues (4#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
Ab dorian (4b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 1, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 2, 1, 1, 1, 0, 0, 30
E dorian (4#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 2, 2, 2, 3, 4, 1, 0, 0, 1, 2, 2, 1, 0, 2, 2, 1, 2, 0,  ,  ,  ,  ,  ,  , 2, 1, 1, 2, 1, 1, 1, 2, 0, 46
Ab phrygian (4b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1,  ,  ,  ,  ,  ,  , 1, 1, 1, 4, 1, 1, 1, 0, 0, 35
E phrygian (4#),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 3, 4, 1, 1, 0, 0, 0, 1, 1, 3, 3, 2, 1, 3, 3, 2, 2, 0,  ,  ,  ,  ,  ,  , 3, 0, 0, 1, 0, 3, 3, 2, 0, 53
Ab lydian (4b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
E lydian (4#),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 2, 2, 2, 2, 0, 0, 0, 1, 0, 46
Ab mixolydian (4b),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 3, 0, 0, 1, 0, 1, 1, 3, 1, 1, 1, 3, 4, 0,  ,  ,  ,  ,  ,  , 2, 2, 2, 1, 0, 0, 0, 2, 0, 51
E mixolydian (4#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 5, 4, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 54
Ab aeolian (4b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 4, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 52
